step,dS,probe_loss,nclip,lp1,lp2,lp3,lp4,lp5,lp6,lp7,lp8,lp9,lp10,lp11,lp12,lp13,lp14,lp15,lp16,res_p,lr1,lr2,lr3,lr4,lr5,lr6,lr7,lr8,lr9,lr10,lr11,lr12,lr13,lr14,lr15,lr16,res_r
3000,0,1.1809988915920258,0,7157.425405734454,4420.208131407699,3821.625169073743,3414.686820497277,3349.2997171351644,3191.792883056355,3135.7179676650517,3038.7707407816506,2932.920238629822,2845.277130809137,2746.75977198893,2630.9596891692886,2582.79256292826,2472.5145840532937,2388.838044755619,2334.9698509249797,1.3940514734058125e-15,13.700769503755026,10.966897200930953,8.884283050022493,7.1673107312550774,5.708462833496267,4.469593059478146,3.7221846964158405,3.651282238680551,3.4291900357813607,3.032435725973437,2.7534353212062346,2.536600991292052,2.278107850837493,2.017560957022981,1.6433649996611046,1.2479391615802038,0.2784985734464908
3010,10,1.163776934146881,0,7876.519148404152,5748.457525367307,5711.476325719614,4102.352525399387,3750.048558716058,3538.3235743471087,3399.6029313991253,3194.211911770811,3153.225316648844,3046.095601982853,2955.6687887991006,2857.9630608689213,2786.538363318529,2686.0661163834366,2633.3438956147056,2576.0289113173376,5.543239912219593e-23,10.131713908450905,8.01005970980118,6.402146588009315,5.095271784159358,4.058871952946808,3.7261346465121536,3.5351221077309143,3.3350107789443895,3.025359152494533,2.7443063851308973,2.6353614408491324,2.255177415860191,2.08208390135209,1.8200756832628366,1.541024750754447,1.20645540401121,0.29412154307870075
3025,25,1.1452914774417877,0,7509.001688152128,6525.79969206718,5559.170401360606,4906.21247131358,4813.225839866171,4378.367964945774,4262.098334535306,4142.849445926153,3900.8289742425773,3813.916422084749,3542.1063799791455,3521.019265757311,3410.6616792681903,3310.108162078422,3202.213237041505,3122.506002024448,5.257508150254853e-20,10.480536702990458,8.30729010510855,6.657532003415281,5.304616714414284,4.18532268467564,3.6818211693193685,3.4371038821835533,3.3882615245199754,2.939055180258086,2.8456898383101983,2.6498631776363393,2.246676735674253,2.051272918381058,1.820203613880673,1.537015575558042,1.1659025279942816,0.2937323223555582
3050,50,1.1343879401683807,0,9340.95264880845,6583.70858630148,6252.794100645304,5390.00308638615,5073.906543537699,4680.942281120205,4631.33001599278,4542.7151636325025,4202.475228935682,4119.615691869343,4014.9624267013487,3931.01972297031,3820.735632632642,3781.1850856029137,3742.49997374165,3611.715643836179,8.342272474722974e-20,10.606218717700395,8.39912258753784,6.724879822010264,5.360824149615485,4.27676322579552,3.6198853086750664,3.5317790086195386,3.290183693843321,2.9799673359274035,2.7681422411477694,2.695791065333002,2.198133303059439,2.0529329256030837,1.8331404651045338,1.4875255331042887,1.1768082626933343,0.29213173284979727
3100,100,1.129234790802002,0,8514.647818164434,7112.655412648805,7038.277028509557,5977.280587738754,5336.161383632183,5196.147839862515,4985.878863891211,4767.588777954364,4576.93183231221,4503.0683135393465,4368.6260027083135,4276.607243344377,4212.369540295462,3990.8715530993036,3892.943372150916,3819.978023213587,2.87595605365834e-21,11.302591819906695,8.977437037642227,7.2108660834422755,5.7663567183562074,4.581635572526926,3.6541267476784887,3.5544239006010154,3.449820993830533,3.0823810079217946,2.896950893510665,2.6874478305241474,2.295220764955504,2.1038832892552177,1.8808505983082373,1.5536248481893042,1.1873391577157177,0.2888082028213625
3200,200,1.1205821931362152,0,9841.315396859367,8855.337802209428,8356.731117409394,6947.402971111496,6364.334001581054,5741.308379230253,5353.221421905209,5309.131410297187,5289.696888983906,5189.066164870759,4938.052342129812,4886.144965492096,4742.345935470001,4693.236974397967,4517.47789510472,4384.078221859636,1.2112141281800546e-22,9.665279023514307,7.614117033209168,6.0615021892104135,4.806012991455424,3.9426442465473173,3.6959867280720027,3.437886873894636,3.397440726748894,2.8065157311472504,2.7145353215289307,2.524465591516852,2.1580123751357583,2.010389730207911,1.8094746858746704,1.4835820683534662,1.1348013246951363,0.2970494313973971
3400,400,1.10028076171875,0,9592.411765635152,8723.73304698404,7955.043322916712,6977.419901049915,6130.631264185545,5509.370870580421,5422.417011532795,5214.543573949384,5041.636802964858,4804.518922065616,4775.694225732056,4627.6303498606285,4547.2772761021815,4452.527501818038,4402.992823490942,4305.210681303399,1.2382078276511773e-24,9.156501170469209,7.23042511631066,5.7772955767022,4.6161992245265475,3.680951424552836,3.4290295991356006,3.278233295301461,2.9353475793581256,2.8936893942108375,2.7243332126680215,2.3364865452878836,2.033864070487768,1.9019451373663014,1.7048644866760292,1.379388996834997,1.0904164283797149,0.28994252410871735
3800,800,1.0834653973579407,0,11659.85523318393,10571.46070322533,9785.074507731128,8635.685550108688,8406.879741540673,7973.89438730089,7036.697652002797,6229.528158094344,5616.239219740336,5505.364132052115,5346.40300187568,5181.300875938091,5114.6147902469975,4846.909158158153,4783.005532266162,4657.242759136382,1.5253084405574713e-23,6.025392632936954,4.763345116223396,3.8263321537105424,3.330261138512571,3.1493019055952036,3.0953856890832623,2.760549428679337,2.688351817259678,2.5433150228511705,2.3085821496479504,2.031100891656422,1.9209822086681694,1.712566187269324,1.4975045131880704,1.2281835958609837,0.9778643585489905,0.246895748262129
4600,1600,1.053164005279541,0,8794.776401514897,8190.803928069938,7250.329578047482,6877.049718563112,6264.9682975025935,5799.046238710757,5652.8427313487,5449.040015846805,5203.573015147501,4905.624721286088,4679.158157143818,4543.357092374626,4524.377480076392,4434.153414233804,4328.234546203677,4236.013409728411,3.6052712674223037e-23,5.830461328990372,4.538485323263997,3.6136568751384273,3.052707659700722,2.994690421699205,2.8275106779430326,2.537417026232764,2.4844617866580836,2.326627566688916,2.0802156380835837,1.9840127249002972,1.789445131945334,1.606395765838226,1.456006932743664,1.1987703584303373,0.9443341300377442,0.2494751395869467
5400,2400,1.0343689620494843,0,8135.859544749854,7916.187121828861,7580.083340723073,7044.500303597271,6984.102430847341,6489.666022191856,6378.532431080304,6158.170811124641,5691.474490512935,5648.667339415634,5243.9924085109205,4966.225349947278,4794.391690993384,4773.85017089069,4510.778522280561,4494.363027247504,4.718856163626373e-19,3.320167597393069,2.8536384530554235,2.6177498614034787,2.5672343161582156,2.2949158027697405,2.2349154550423123,2.1169637031749273,1.9879762120673876,1.8341434882362264,1.7331292201877664,1.6004463127461601,1.498302729825437,1.347774402984242,1.2043744304225505,0.9729943844174748,0.8483705330657564,0.22835260660354223
