attenuation,base_mae,base_nuisance,base_tau,corr_mae,delta_pct,kappa,mode,nonharm,nuisance,route,scale,source_families,source_kappa,target_curve,target_family,target_label,tau,train_curves,win
0.6051282543218014,0.002926482771138891,,,0.0021409779964280014,-26.841257445886036,0.020793139562672525,cross_family_residualized,1,dct2,medium_step_from_finite_tail,25,finite_tail,0.03436154139914765,wsdcon_9.csv,single_step,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000,1
0.6051282543218014,0.004934623402238123,,,0.00460188214187529,-6.742991982162538,0.03040858082161518,cross_family_residualized,1,dct2,medium_step_from_finite_tail,100,finite_tail,0.050251464221738665,wsdcon_9.csv,single_step,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000,1
0.6051282543218014,0.006687305974578527,,,0.005994260140831127,-10.363602867611876,0.05331807834364835,cross_family_residualized,1,dct2,medium_step_from_finite_tail,400,finite_tail,0.08811037654059747,wsdcon_9.csv,single_step,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000,1
0.19759289937038402,0.002504818961791151,,,0.002267827088771224,-9.461437199056434,0.012450383550028877,cross_family_residualized,1,none,weak_step_from_finite_tail,25,finite_tail,0.06301027815119448,wsdcon_18.csv,single_step,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000,1
0.19759289937038402,0.0013816404339982303,,,0.0012139036289911058,-12.140409391589891,0.019321752352024303,cross_family_residualized,1,none,weak_step_from_finite_tail,100,finite_tail,0.09778566139568637,wsdcon_18.csv,single_step,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000,1
0.19759289937038402,0.0025579541942073844,,,0.0023926918898044287,-6.460721805621095,0.024997511633902222,cross_family_residualized,1,none,weak_step_from_finite_tail,400,finite_tail,0.126510171739749,wsdcon_18.csv,single_step,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000,1
1.0,0.00744534704076948,,,0.006376339058971219,-14.358067877085535,0.010778379494651007,cross_family_no_nuisance_p3,1,none,smooth_from_full_step,25,,,cosine_72000.csv,,Cosine,8192.0,wsdcon_3,1
1.0,0.007265129575917493,,,0.0062209427233865825,-14.372584020967627,0.010529130678293495,cross_family_no_nuisance_p3,1,none,smooth_from_full_step,100,,,cosine_72000.csv,,Cosine,8192.0,wsdcon_3,1
1.0,0.005612615040270773,,,0.004228840341558729,-24.654723133216805,0.020647941159521073,cross_family_no_nuisance_p3,1,none,smooth_from_full_step,400,,,cosine_72000.csv,,Cosine,8192.0,wsdcon_3,1
1.0,0.003408385839825258,,,0.0023975871670285235,-29.656227912522848,0.014310314488262638,cross_family_no_nuisance_p3,1,none,finite_tail_from_steps,25,,,wsd_20000_24000.csv,,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,0.0037480705220761528,,,0.002835207270058507,-24.355551653600884,0.012999822684978587,cross_family_no_nuisance_p3,1,none,finite_tail_from_steps,100,,,wsd_20000_24000.csv,,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,0.004701998914275349,,,0.0030324667375916663,-35.506860106133885,0.02358505053557881,cross_family_no_nuisance_p3,1,none,finite_tail_from_steps,400,,,wsd_20000_24000.csv,,WSD sharp,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,0.0031360955249893426,,,0.0023448523506054563,-25.230200039476646,0.014310314488262638,cross_family_no_nuisance_p3,1,none,finite_tail_from_steps,25,,,wsdld_20000_24000.csv,,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,0.003248313740665229,,,0.002533733442190611,-21.99850000721535,0.012999822684978587,cross_family_no_nuisance_p3,1,none,finite_tail_from_steps,100,,,wsdld_20000_24000.csv,,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,0.0038535563963712593,,,0.002545794045851396,-33.93650477650544,0.02358505053557881,cross_family_no_nuisance_p3,1,none,finite_tail_from_steps,400,,,wsdld_20000_24000.csv,,WSD linear,3072.0,wsdcon_18+wsdcon_3+wsdcon_9,1
1.0,0.004487187642230267,,,0.0018681653954806699,-58.366675422734595,0.029234822517060725,cross_family_no_nuisance_p3,1,none,full_step_from_finite_tail,25,,,wsdcon_3.csv,,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
1.0,0.0056693997340904675,,,0.0032348401535444594,-42.94210489175501,0.04558388881020212,cross_family_no_nuisance_p3,1,none,full_step_from_finite_tail,100,,,wsdcon_3.csv,,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
1.0,0.008173606778800102,,,0.0034115360398824447,-58.26155903742578,0.06008455401630307,cross_family_no_nuisance_p3,1,none,full_step_from_finite_tail,400,,,wsdcon_3.csv,,WSD-con 3e-5,1536.0,wsd_20000_24000+wsdld_20000_24000,1
0.47072920848590566,0.002926482771138891,,,0.002144285224155469,-26.728247119630787,0.02182427346353632,cross_family_no_nuisance_p3,1,none,medium_step_from_finite_tail,25,,,wsdcon_9.csv,,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000,1
0.47072920848590566,0.004934623402238123,,,0.004748627494876391,-3.7692016634414904,0.033916623404312306,cross_family_no_nuisance_p3,1,none,medium_step_from_finite_tail,100,,,wsdcon_9.csv,,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000,1
0.47072920848590566,0.006687305974578527,,,0.005810744572512218,-13.107840517519541,0.04420898939044786,cross_family_no_nuisance_p3,1,none,medium_step_from_finite_tail,400,,,wsdcon_9.csv,,WSD-con 9e-5,768.0,wsd_20000_24000+wsdld_20000_24000,1
0.08783285522769078,0.002504818961791151,,,0.0023994727021865564,-4.205743457373989,0.005534372638710392,cross_family_no_nuisance_p3,1,none,weak_step_from_finite_tail,25,,,wsdcon_18.csv,,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000,1
0.08783285522769078,0.0013816404339982303,,,0.0012658797235587322,-8.37849758815371,0.008588793840711312,cross_family_no_nuisance_p3,1,none,weak_step_from_finite_tail,100,,,wsdcon_18.csv,,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000,1
0.08783285522769078,0.0025579541942073844,,,0.0024679656727277953,-3.5179879953821214,0.011111749599247671,cross_family_no_nuisance_p3,1,none,weak_step_from_finite_tail,400,,,wsdcon_18.csv,,WSD-con 18e-5,512.0,wsd_20000_24000+wsdld_20000_24000,1
