estimator,train_curve,train_label,test_curve,test_label,mean_delta_pct,wins,tests,mean_kappa,max_kappa
amp_cap_tau_0p03_c_3p0,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,-3.2932886735305957,3,3,0.004413414988508022,0.005208284066105034
amp_cap_tau_0p03_c_3p0,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,-1.4800344890520254,3,3,0.010100372505710274,0.012811941171572572
amp_cap_tau_0p03_c_3p0,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,-7.852514925431198,3,3,0.010100372505710274,0.012811941171572572
amp_cap_tau_0p03_c_3p0,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,-6.55223969656632,3,3,0.010100372505710274,0.012811941171572572
amp_cap_tau_0p03_c_3p0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,-19.50927069842251,3,3,0.010100372505710274,0.012811941171572572
amp_cap_tau_0p03_c_3p0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,-7.520830415559213,3,3,0.010100372505710274,0.012811941171572572
amp_cap_tau_0p03_c_3p0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,-6.510233021202076,3,3,0.010100372505710274,0.012811941171572572
amp_cap_tau_0p03_c_3p0,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,-1.2582573202136071,3,3,0.00841651768122136,0.01097031410600428
amp_cap_tau_0p03_c_3p0,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,-6.915923043743821,3,3,0.00841651768122136,0.01097031410600428
amp_cap_tau_0p03_c_3p0,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,-5.649588549099893,3,3,0.00841651768122136,0.01097031410600428
amp_cap_tau_0p03_c_3p0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,-18.946623890545144,3,3,0.00841651768122136,0.01097031410600428
amp_cap_tau_0p03_c_3p0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,-8.918541611574108,3,3,0.00841651768122136,0.01097031410600428
amp_cap_tau_0p03_c_3p0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,-6.367686966699771,3,3,0.00841651768122136,0.01097031410600428
amp_cap_tau_0p1_c_1p0,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,-0.00020125501128953616,3,3,1.3629793131283383e-06,1.8046545009476585e-06
amp_cap_tau_0p1_c_1p0,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,-0.0010543495018722204,3,3,1.3629793131283383e-06,1.8046545009476585e-06
amp_cap_tau_0p1_c_1p0,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,-0.0008811669513275611,3,3,1.3629793131283383e-06,1.8046545009476585e-06
amp_cap_tau_0p1_c_1p0,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,-0.003071817196224439,3,3,1.3629793131283383e-06,1.8046545009476585e-06
