step,linear_pred_loss,optimized_pred_loss
0,24.09719581546405,24.09719581546405
100,5.330282735524578,5.328202431019945
200,4.571546588571249,4.568745282288002
301,4.218337354963077,4.21508211489864
401,4.004910288314549,4.001349073924597
502,3.8551738160327207,3.851397099678466
602,3.7442113626485147,3.7402875496472943
702,3.6568607581612964,3.6528400541572927
803,3.585030197085507,3.5809521084103997
903,3.5256019877094107,3.521499894059176
1004,3.4744173695979494,3.4703187835629574
1104,3.4305006250504992,3.426428958844991
1204,3.391912221945522,3.3878876757328307
1305,3.357310600767519,3.353351614392858
1405,3.3266120235212844,3.3227336956449314
1506,3.29860546812905,3.2948227995877457
1606,3.273385320108648,3.269710002873689
1707,3.250076779717074,3.246521437149689
1807,3.2288468593773723,3.2254207113128555
1907,3.209216253029452,3.205928770884596
2008,3.190812170131917,3.187673572045232
2108,3.1738333738463553,3.1708502490721715
2209,3.1577989929899384,3.1549804306690628
2309,3.142908223529685,3.1402595193805047
2409,3.128896719713839,3.126424288689226
2510,3.115549620434482,3.113261302845256
2610,3.1030557430362595,3.1009553457105117
2711,3.0910985702188607,3.089193302495328
2811,3.079857280553008,3.0781501684148793
2912,3.069055674804548,3.067553411697434
3012,3.058862820381333,3.0575677762249915
3112,3.049129656592025,3.0480459635085864
3213,3.0397299196605436,3.0388636571124996
3313,3.0308179724398174,3.030170705291445
3414,3.022186667379418,3.021764144286795
3514,3.0139812223107922,3.0137845620160344
3614,3.0060913726354066,3.006123736007195
3715,2.9984217086909104,2.998688436850224
3815,2.991104971432633,2.991606618893159
3916,2.983977161093873,2.9847188426961626
4016,2.977163501518196,2.978145450884884
4116,2.9705777033269003,2.9718023980082773
4217,2.964143829758129,2.965616097803589
4317,2.957976985544516,2.959696646072128
4418,2.951942352657711,2.9539140704653564
4518,2.946148971671325,2.9483723251302547
4619,2.9404711765641993,2.9429506855318097
4719,2.9350124426611504,2.937747469317864
4819,2.9297074741552396,2.9326998266288027
4920,2.924497734882425,2.92775174395486
5020,2.919479198551499,2.922993940510336
5121,2.914544703954612,2.918324399030158
5221,2.9097857094081645,2.9138292645452233
5321,2.905146911023283,2.909455785608843
5422,2.9005782036782923,2.9051564711119404
5522,2.8961649293075293,2.9010112703240187
5623,2.8918139479169565,2.896932348281535
5723,2.8876068997155975,2.8929959045885827
5824,2.883455339059459,2.8891188541341384
5924,2.8794374766118946,2.8853739224974886
6024,2.8755079978019653,2.8817184604020833
6125,2.8716253484403054,2.8781136244133405
6225,2.8678630568036616,2.8746273981185184
6326,2.8641426634353024,2.8711868005753294
6426,2.8605348399581265,2.8678569223495485
6526,2.85699954816082,2.8646004521146833
6627,2.853499808994235,2.861383174249792
6727,2.8501023722781085,2.8582662086413
6828,2.84673683508505,2.8551847260529066
6928,2.843467541560277,2.8521974118670257
7028,2.8402586808925103,2.849271231210894
7129,2.8370769734851304,2.846375709386899
7229,2.833983443666743,2.8435661726785044
7330,2.8309143099398435,2.8407844892516625
7430,2.827928549910128,2.8380839153437933
7531,2.8249647112978082,2.835408673580843
7631,2.822079848050595,2.8328100755992507
7731,2.8192428137085086,2.8302598034041435
7832,2.816424449964593,2.827731547249805
7932,2.813679138576628,2.825273918782857
8033,2.810950589599764,2.8228363567657175
8133,2.8082915267642297,2.8204657990226925
8233,2.8056734779408496,2.818136628895638
8334,2.8030696685729013,2.815824943088122
8434,2.800530509391288,2.8135753455167425
8535,2.798004099642215,2.8113417047198377
8635,2.7955394089753445,2.8091671713817568
8736,2.793086114031275,2.8070072041512706
8836,2.790691819079837,2.804903578704282
8936,2.788331128268894,2.8028337823646763
9037,2.785980029888652,2.8007766958296996
9137,2.783684213208385,2.7987721672105157
9238,2.7813969164293777,2.796779241857933
9338,2.7791626294764153,2.7948365620010733
9438,2.77695778524076,2.792923456282074
9539,2.77476002591859,2.7910204684115487
9639,2.772612153458456,2.789164546348615
9740,2.7704705089407202,2.787317852557024
9840,2.768376833583169,2.785516270807176
9941,2.766288601224134,2.783723100213823
10041,2.764246541431702,2.7819732116777547
10141,2.7622292546469036,2.7802481106605357
10242,2.760216355472224,2.7785303179320655
10342,2.7582471433515785,2.776853273998056
10443,2.7562816857003885,2.7751828743905116
10543,2.754358379390278,2.7735516579004185
10643,2.7524571482215086,2.771942455157961
10744,2.7505588179334093,2.7703389968623866
10844,2.74870050577756,2.768772546775186
10945,2.746844581176435,2.767211296874161
11045,2.745027351515243,2.765685705318137
11145,2.7432299127497703,2.7641797728840625
11246,2.741434168062828,2.7626783016955936
11346,2.7396752735499152,2.761210606916478
11447,2.7379176553413664,2.7597469250795723
11547,2.73619573896242,2.758315848302171
11648,2.7344747138913417,2.756888369186607
11748,2.732788303614855,2.7554923853270363
11848,2.7311190369740928,2.754113319882225
11949,2.7294501406318408,2.7527372844617783
12049,2.7278143365675436,2.751391189964064
12150,2.726178588527069,2.7500477817109057
12250,2.7245749807823176,2.748733342067755
12350,2.722986942007963,2.7474341828761943
12451,2.721398533809706,2.746137238545221
12551,2.7198409285982024,2.744867897813084
12652,2.718282697343047,2.7436004837534838
12752,2.716754430497142,2.7423598161740133
12853,2.715225301063941,2.741120808538161
12953,2.7137253377709203,2.7399077327426338
13053,2.712239087980553,2.7387079972913186
13154,2.710751655707498,2.7375095546685984
13254,2.7092922639912866,2.7363358939909586
13355,2.7078314971688595,2.7351633022405304
13455,2.706398062524399,2.73401476714646
13555,2.704977221086629,2.732878394749241
13656,2.7035547445790216,2.7317427835446324
13756,2.702158598993096,2.7306302069742476
13857,2.7007606622288542,2.729518201447506
13957,2.699388424770048,2.728428585346936
14057,2.698027801115804,2.727350095332526
14158,2.6966651763444576,2.7262719177958585
14258,2.6953273561267816,2.7252152137886125
14359,2.6939874092852376,2.7241586642643427
14459,2.692671701342768,2.7231230116498852
14560,2.6913537521353383,2.722087363304644
14660,2.6900594999842133,2.7210720565266686
14760,2.6887756880068387,2.7200666220874163
14861,2.687489481907085,2.719060989481941
14961,2.6862262031042885,2.7180749095974517
15062,2.6849604397624356,2.7170885050833298
15162,2.6837171157417923,2.716121157260664
15262,2.6824835128292293,2.715162905080835
15363,2.6812473060370046,2.7142041524861162
15463,2.6800328440595225,2.7132637455632413
15564,2.678815708499649,2.7123227358679274
15664,2.6776198767026482,2.7113996198058143
15765,2.676421309086283,2.7104757974514153
15865,2.6752436212797712,2.709569435794635
15965,2.6740747864875587,2.7086712205559422
16066,2.6729031357392063,2.707772163121152
16166,2.671751760019426,2.7068899436145375
16267,2.6705975230101364,2.7060068004592734
16367,2.6694631761038976,2.705140105311297
16467,2.6683371473483053,2.704280956078323
16568,2.667208200831147,2.703420763872185
16668,2.6660985945064875,2.702576455845038
16769,2.6649860398961165,2.7017310372775687
16869,2.6638924749878257,2.7009011342104623
16970,2.6627959367091707,2.7000700511894253
17070,2.661718050305134,2.69925414666799
17170,2.6606478343501934,2.6984450575178283
17271,2.659574617107998,2.6976346865802046
17371,2.658519568262231,2.6968389960040415
17472,2.657461505616025,2.696041979529579
17572,2.6564213027063945,2.695259322622364
17672,2.6553883710163495,2.6944830039503045
17773,2.654352415494556,2.693705279667651
17873,2.653333877518565,2.692941465948417
17974,2.6523123145875642,2.692176187430773
18074,2.65130788663755,2.691424512761469
18174,2.650310377283602,2.6906787677644015
18275,2.64930984929162,2.6899315055577513
18375,2.6483260511515283,2.6891974177095768
18476,2.6473392437619627,2.688461756400162
18576,2.646368907168596,2.6877390272072463
18677,2.6453955747410487,2.6870147008356775
18777,2.644438462840662,2.6863029987605676
18877,2.643487846023014,2.6855966880440407
18978,2.6425342608273685,2.6848887270873325
19078,2.6415965371217243,2.6841930537671863
19179,2.640655868212479,2.6834956222258057
19279,2.639730831133535,2.6828102395376034
19379,2.6388120325038757,2.68212992127343
19480,2.6378903305451,2.681447823916915
19580,2.636983930981857,2.680777327680373
19681,2.6360746608313756,2.680105059199241
19781,2.6351804824347087,2.6794442839268746
19882,2.6342834700404367,2.678781552600273
19982,2.633401346016098,2.6781299183376475
20082,2.632525160468449,2.6774828940189517
20183,2.6316462030141237,2.6768340425751798
20283,2.6307818425820857,2.676195528585688
20384,2.62991475669009,2.6755548317544164
20484,2.6290620819089656,2.674924848348358
20584,2.6282151723191163,2.6742990440362004
20685,2.62736561457,2.673668031872699
20785,2.6265302022495507,2.673046632794557
20886,2.6256921987902047,2.6724230126005
20986,2.624868171775173,2.6714271535859844
21086,2.6240497708810824,2.668716706175917
21187,2.623228872845148,2.665623563689072
21287,2.6224217108418078,2.662435699218833
21388,2.6216121206096425,2.657812496738126
21488,2.6208161144124564,2.65061914658019
21589,2.6200177542176277,2.6428740326070543
21689,2.619232833058265,2.6350277808792524
21789,2.61845340446942,2.627899055419359
21890,2.617671743944061,2.6214722499763714
21990,2.6169033188937325,2.615249456874496
22091,2.6161327514909423,2.6090359500940195
