base_mae,corr_mae,delta_pct,feature,kappa,mode,scale,test_curve,test_group,test_label,train_curves,train_id,win
0.004701998914275349,0.011931529297715593,153.7544035046726,step_tau1024,0.3653683575823281,group,400,wsd_20000_24000.csv,wsd,WSD exp,cosine_72000,cosine,0
0.0038535563963712593,0.010857298741081243,181.74749826692894,step_tau1024,0.3653683575823281,group,400,wsdld_20000_24000.csv,wsd,WSD linear,cosine_72000,cosine,0
0.008173606778800102,0.021536329351120955,163.48624216887666,step_tau1024,0.3653683575823281,group,400,wsdcon_3.csv,probe,WSD-con 3e-5,cosine_72000,cosine,0
0.006687305974578527,0.023693510646747722,254.30576583182324,step_tau1024,0.3653683575823281,group,400,wsdcon_9.csv,probe,WSD-con 9e-5,cosine_72000,cosine,0
0.0025579541942073844,0.013068850581049401,410.9102661276918,step_tau1024,0.3653683575823281,group,400,wsdcon_18.csv,probe,WSD-con 18e-5,cosine_72000,cosine,0
0.00744534704076948,0.006946454746969569,-6.700725850226464,step_tau1024,0.03785487760770775,group,25,cosine_72000.csv,cosine,Cosine 72k,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.003408385839825258,0.0023624927546327143,-30.685876961810308,step_tau1024,0.03785487760770775,group,25,wsd_20000_24000.csv,wsd,WSD exp,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0031360955249893426,0.002066290859422579,-34.112630085475445,step_tau1024,0.03785487760770775,group,25,wsdld_20000_24000.csv,wsd,WSD linear,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.004487187642230267,0.0024432407294003072,-45.55073413007656,step_tau1024,0.03785487760770775,group,25,wsdcon_3.csv,probe,WSD-con 3e-5,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.002926482771138891,0.0033271538912499846,13.691217459488602,step_tau1024,0.03785487760770775,group,25,wsdcon_9.csv,probe,WSD-con 9e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.002504818961791151,0.001857604993987193,-25.838752328078307,step_tau1024,0.03785487760770775,group,25,wsdcon_18.csv,probe,WSD-con 18e-5,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.007265129575917493,0.006489168534682935,-10.68062218472633,step_tau1024,0.05890829152850725,group,100,cosine_72000.csv,cosine,Cosine 72k,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0037480705220761528,0.002113029651671494,-43.62353538371971,step_tau1024,0.05890829152850725,group,100,wsd_20000_24000.csv,wsd,WSD exp,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.003248313740665229,0.0016828997902915556,-48.19158724652899,step_tau1024,0.05890829152850725,group,100,wsdld_20000_24000.csv,wsd,WSD linear,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0056693997340904675,0.0034178861045514887,-39.7134394317,step_tau1024,0.05890829152850725,group,100,wsdcon_3.csv,probe,WSD-con 3e-5,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.004934623402238123,0.006548209072444281,32.69926676621986,step_tau1024,0.05890829152850725,group,100,wsdcon_9.csv,probe,WSD-con 9e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.0013816404339982303,0.002632069250228934,90.50320079386915,step_tau1024,0.05890829152850725,group,100,wsdcon_18.csv,probe,WSD-con 18e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.005612615040270773,0.00488939839922209,-12.885555767847434,step_tau1024,0.07717731435074902,group,400,cosine_72000.csv,cosine,Cosine 72k,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.004701998914275349,0.0026447045303442007,-43.753612483515624,step_tau1024,0.07717731435074902,group,400,wsd_20000_24000.csv,wsd,WSD exp,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0038535563963712593,0.0021020288850404547,-45.45223505695021,step_tau1024,0.07717731435074902,group,400,wsdld_20000_24000.csv,wsd,WSD linear,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.008173606778800102,0.004557934561996506,-44.235945215539004,step_tau1024,0.07717731435074902,group,400,wsdcon_3.csv,probe,WSD-con 3e-5,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.006687305974578527,0.007948694742644298,18.862435379222653,step_tau1024,0.07717731435074902,group,400,wsdcon_9.csv,probe,WSD-con 9e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.0025579541942073844,0.004071812921561722,59.18240173270291,step_tau1024,0.07717731435074902,group,400,wsdcon_18.csv,probe,WSD-con 18e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.00744534704076948,0.0071130385511001554,-4.463304233498578,step_tau1024,0.025214855712883084,group,25,cosine_72000.csv,cosine,Cosine 72k,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.003408385839825258,0.002485610267612272,-27.07368283927313,step_tau1024,0.025214855712883084,group,25,wsd_20000_24000.csv,wsd,WSD exp,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0031360955249893426,0.002343869063868004,-25.261553891093,step_tau1024,0.025214855712883084,group,25,wsdld_20000_24000.csv,wsd,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.004487187642230267,0.0027911241501318027,-37.79791770097384,step_tau1024,0.025214855712883084,group,25,wsdcon_3.csv,probe,WSD-con 3e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.002926482771138891,0.0025362533183126003,-13.334418253705493,step_tau1024,0.025214855712883084,group,25,wsdcon_9.csv,probe,WSD-con 9e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.002504818961791151,0.0016687973142041782,-33.37652981471957,step_tau1024,0.025214855712883084,group,25,wsdcon_18.csv,probe,WSD-con 18e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.007265129575917493,0.0068807013504461785,-5.291415954171274,step_tau1024,0.02918446774315001,group,100,cosine_72000.csv,cosine,Cosine 72k,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0037480705220761528,0.0026796929665785178,-28.504734614914163,step_tau1024,0.02918446774315001,group,100,wsd_20000_24000.csv,wsd,WSD exp,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.003248313740665229,0.0023367281640819786,-28.06334761236964,step_tau1024,0.02918446774315001,group,100,wsdld_20000_24000.csv,wsd,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0056693997340904675,0.004061040941645167,-28.369119622561357,step_tau1024,0.02918446774315001,group,100,wsdcon_3.csv,probe,WSD-con 3e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.004934623402238123,0.004924299709340308,-0.20920933688947096,step_tau1024,0.02918446774315001,group,100,wsdcon_9.csv,probe,WSD-con 9e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0013816404339982303,0.0017074765952375206,23.583282105922176,step_tau1024,0.02918446774315001,group,100,wsdcon_18.csv,probe,WSD-con 18e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,0
0.005612615040270773,0.005177758694257838,-7.747838447725719,step_tau1024,0.04562042503981218,group,400,cosine_72000.csv,cosine,Cosine 72k,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.004701998914275349,0.003035100793786527,-35.45084018263148,step_tau1024,0.04562042503981218,group,400,wsd_20000_24000.csv,wsd,WSD exp,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0038535563963712593,0.002433586510892701,-36.84829646753548,step_tau1024,0.04562042503981218,group,400,wsdld_20000_24000.csv,wsd,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.008173606778800102,0.005727398002100776,-29.928143632307613,step_tau1024,0.04562042503981218,group,400,wsdcon_3.csv,probe,WSD-con 3e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.006687305974578527,0.0063188853059632,-5.5092539509312255,step_tau1024,0.04562042503981218,group,400,wsdcon_9.csv,probe,WSD-con 9e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0025579541942073844,0.003086638232011666,20.668237101411478,step_tau1024,0.04562042503981218,group,400,wsdcon_18.csv,probe,WSD-con 18e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,0
0.00744534704076948,0.007049666333849962,-5.3144696244894485,step_tau1024,0.03002340368515867,group,25,cosine_72000.csv,cosine,Cosine 72k,wsdcon_3,probe3,1
0.003408385839825258,0.002380554934085167,-30.15594343018354,step_tau1024,0.03002340368515867,group,25,wsd_20000_24000.csv,wsd,WSD exp,wsdcon_3,probe3,1
0.0031360955249893426,0.002197241975593261,-29.937020154999004,step_tau1024,0.03002340368515867,group,25,wsdld_20000_24000.csv,wsd,WSD linear,wsdcon_3,probe3,1
0.004487187642230267,0.0025387202817564324,-43.42290797327539,step_tau1024,0.03002340368515867,group,25,wsdcon_3.csv,probe,WSD-con 3e-5,wsdcon_3,probe3,1
0.002926482771138891,0.002837129644153987,-3.0532599701631136,step_tau1024,0.03002340368515867,group,25,wsdcon_9.csv,probe,WSD-con 9e-5,wsdcon_3,probe3,1
0.002504818961791151,0.0017158455252913912,-31.49822196872779,step_tau1024,0.03002340368515867,group,25,wsdcon_18.csv,probe,WSD-con 18e-5,wsdcon_3,probe3,1
0.007265129575917493,0.006736639092344397,-7.274343534421468,step_tau1024,0.0401211785411729,group,100,cosine_72000.csv,cosine,Cosine 72k,wsdcon_3,probe3,1
