base_locality,base_mae,coef,corr_mae,delta_pct,group,lambda,locality,power,scale,test_curve,test_label,win
0.9998554913294798,0.004934623402238123,0.04304751774595571,0.00467316679859402,-5.298410483067828,core_wsd,20.0,0.9999277430542068,0.5,100,wsdcon_9.csv,WSD-con 9e-5,1
0.9998554913294798,0.0013816404339982303,0.04304751774595571,0.001264852928158223,-8.452814709688571,core_wsd,20.0,0.9999277430542068,0.5,100,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.0032781062167547585,0.05859414941329983,0.0032781062167547585,0.0,extra_control,7.221202285244404,0.0,0.5,100,cosine_24000.csv,Cosine 24k,0
0.0,0.001848699219840022,0.05859491356579989,0.001848699219840022,0.0,extra_control,7.220283130832764,0.0,0.5,100,constant_24000.csv,Constant 24k,0
0.0,0.004776169698442608,0.05859491356579989,0.004776169698442608,0.0,extra_control,7.220283130832764,0.0,0.5,100,constant_72000.csv,Constant 72k,0
0.8168498168498168,0.004701998914275349,0.08289225770142289,0.0019380267788197158,-58.782917347432104,core_wsd,7.2284552974545955,0.9037974423784441,0.5,400,wsd_20000_24000.csv,WSD sharp,1
0.8168498168498168,0.0038535563963712593,0.08289862148646569,0.0018305252024693104,-52.497770521976975,core_wsd,7.223478858982098,0.9037974423784441,0.5,400,wsdld_20000_24000.csv,WSD linear,1
0.9998554913294798,0.008173606778800102,0.06055693382186499,0.003208169064938143,-60.749652488064676,core_wsd,20.0,0.9999277430542068,0.5,400,wsdcon_3.csv,WSD-con 3e-5,1
0.9998554913294798,0.006687305974578527,0.06055693382186499,0.005764198348350205,-13.803879017013298,core_wsd,20.0,0.9999277430542068,0.5,400,wsdcon_9.csv,WSD-con 9e-5,1
0.9998554913294798,0.0025579541942073844,0.06055693382186499,0.0023935104640088567,-6.428720677286515,core_wsd,20.0,0.9999277430542068,0.5,400,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.007134640765897494,0.08290153067889618,0.007134640765897494,0.0,extra_control,7.221202285244404,0.0,0.5,400,cosine_24000.csv,Cosine 24k,0
0.0,0.001679822173746335,0.08290270488454092,0.001679822173746335,0.0,extra_control,7.220283130832764,0.0,0.5,400,constant_24000.csv,Constant 24k,0
0.0,0.004118245803084534,0.08290270488454092,0.004118245803084534,0.0,extra_control,7.220283130832764,0.0,0.5,400,constant_72000.csv,Constant 72k,0
0.8168498168498168,0.003408385839825258,0.04192488930132332,0.002067281973314558,-39.347184548198214,core_wsd,7.2284552974545955,0.8168498168498168,1.0,25,wsd_20000_24000.csv,WSD sharp,1
0.8168498168498168,0.0031360955249893426,0.041928432867079216,0.0021690927714827562,-30.834607740778964,core_wsd,7.223478858982098,0.8168498168498168,1.0,25,wsdld_20000_24000.csv,WSD linear,1
0.9998554913294798,0.004487187642230267,0.030435154786451212,0.0019254076198503237,-57.09099388379181,core_wsd,20.0,0.9998554913294798,1.0,25,wsdcon_3.csv,WSD-con 3e-5,1
0.9998554913294798,0.002926482771138891,0.030435154786451212,0.0023404434598621854,-20.025380537218684,core_wsd,20.0,0.9998554913294798,1.0,25,wsdcon_9.csv,WSD-con 9e-5,1
0.9998554913294798,0.002504818961791151,0.030435154786451212,0.002193305589472281,-12.43656236521431,core_wsd,20.0,0.9998554913294798,1.0,25,wsdcon_18.csv,WSD-con 18e-5,1
0.0,0.004428106847791531,0.041930053082818906,0.004428106847791531,0.0,extra_control,7.221202285244404,0.0,1.0,25,cosine_24000.csv,Cosine 24k,0
0.0,0.003761619732988638,0.04193070708296342,0.003761619732988638,0.0,extra_control,7.220283130832764,0.0,1.0,25,constant_24000.csv,Constant 24k,0
0.0,0.0015795124507172926,0.04193070708296342,0.0015795124507172926,0.0,extra_control,7.220283130832764,0.0,1.0,25,constant_72000.csv,Constant 72k,0
