delta_pct,kappa,method,scale,target_factor,target_retention,test_curve,test_label,train_curve,train_label,win
-5.211384512918881,0.01815960589314969,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
-11.480794904626713,0.01815960589314969,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
-4.210038498733237,0.032059781729567555,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.01949860601860202,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
-18.672013660438147,0.032059781729567555,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.24470286758072735,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
-37.439775458397094,0.032059781729567555,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
-8.169923995285789,0.032059781729567555,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
-6.971412768859153,0.032059781729567555,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
-1.950514631796274,0.012782087961293407,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
-11.68451677105271,0.012782087961293407,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
-35.544717975012944,0.012782087961293407,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.24303548473632608,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
-22.112358113793096,0.012782087961293407,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.520084044338764,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
-10.441057804792154,0.012782087961293407,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.7093385120550632,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
-3.2719775050209954,0.020929858904824464,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
-17.296931462855667,0.020929858904824464,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
-21.826422136014667,0.020929858904824464,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
-4.185289519606861,0.020929858904824464,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
-11.326536632901785,0.020929858904824464,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
-4.7271481578469725,0.03628052616288001,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.01949860601860202,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
-24.044377656852422,0.03628052616288001,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.1934498952473633,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
-38.028075985815015,0.03628052616288001,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
-7.4281404734075736,0.03628052616288001,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
-6.361337455718486,0.03628052616288001,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
-1.0263101049168721,0.006725602475758705,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
-6.148089041587501,0.006725602475758705,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
