dct_modes,fit_start,mean_delta,median_delta,nonharm,nuisance_lambda,ridge_tau,rows,wins,worst_delta
8,3000,-28.170316086486732,-33.665728832684415,15,0.01,0.05,15,15,-2.1474670784254024
8,5000,-32.18287042813767,-35.69442195798419,15,0.01,0.05,15,15,-4.093938100319328
8,6500,-33.678133195097104,-40.33898265378695,15,0.01,0.05,15,15,-4.95266049700388
8,8000,-34.14905194514662,-40.88131957738541,15,0.01,0.05,15,15,-5.298410483067828
8,10000,-34.07786878888858,-39.707810260981404,15,0.01,0.05,15,15,-6.057175440725782
8,12000,-33.37468791416511,-38.069643236688535,15,0.01,0.05,15,15,-5.746777838705719
