base_mae,config_id,corr_mae,delta_pct,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,ridge_tau,scale,shrink,source_corr,source_dot,source_full_l2,source_l2,source_retention,target_factor,target_retention,test_curve,test_label,train_curve,train_label,win
0.004701998914275349,23147,0.0036391120695252427,-22.6049997911136,0.06431862240098254,8,0.04,0.6089493283229136,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.23579176424721882,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,23147,0.0030227366427263546,-21.559818209154912,0.06431862240098254,8,0.04,0.6089493283229136,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.3066414929462663,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,23147,0.0032828098228243293,-59.836460063885646,0.06431862240098254,8,0.04,0.6089493283229136,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,23147,0.005823852877405162,-12.911822794646177,0.06431862240098254,8,0.04,0.6089493283229136,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,23147,0.0024053069735771497,-5.9675509817928685,0.06431862240098254,8,0.04,0.6089493283229136,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.003408385839825258,23161,0.0029825876412739507,-12.492664227625628,0.025474410403339393,8,0.04,0.16582108001051332,20.0,0.5,0.2,0.03,25,0.8333333333333334,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.2354034489732423,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,23161,0.0028062086852511424,-10.519030339145086,0.025474410403339393,8,0.04,0.16582108001051332,20.0,0.5,0.2,0.03,25,0.8333333333333334,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.3042687672686734,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,23161,0.001992070646073177,-55.60536342796982,0.025474410403339393,8,0.04,0.16582108001051332,20.0,0.5,0.2,0.03,25,0.8333333333333334,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.44266050369750576,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,23161,0.002280162214062039,-22.085233627578305,0.025474410403339393,8,0.04,0.16582108001051332,20.0,0.5,0.2,0.03,25,0.8333333333333334,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.7364994292451671,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,23161,0.002214313754249303,-11.597852458531088,0.025474410403339393,8,0.04,0.16582108001051332,20.0,0.5,0.2,0.03,25,0.8333333333333334,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.8578372424999297,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.0037480705220761528,23161,0.003048432475352596,-18.666619067135613,0.042103764622741555,8,0.04,0.2740668620670503,20.0,0.5,0.2,0.03,100,0.8333333333333334,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.2374780881578766,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,23161,0.0027062696808746894,-16.686936763673977,0.042103764622741555,8,0.04,0.2740668620670503,20.0,0.5,0.2,0.03,100,0.8333333333333334,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.30667928508922876,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,23161,0.0032176107649243228,-43.24600635272512,0.042103764622741555,8,0.04,0.2740668620670503,20.0,0.5,0.2,0.03,100,0.8333333333333334,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,23161,0.004643811664214306,-5.893291429127457,0.042103764622741555,8,0.04,0.2740668620670503,20.0,0.5,0.2,0.03,100,0.8333333333333334,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,23161,0.0012589168546466116,-8.88245424292322,0.042103764622741555,8,0.04,0.2740668620670503,20.0,0.5,0.2,0.03,100,0.8333333333333334,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.004701998914275349,23161,0.003608268450611845,-23.26096801815328,0.066215684717096,8,0.04,0.429881240551319,20.0,0.5,0.2,0.03,400,0.8333333333333334,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.23579176424721882,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,23161,0.0029982318136848305,-22.195719867804552,0.066215684717096,8,0.04,0.429881240551319,20.0,0.5,0.2,0.03,400,0.8333333333333334,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.3066414929462663,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,23161,0.003388270767214144,-58.54619803827232,0.066215684717096,8,0.04,0.429881240551319,20.0,0.5,0.2,0.03,400,0.8333333333333334,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,23161,0.005860890240327612,-12.357976999893461,0.066215684717096,8,0.04,0.429881240551319,20.0,0.5,0.2,0.03,400,0.8333333333333334,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,23161,0.0024152938757243904,-5.577125611008027,0.066215684717096,8,0.04,0.429881240551319,20.0,0.5,0.2,0.03,400,0.8333333333333334,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.003408385839825258,23176,0.0030001413793149965,-11.977648062614632,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.2354034489732423,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,23176,0.00281980843082934,-10.085378192077787,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.3042687672686734,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,23176,0.002080856548414082,-53.62670977182863,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.44266050369750576,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,23176,0.0022776918404889238,-22.169648051523605,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.7364994292451671,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,23176,0.0022262899728667084,-11.119725344352682,0.024424215431891036,8,0.04,0.08532750700170771,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.2244892963788807,0.0002812467895111074,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.8578372424999297,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.0037480705220761528,23176,0.003077275394457295,-17.89707860798967,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.2374780881578766,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,23176,0.0027286157111412377,-15.99900967132446,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.30667928508922876,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,23176,0.003025275679781737,-46.638518684957795,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,23176,0.004589643248600832,-6.991012799088658,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,23176,0.0012481279173331718,-9.663333048143086,0.04036801642736617,8,0.04,0.1410281617420392,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279319949851601,0.0004648409301329745,0.02342440756601477,0.0007960858625047907,0.03398531468773577,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.004701998914275349,23176,0.003652763888479123,-22.31465904023777,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.23579176424721882,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,23176,0.00303358282424966,-21.27835920329948,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.3066414929462663,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,23176,0.0032474857577103693,-60.268632372511746,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.4740862633020452,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,23176,0.005808062747602599,-13.14794373576339,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.7666790347659259,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,23176,0.0024008866304129095,-6.14035873473272,0.06347895597414333,8,0.04,0.22147475044700646,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3787982946841139,0.0007309395435836886,0.023425091978756998,0.0008003290086496097,0.0341654585337546,1.0,0.8763904665067679,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.003408385839825258,23273,0.002994459919310214,-12.144338697765079,0.02476412256241568,12,0.04,0.23511554506131754,20.0,0.5,0.75,0.02,25,0.5714285714285714,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.23527194779720662,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,23273,0.0028154067238882253,-10.225734469686065,0.02476412256241568,12,0.04,0.23511554506131754,20.0,0.5,0.75,0.02,25,0.5714285714285714,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.30424340695947194,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,23273,0.0020521200165164897,-54.26712274736689,0.02476412256241568,12,0.04,0.23511554506131754,20.0,0.5,0.75,0.02,25,0.5714285714285714,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.4423789721448926,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,23273,0.0022779735887507257,-22.160020512807833,0.02476412256241568,12,0.04,0.23511554506131754,20.0,0.5,0.75,0.02,25,0.5714285714285714,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.7360245011432663,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,23273,0.0022224137382479427,-11.274476433269465,0.02476412256241568,12,0.04,0.23511554506131754,20.0,0.5,0.75,0.02,25,0.5714285714285714,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.8573935099645585,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.0037480705220761528,23273,0.0030678089360215415,-18.149647453212726,0.040937701766315025,12,0.04,0.3886707489871959,20.0,0.5,0.75,0.02,100,0.5714285714285714,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.2373425439142249,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,23273,0.0027212815794621804,-16.22479240860264,0.040937701766315025,12,0.04,0.3886707489871959,20.0,0.5,0.75,0.02,100,0.5714285714285714,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.30665473817823974,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,23273,0.003088401470989892,-45.52507115666701,0.040937701766315025,12,0.04,0.3886707489871959,20.0,0.5,0.75,0.02,100,0.5714285714285714,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.4737842955395346,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,23273,0.004607421721475701,-6.630732562367747,0.040937701766315025,12,0.04,0.3886707489871959,20.0,0.5,0.75,0.02,100,0.5714285714285714,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.7659653303784687,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,23273,0.0012516689260040775,-9.407042874247507,0.040937701766315025,12,0.04,0.3886707489871959,20.0,0.5,0.75,0.02,100,0.5714285714285714,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.8757025148197191,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.004701998914275349,23273,0.0036389221918898085,-22.609038023339846,0.06433030098214558,12,0.04,0.6091522325119132,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.23566101403258494,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,23273,0.003022585787568666,-21.563732908777077,0.06433030098214558,12,0.04,0.6091522325119132,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.3066136684063143,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,23273,0.0032833838901797593,-59.82943663627326,0.06433030098214558,12,0.04,0.6091522325119132,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.4737842955395346,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,23273,0.0058240803098067746,-12.908421837631835,0.06433030098214558,12,0.04,0.6091522325119132,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.7659653303784687,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,23273,0.002405368454344685,-5.965147468560527,0.06433030098214558,12,0.04,0.6091522325119132,20.0,0.5,0.75,0.02,400,0.5714285714285714,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.8757025148197191,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.003408385839825258,23302,0.0030002662362006243,-11.973984836339923,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.23527194779720662,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,23302,0.0028199051636092205,-10.082293694838796,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.30424340695947194,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,23302,0.0020814880681067527,-53.61263592996992,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.4423789721448926,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,23302,0.002277685648733549,-22.169859628213406,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.7360245011432663,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,23302,0.002226375157763197,-11.11632450390122,0.024416745565750755,12,0.04,0.085307892321757,20.0,0.25,0.5,0.05,25,0.6666666666666666,0.22447771661063418,0.0002811615000461688,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.8573935099645585,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.0037480705220761528,23302,0.0030773512578265967,-17.89505454337149,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.2373425439142249,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,23302,0.0027286744862305558,-15.997200268230715,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.30665473817823974,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,23302,0.003024769795216392,-46.64744175598952,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.4737842955395346,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,23302,0.004589500773475369,-6.993900053370283,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.7659653303784687,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,23302,0.001248099539999653,-9.665386935161768,0.040363451018924135,12,0.04,0.14102292723592214,20.0,0.25,0.5,0.05,100,0.6666666666666666,0.4279548628763234,0.0004647895603023959,0.02342440756601477,0.0007958439412112992,0.03397498694336017,1.0,0.8757025148197191,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.004701998914275349,23302,0.0036526310230724176,-22.31748476200265,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.23566101403258494,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,23302,0.003033477264519925,-21.28109848408005,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.3066136684063143,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,23302,0.003247708788370646,-60.26590370368399,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.4737842955395346,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,23302,0.005808215280283038,-13.145662807075231,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.7659653303784687,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,23302,0.002400929651104453,-6.138676894938988,0.063487127970979,12,0.04,0.2215200516853008,20.0,0.25,0.5,0.05,400,0.6666666666666666,0.3789705582174774,0.0007310353099664056,0.023425091978756998,0.000800086400327046,0.0341551017623582,1.0,0.8757025148197191,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.003408385839825258,23399,0.0029944680518219262,-12.144100094740228,0.024763636015169534,16,0.04,0.23511305700170568,20.0,0.5,0.75,0.02,25,0.5714285714285714,0.2244820748155623,0.0002811551323382933,0.02342440756601477,0.0007958295125066305,0.033974370974540986,1.0,0.23525445787744512,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
