mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-17.244744674017962,-17.958596477295032,3,3,wsd_20000_24000.csv,WSD sharp,3,-12.201562693343448
-15.629450451604065,-16.054003282713857,3,3,wsdld_20000_24000.csv,WSD linear,3,-10.273918022421691
-53.860173200635394,-54.48697306617761,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-46.36731770027956
-14.230825008600512,-13.632499790614471,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-6.90325980446983
-9.136695683995095,-9.600908779589934,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-6.481576625343521
