step,dS,probe_loss,nclip,lp1,lp2,lp3,lp4,lp5,lp6,lp7,lp8,lp9,lp10,lp11,lp12,lp13,lp14,lp15,lp16,res_p,lr1,lr2,lr3,lr4,lr5,lr6,lr7,lr8,lr9,lr10,lr11,lr12,lr13,lr14,lr15,lr16,res_r
3000,0,1.151410698890686,0,9619.263995449786,9140.659421912043,6179.146561825017,5781.614540090573,5684.64681637321,5432.010081754657,5270.034783809774,4881.948952193884,4580.755345466117,4253.834700527615,4156.4744777466385,3738.398849237501,3666.298206815414,3512.719981072337,3490.8212254930913,3284.1093792251563,1.9829074916275404e-20,14.055894901170557,11.285543014203446,9.175019636993678,7.433287743461308,5.963534107592067,4.729303128066276,4.0182943686450985,3.7049448052405616,3.634424799928709,3.190485171265868,2.8922162344101006,2.6718700818453383,2.2379308453066513,2.0858138365586356,1.590314920225007,1.3658067270521665,0.27277593737406836
3010,10,1.138827234506607,0,6782.331358261717,5078.437005343233,5025.548888833786,4540.726827944676,4028.161734095991,3788.4458629132414,3638.2058381045704,3516.251177231317,3394.529747649605,3370.166403381084,3209.410826008161,3052.015377433943,2979.8368558296947,2887.4584881264254,2807.322620493451,2770.6236391575826,3.7125805495216537e-22,10.376672587061169,8.257527173828684,6.6482390329749865,5.324785460679089,4.231335618101179,3.922939471252167,3.7324956027891316,3.537381121716964,3.2826357861606676,3.06150799527154,2.594848593057055,2.4217280573580067,2.093727849843745,1.9270994480111356,1.4934973087146906,1.3197592061305636,0.286845782886577
3025,25,1.1253719627857208,0,7769.444531976995,6037.124491815105,4453.997407849085,3895.645511631399,3658.400507411454,3405.473660856532,3361.7772149217412,3338.4027865807266,3298.892146860534,3245.6116815360783,3146.2080734664537,2918.923123532984,2874.997997770226,2850.8526082560556,2755.414090528051,2732.1015010997544,5.448366468824659e-16,11.662298763280246,9.347242834561293,7.5806683652962406,6.131632090515166,4.9475293725074225,4.051354997906132,3.9956454059807123,3.526718037678142,3.2863389437900303,3.1467229732564777,2.615577621245905,2.4723394599989397,2.087108421080114,1.9193349238836754,1.514550721461106,1.2936307633119135,0.27466463498003857
3050,50,1.1156716346740723,0,8462.429842861926,7004.7499915156795,4488.701454326981,4085.198837165392,3799.2670772776823,3645.79386614384,3525.697424581729,3455.1393873623138,3314.5429974980334,3242.988691532201,3178.263135093096,3166.077274594661,3077.1739867973665,2906.031755580247,2896.378445784975,2722.796787817228,2.5724106334821035e-17,8.544941260529825,6.797073976632923,5.467838353118701,4.395542956611246,3.79947513263172,3.6324442683949245,3.567592822938338,3.144255568562828,3.1202481605631323,2.5354402279921033,2.4369673309617648,2.086757718199769,1.937529866328673,1.676221193220074,1.4081344530221667,1.178380247335158,0.27982030571456856
3100,100,1.1076018512248993,0,382149.8095801048,343639.23934496485,313073.13720789633,286795.27506532846,263453.0419928214,242344.78277794496,222940.0289427605,204902.95826762178,188104.7762058796,172406.21456554774,157633.18039089418,143670.91044788292,130499.13623196975,118067.20938448873,106289.23256701043,95100.94365095769,0.1249633218204125,7.617167010806563,6.011428913930743,4.79554511233084,3.907970713896817,3.805364451278414,3.679281479459252,3.2037764036214598,3.1338005766273778,2.8896703325763498,2.477344461918116,2.3446983997784305,2.093562707818402,1.9580974472202717,1.6673630352096696,1.4036320906777295,1.1947071499921587,0.25457555234118184
3200,200,1.0967782735824585,0,8657.590129402688,4405.37076259893,3948.0098317556694,3745.5942653628003,3647.30087661221,3447.707325022624,3219.202453391942,3213.8529318868636,3059.2880194682234,2950.801772512621,2903.614789324415,2804.018435158404,2629.8722324716005,2493.6181028063343,2468.982137150219,2415.0614716884247,4.39075254912403e-18,15.819528760283369,12.780471532576952,10.45623766634367,8.53326401037539,6.89004256859537,5.465687494870305,4.2399794158863235,3.8385102122801347,3.424816586369115,3.3396967806821425,3.1215107810536957,2.5630037523188927,2.3054593039329245,2.006567046022066,1.635848243475788,1.3180315793100008,0.2644273115801379
3400,400,1.087024211883545,0,4795.878958065132,4279.228504502273,4129.997189375821,3654.9865089878363,3525.614858984454,3244.8556301764174,3218.9274514191843,3123.4887338585513,3070.927140757409,3003.8903670001187,2917.776455296715,2833.4683529691715,2681.55497190853,2641.201925288657,2632.9854629427655,2469.922968462061,9.053506912976696e-16,12.35193616802345,9.918819399996243,8.061060723183145,6.531271940684408,5.245594229395567,4.228169153597049,3.74636452254732,3.6024378712562672,3.465011666405305,3.1624326306935973,2.7091895206416647,2.3213036698331972,2.0637646610055547,1.8738098766966955,1.4816951915450463,1.24900596734503,0.2731279670947706
3800,800,1.0744632482528687,0,5007.304450211099,4785.533263159256,4753.799947792444,4344.617877847462,4207.657085441752,3835.707697708832,3697.6191938657157,3530.474030973878,3493.0927288855537,3309.480461130946,3126.8569173975793,3032.4528152732296,2965.765758027916,2805.801897931072,2656.6781324475237,2628.7303494938033,1.1393651036078859e-20,14.632621599345734,11.82128916989769,9.674143591103654,7.895456473653401,6.3772903980735505,5.061874298690808,3.933459062378558,3.797029008331408,3.4916265060871643,3.1878473059759176,2.949137032399877,2.4355958953020878,2.1388987332178053,1.9623012966403612,1.5348092519640801,1.2848675315534057,0.26399490519029434
4600,1600,1.054017335176468,0,12442.68239939085,10588.794314530414,6426.844613055903,6104.80342679073,5388.921524676718,5172.498244059848,5016.231860017782,4925.891600584625,4379.047810568319,4114.552939333086,4017.169634979556,3981.283912097076,3852.6839113299875,3840.817760498186,3757.291912642843,3624.1205087098547,6.3271512198918995e-24,19.081176987424662,15.510318203566168,12.777207056943801,10.509325137727387,8.565690975975638,6.872364207608507,5.390485075062132,4.126927262204374,3.6679735132180857,3.3652462749750898,3.318142678951524,2.8427892814205955,2.328284004824234,1.958783019576025,1.6968216002124412,1.2953000854223233,0.25444279257570596
5400,2400,1.0456181466579437,0,7496.339342111629,7187.583159651393,5830.518399513109,5814.246963397341,5222.818934365276,4551.641206082734,4543.759389760253,4103.004718644729,3879.3768080717955,3785.8968117671097,3768.8054281058753,3672.095917358399,3583.7164515150366,3467.361990123184,3421.6599006738656,3369.2238419730247,5.933552086546768e-23,17.811457620066747,14.446568801392772,11.86931614811711,9.73554122369571,7.907886547144533,6.326317839442264,4.957174546626338,3.8127145097512907,3.5182967280359816,3.247192714156833,3.207694068925494,2.65070438934843,2.209785250599669,1.9035349047786942,1.630648961978659,1.2263622321662806,0.2580021715610612
