step,dS,probe_loss,nclip,lp1,lp2,lp3,lp4,lp5,lp6,lp7,lp8,lp9,lp10,lp11,lp12,lp13,lp14,lp15,lp16,res_p,lr1,lr2,lr3,lr4,lr5,lr6,lr7,lr8,lr9,lr10,lr11,lr12,lr13,lr14,lr15,lr16,res_r
3000,0,1.151410698890686,0,9619.263995449786,9140.659421912043,6179.146561825017,5781.614540090573,5684.64681637321,5432.010081754657,5270.034783809774,4881.948952193884,4580.755345466117,4253.834700527615,4156.4744777466385,3738.398849237501,3666.298206815414,3512.719981072337,3490.8212254930913,3284.1093792251563,1.9829074916275404e-20,14.055894901170557,11.285543014203446,9.175019636993678,7.433287743461308,5.963534107592067,4.729303128066276,4.0182943686450985,3.7049448052405616,3.634424799928709,3.190485171265868,2.8922162344101006,2.6718700818453383,2.2379308453066513,2.0858138365586356,1.590314920225007,1.3658067270521665,0.27277593737406836
3010,10,1.1443471312522888,0,9163.00953158453,5737.323466686166,4793.773024440254,4542.985657564259,4277.087951437973,4168.6456398066,4013.561875724874,3736.3726685453566,3529.7476138193415,3492.253704970156,3424.2207300553255,3362.8407295902753,3315.2576475611213,3266.595573476478,3142.096050024508,3026.4071485282216,3.245193854960233e-19,12.421520589414108,9.96220270843074,8.086203307935465,6.551427447828665,5.2814001647110365,4.22461472953031,3.995162550549559,3.632116495900386,3.3229531201725684,3.2172471847265625,2.699719930371776,2.551124051043413,2.1666508726391096,1.9789016094065464,1.5345066870027873,1.3205023254336576,0.2726375216750967
3025,25,1.1350980997085571,0,7073.363821901782,5398.692000914673,4726.7083636119405,4541.012412990947,4110.550645751202,3970.3342850828694,3719.7307186141925,3620.3677814722587,3480.2608948164966,3428.9189753189366,3311.8726532772644,3159.2386985147336,3074.95977118624,2985.7128437634187,2904.5331742738017,2856.553895992068,1.0122131836879942e-20,9.365973456178427,7.443723182678496,5.983333341194928,4.787308802918874,3.943864415433722,3.8264535507320416,3.6815969334538825,3.365336728656164,3.2251678784028623,2.8266799436838994,2.5489905349967077,2.255351966906586,2.047111748838088,1.8134056730181705,1.4484928773738321,1.2730599260087447,0.2880811325304679
3050,50,1.125668466091156,0,8333.69270348567,6387.439467874919,4715.488832917126,4362.3873716674125,3950.923926685024,3635.1738503907172,3528.443191439545,3413.2294364329887,3337.4233410634897,3253.0845143092447,3136.7162651248614,3088.150431799337,3038.1661347438226,2970.09764376594,2923.092561826507,2850.1900492910577,2.3358584221347776e-20,9.592382242555402,7.625027847882307,6.131346562776032,4.908691951696253,3.9321548272424387,3.901657956871193,3.649778184917813,3.364856236433076,3.1906903613952675,2.8316433754312564,2.5390330132251817,2.249434972435862,2.062690661603889,1.7898328877444938,1.4514757386337218,1.2616553824012242,0.2868714924017646
3100,100,1.116384744644165,0,71299.52295645961,63858.01337472822,57964.84445794348,52905.08362504939,48412.77619096187,44353.78424679692,40627.82298807717,37173.75885935057,33960.013514014485,30957.15838857815,28140.049243328267,27147.890054438296,25483.679794666827,22980.774398324385,20626.347400059134,20269.759912501122,0.12921941369869008,9.91461569843728,7.893721043205259,6.359287274053587,5.106070450845,4.13165689806638,3.8480554844119284,3.599015362674842,3.487237004137804,3.1680756741970955,2.8434285447885044,2.5014576346248947,2.2518995072615655,2.042211399477986,1.798757882928945,1.435809118658447,1.2488428869696948,0.28239968262267695
3200,200,1.1044889986515045,0,4694.859344280513,3988.007198754132,3768.0327926712785,3671.081763497738,3517.759973148005,3281.5274241896855,3128.2169607891406,3110.581306633438,2993.717112763939,2969.2690096163587,2868.162131374172,2742.786891651677,2671.784582670317,2602.963838434058,2434.2405333916095,2388.650581305421,5.616286282716808e-17,12.296485975944073,9.873436893223165,8.024743622376782,6.511467956219872,5.258051629040912,4.212294878867674,3.836539957252169,3.4949818534932704,3.3090357204576217,3.10286871829648,2.608158100956985,2.4702338827601626,2.074321052134587,1.9281253474930196,1.480744442456796,1.2735540761505861,0.27076170602350363
3400,400,1.094155490398407,0,4950.786939477088,4131.045163932626,4037.4472348641325,3818.8867829130836,3644.1708073406953,3486.7881908565237,3260.121372443239,3236.641100396449,3172.3355290158943,3134.1043466828933,3085.156198331528,3015.8446167347356,2845.1392742857306,2773.7495970163927,2726.9124156415073,2546.901852979324,5.026945923608012e-16,9.368152235321194,7.4541513782660465,5.999512423533464,4.810465956223007,3.865747791091042,3.7619989926692408,3.578474830263961,3.3202735619012103,3.1425042332214685,2.7835330108712224,2.4082130078346413,2.20234272664977,2.0203364578025775,1.748466812305993,1.4126115315359662,1.2290340361407017,0.2850155316273185
3800,800,1.0815409421920776,0,5062.799320227939,4373.404204322112,4349.84306871907,3938.1639470543237,3749.094650251817,3470.3108260947633,3333.1117354084863,3282.060463338624,3090.756466920142,2936.2214143594024,2860.019076868512,2787.883283691328,2640.7815975213093,2573.398948070897,2532.377705831861,2461.303801766286,1.0001382837295212e-19,10.915394993836244,8.743595848837964,7.088874343727969,5.730615813218523,4.625369647803205,3.8400354745618035,3.7955225021833248,3.5102245521256314,3.1277389397853343,3.064779092190438,2.457436428346023,2.318246261201537,2.0213831886679756,1.8338984376921423,1.4315662177747484,1.2464733682607045,0.2750950601737255
4600,1600,1.067820280790329,0,5470.762900088612,5363.207683469758,4918.065572602093,4601.939511028795,4088.7759054531534,3907.2665276760467,3737.749502882203,3676.0168443902867,3647.6763016365408,3600.276891165502,3574.416127232959,3277.4525216563366,3122.2111112946154,3011.736465735474,2984.3766777242404,2907.5512965343696,2.1261890787629556e-19,14.910708760533803,12.023289093605419,9.819152079261901,7.995373788301976,6.450408879169486,5.157803325469855,4.10567751383057,3.7262518921522223,3.496003479988379,3.304768378528956,3.061198465261277,2.484644277184826,2.1581687246070995,1.964024831301208,1.5792688554404797,1.2892005069703516,0.26682951812119926
5400,2400,1.0577521324157715,0,5737.312011491085,5670.246525282604,5416.758517657396,4916.280952912539,4326.485011758034,3919.108465482167,3843.3401385926345,3815.438378065798,3762.5799247724217,3608.118868185142,3461.1320346512757,3311.6198494941555,3285.6486920778993,3193.294059138542,3142.920806270969,3087.683959737568,5.040145114381397e-22,14.790706126487418,11.954031032259024,9.787083317882256,7.991666927306296,6.458823612463449,5.1295770936526965,3.9868236732482116,3.788298452295991,3.4471711260759825,3.160413857862055,3.0103640294811305,2.480772765611967,2.1703758812894227,1.9656992549537808,1.5426915368043483,1.2889845830943636,0.26343921885235716
