base_mae,candidate,corr_mae,delta_pct,kappa,rho,scale,shrink,test_curve,test_label,train_id,train_label,train_size,win
0.008173606778800102,train_size_rho0p75,0.00507688409789227,-37.88685661928106,0.03719273913044338,0.75,400,0.5714285714285714,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.006687305974578527,train_size_rho0p75,0.006208933319708193,-7.153443504586832,0.03719273913044338,0.75,400,0.5714285714285714,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.0038535563963712593,train_size_rho0p75,0.0030188178314190742,-21.66151157767472,0.03719273913044338,0.75,400,0.5714285714285714,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.004701998914275349,train_size_rho1p0,0.0036861134891002724,-21.605394720335447,0.03254364673913796,1.0,400,0.5,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.0025579541942073844,train_size_rho1p0,0.0023814176531554944,-6.90147389862047,0.03254364673913796,1.0,400,0.5,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.008173606778800102,train_size_rho1p0,0.005100623700759759,-37.59641442515617,0.03254364673913796,1.0,400,0.5,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.006687305974578527,train_size_rho1p0,0.006141320360115118,-8.16450774854549,0.03254364673913796,1.0,400,0.5,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.0038535563963712593,train_size_rho1p0,0.0031231601520381003,-18.95382263046531,0.03254364673913796,1.0,400,0.5,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.004701998914275349,train_selected_rho,0.003353203241433326,-28.68558026985196,0.04339152898551728,0.5,400,0.6666666666666666,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1,1
0.0025579541942073844,train_selected_rho,0.0024667993743625787,-3.5635829621668114,0.04339152898551728,0.5,400,0.6666666666666666,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1,1
0.008173606778800102,train_selected_rho,0.005379034607788617,-34.19019591522034,0.04339152898551728,0.5,400,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1,1
0.006687305974578527,train_selected_rho,0.006407768601619105,-4.180119378746394,0.04339152898551728,0.5,400,0.6666666666666666,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1,1
0.0038535563963712593,train_selected_rho,0.002879694737260368,-25.271763507287393,0.04339152898551728,0.5,400,0.6666666666666666,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1,1
0.00744534704076948,none,0.007259418934678206,-2.4972389476697776,0.016364874874118,0.0,25,1.0,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1,1
0.002504818961791151,none,0.002169983282161355,-13.367659888296313,0.016364874874118,0.0,25,1.0,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.004487187642230267,none,0.0027666029722471096,-38.34438867209875,0.016364874874118,0.0,25,1.0,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.002926482771138891,none,0.0021961967294928486,-24.954394020294846,0.016364874874118,0.0,25,1.0,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.0031360955249893426,none,0.002769185411470679,-11.699583465969532,0.016364874874118,0.0,25,1.0,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1,1
0.00744534704076948,constant_0p85,0.007287308150591888,-2.122653105519434,0.0139101436430003,0.0,25,0.85,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1,1
0.002504818961791151,constant_0p85,0.0022202086341058334,-11.362510905051504,0.0139101436430003,0.0,25,0.85,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.004487187642230267,constant_0p85,0.0028335657220526504,-36.85207867428778,0.0139101436430003,0.0,25,0.85,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.002926482771138891,constant_0p85,0.0022453136254949437,-23.27603471175942,0.0139101436430003,0.0,25,0.85,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.0031360955249893426,constant_0p85,0.0028242219284984756,-9.944645946074193,0.0139101436430003,0.0,25,0.85,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1,1
0.00744534704076948,train_size_rho0p25,0.0072966045558964625,-1.9977911581357977,0.013091899899294402,0.25,25,0.8,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1,1
0.002504818961791151,train_size_rho0p25,0.0022369504180873123,-10.69412791063713,0.013091899899294402,0.25,25,0.8,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.004487187642230267,train_size_rho0p25,0.0028727450081932606,-35.978941884288574,0.013091899899294402,0.25,25,0.8,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.002926482771138891,train_size_rho0p25,0.0022686799274438934,-22.47759153692206,0.013091899899294402,0.25,25,0.8,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.0031360955249893426,train_size_rho0p25,0.002842567434174399,-9.359666772776032,0.013091899899294402,0.25,25,0.8,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1,1
0.00744534704076948,train_size_rho0p35,0.007307622517738899,-1.8498066279036385,0.012122129536383704,0.35,25,0.7407407407407407,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1,1
0.002504818961791151,train_size_rho0p35,0.002256792532435761,-9.901970287626327,0.012122129536383704,0.35,25,0.7407407407407407,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.004487187642230267,train_size_rho0p35,0.002934243975760903,-34.60839595505537,0.012122129536383704,0.35,25,0.7407407407407407,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1,1
0.002926482771138891,train_size_rho0p35,0.00230794032691246,-21.136035732946223,0.012122129536383704,0.35,25,0.7407407407407407,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1,1
