candidate,heldout_tests,max_kappa,mean_heldout,mean_kappa,mean_shrink,median_heldout,median_rho,train_id,train_label,train_size,wins,worst_heldout
none,3,0.026615134707549986,-2.622258899077908,0.018225771483406237,1.0,-2.583230591268171,0.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-1.7606742418748267
none,9,0.03152834011582178,-14.531654040561307,0.020584080657749665,1.0,-9.843192940983114,0.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.8388263156794205
none,6,0.03297154424692537,-17.621698246658003,0.02192039563659535,1.0,-13.141743344752776,0.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-2.0933375044599134
none,15,0.02528343848519805,-14.782913195304513,0.01932223272400048,1.0,-12.702860611521372,0.0,wsdcon_18.csv,WSD-con 18e-5,1,15,-2.3316778255444315
none,15,0.022818017205926373,-8.760623869837769,0.01592606007307935,1.0,-8.24071987699817,0.0,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.5394651573755525
none,12,0.023484595664765587,-9.14005617907741,0.016531417678790124,1.0,-8.871492060177616,0.0,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-1.662030492712674
none,12,0.024051601075025394,-8.662351205114804,0.01660209899154878,1.0,-9.097082580004184,0.0,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.6039350859009982
none,9,0.024108045734140406,-8.671182257611994,0.016734685510736345,1.0,-9.938054563047583,0.0,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6589749680396504
none,15,0.025764467500442024,-12.812556357957229,0.01709677684530956,1.0,-10.31184836784178,0.0,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.601981966700039
none,12,0.026496855114218922,-14.475250863850631,0.018036770230666962,1.0,-11.942128860911367,0.0,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.8509046680291186
none,15,0.05442078924432002,-12.33746204448098,0.03499623651449894,1.0,-9.645935980157727,0.0,wsdld_20000_24000.csv,WSD linear,1,12,5.001948118398092
none,12,0.029636107355111962,-15.83097422196323,0.020603751079360213,1.0,-13.955553661114916,0.0,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-2.2979719053006886
none,12,0.02149381544619933,-7.81828542451226,0.014726855907964872,1.0,-7.268580696758364,0.0,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.3619357419684786
none,9,0.02513489103016353,-9.03337637994074,0.017523986726285187,1.0,-7.8455505561952465,0.0,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7335003899644152
none,9,0.025447794162549497,-8.30628146480057,0.017459342065714843,1.0,-8.937404879004218,0.0,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.6696142586994256
none,6,0.025380494148200223,-7.974596471837626,0.01750786251922042,1.0,-6.8222757199094595,0.0,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.7157060485202935
none,12,0.026503800541110095,-13.287703739464353,0.017284585254164233,1.0,-10.433820619266932,0.0,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.5399903861082032
none,9,0.029678700868954785,-16.452484463378052,0.019956227576750852,1.0,-14.262438913801834,0.0,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.9733846170081226
train_selected_rho,15,0.04339152898551728,-17.23545919757323,0.02723890700001745,0.6666666666666666,-16.89517402128684,0.5,cosine_72000.csv,Cosine,1,15,-2.1666387356599426
train_selected_rho,12,0.04984517945783994,-15.195752153838916,0.03165122979713736,1.0,-14.564870282318253,0.0,cosine_72000.csv|wsd_20000_24000.csv,Cosine + WSD sharp,2,10,1.3211854339588491
train_selected_rho,9,0.028878015447557897,-18.66191720852008,0.019620770644867294,0.9375,-16.81891359933527,0.2,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 18e-5,3,9,-5.493761064445957
train_selected_rho,9,0.022860816054129342,-9.569450894865776,0.01568494982015077,1.0,-7.84317814666694,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD-con 3e-5,3,9,-5.626539554838638
train_selected_rho,6,0.025376769888076654,-11.222530314919501,0.01762939369932566,1.0,-9.602017259259053,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.535948953354497
train_selected_rho,6,0.02562079047714301,-10.142147949161583,0.017534812236266874,1.0,-9.972227513632648,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,4,6,-6.571535635586201
train_selected_rho,3,0.02554570987114448,-11.285729719960516,0.01757807710080637,1.0,-10.95095441665218,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-8.028097153175551
train_selected_rho,9,0.02592130719968561,-15.97249021627411,0.01691530650992941,0.9375,-11.661683312336713,0.2,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 9e-5,3,9,-6.606841374730344
train_selected_rho,6,0.030407407937964672,-22.242947757610793,0.020359604796115417,1.0,-19.712256954731984,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,4,6,-9.321071164155125
train_selected_rho,9,0.05242463859527074,-11.855915675390596,0.03343601617286316,1.0,-12.54875358081894,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv,Cosine + WSD sharp + WSD linear,3,6,3.290192828930505
train_selected_rho,6,0.0372356179553173,-22.201267922580843,0.0246802942342281,0.8888888888888888,-23.074083837967876,0.5,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 18e-5,4,6,-4.004111556310253
train_selected_rho,6,0.023990133594797736,-9.530262326534269,0.01636943601623479,1.0,-7.911303446095186,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5,4,6,-5.617841465934559
train_selected_rho,3,0.026763912869102766,-11.333450192500797,0.018457497892827416,1.0,-8.030247027108405,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,5,3,-5.441851774902007
train_selected_rho,3,0.026781184794631176,-9.160873639729276,0.018239150889654682,1.0,-9.210495729602474,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,5,3,-6.707862754859429
train_selected_rho,6,0.028280403031412125,-19.413826525840786,0.018474025623879436,0.8602150537634407,-16.429022101541953,0.65,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5,4,6,-6.88399607463015
train_selected_rho,3,0.03292896659090248,-32.09252621360663,0.021884038585000366,1.0,-36.609566752809016,0.0,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,5,3,-21.959806440171768
train_selected_rho,12,0.01892296206259777,-14.431038115852362,0.014086942919366468,0.8333333333333334,-11.164545991602115,0.4,cosine_72000.csv|wsdcon_18.csv,Cosine + WSD-con 18e-5,2,12,-5.402903870015708
train_selected_rho,12,0.01933330799248267,-8.861518414732007,0.013310176045238245,0.9523809523809522,-7.989431049256162,0.1,cosine_72000.csv|wsdcon_3.csv,Cosine + WSD-con 3e-5,2,12,-5.472373136799213
train_selected_rho,9,0.023540019284475352,-11.40538327776261,0.016560483216164906,1.0,-10.459942734132866,0.0,cosine_72000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 18e-5,3,9,-5.61665978310354
train_selected_rho,9,0.024089244031707525,-10.761426799191995,0.01662185756675827,1.0,-10.471997928859134,0.0,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5,3,9,-6.373599103224814
train_selected_rho,6,0.024142342637102188,-11.811041698708777,0.016752070952852787,1.0,-11.526227300338626,0.0,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-7.773818190168569
train_selected_rho,12,0.018646168875070368,-11.586600348478463,0.012163681142405266,0.8000000000000002,-9.431930621755058,0.5,cosine_72000.csv|wsdcon_9.csv,Cosine + WSD-con 9e-5,2,12,-5.079849148077709
train_selected_rho,9,0.026994811854961626,-18.711381410056603,0.018398242212167362,1.0,-15.722112519934427,0.0,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-8.882226534733274
train_selected_rho,12,0.055207256473038306,-13.845511935615916,0.03542381568883523,1.0,-15.08423183587444,0.0,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,9,5.552850605051862
train_selected_rho,9,0.025635852893504976,-18.465054156373917,0.01772757943588181,0.8823529411764706,-17.031423478859644,0.4,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.624494822783699
train_selected_rho,9,0.02149430793857572,-9.70639923251914,0.014715316877107906,1.0,-8.141098400093616,0.0,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.639380326848387
train_selected_rho,6,0.025181395237438266,-12.296652415197693,0.017547904292421625,1.0,-11.84611763960482,0.0,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.544459116558665
train_selected_rho,6,0.02547997006858034,-11.208935130460342,0.017475901350033792,1.0,-10.802640163377308,0.0,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-6.554991569189883
train_selected_rho,3,0.025409833889923874,-13.436985474442443,0.017522391319731944,1.0,-13.150895527943373,0.0,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-10.27879529815403
train_selected_rho,9,0.022568234601177708,-15.026545124191854,0.014697768439198575,0.8571428571428571,-11.5040865820904,0.5,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 9e-5,3,9,-6.085375463826715
train_selected_rho,6,0.030451289172691975,-23.614001703583444,0.02048056268532001,1.0,-20.984614937928335,0.0,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-12.144466878407012
train_selected_rho,15,0.032059781729567555,-13.30141726965157,0.02037643473515419,0.6666666666666666,-8.911773258864086,0.5,wsd_20000_24000.csv,WSD sharp,1,15,-1.664825965113248
train_selected_rho,12,0.02346898624219107,-12.8845876480664,0.016000339121948853,0.7547169811320756,-8.576218117800272,0.65,wsd_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD-con 18e-5,2,12,-1.6935564327722141
train_selected_rho,12,0.02150821754667251,-7.347943443928332,0.014700692740877895,1.0,-6.79999126657655,0.0,wsd_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD-con 3e-5,2,12,-1.3554804004757282
train_selected_rho,9,0.02533130256821682,-8.321781504347515,0.01760580813362758,1.0,-7.871738113858518,0.0,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7310611055114888
train_selected_rho,9,0.02558906847479772,-7.59828382641357,0.017518341615822913,1.0,-7.814524261681011,0.0,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.6679853945691936
train_selected_rho,6,0.02268153182959721,-6.138758817881754,0.015612063429038236,0.8888888888888888,-5.078798097046694,0.5,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.523001737841534
train_selected_rho,12,0.019589660055214283,-10.084911540948722,0.012734225479617098,0.7547169811320756,-6.869213712959782,0.65,wsd_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD-con 9e-5,2,12,-1.128658011217476
train_selected_rho,9,0.026087058845476397,-14.309898310451906,0.01747594765399257,0.8571428571428571,-10.380108369471653,0.5,wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.711156880651843
train_selected_rho,12,0.05283125035873584,-9.857535578355881,0.03369682997820673,1.0,-5.700753870802794,0.0,wsd_20000_24000.csv|wsdld_20000_24000.csv,WSD sharp + WSD linear,2,9,3.5557590954992557
train_selected_rho,9,0.03157281358521211,-15.562470816136921,0.02094314446990995,0.75,-8.175374977630579,1.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 18e-5,3,9,-2.004664955535229
train_selected_rho,9,0.02242475776893379,-6.80515396708081,0.015255235095525723,1.0,-6.058187325523345,0.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD linear + WSD-con 3e-5,3,9,-1.3997441060828786
train_selected_rho,6,0.026725763488033877,-6.99304559562864,0.018438130347845694,1.0,-4.490492627355891,0.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-1.7894500736564067
train_selected_rho,6,0.026101614454878474,-5.812551834731007,0.01778089431147684,0.9756097560975611,-5.042959849443889,0.1,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-1.6783719600641733
train_selected_rho,3,0.022944081644439646,-2.2669870854421847,0.015711871968453656,0.8620689655172414,-2.2269229235071353,0.8,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-1.5178226223059421
train_selected_rho,9,0.02364625508686633,-12.430311460401363,0.015438060493312249,0.75,-7.382394705736539,1.0,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.3791197367595487
train_selected_rho,6,0.023979304906854813,-14.941144588748132,0.015942105917523892,0.7272727272727272,-11.543862930110638,1.5,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.522427275970828
train_selected_rho,15,0.016855625656798698,-11.206196090204555,0.012881488482666986,0.6666666666666666,-8.468573741014184,0.5,wsdcon_18.csv,WSD-con 18e-5,1,15,-1.5544518836964838
train_selected_rho,15,0.01521201147061758,-6.141976247378827,0.0106173733820529,0.6666666666666666,-5.701740910810072,0.5,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.0263101049168721
train_selected_rho,12,0.023484595664765587,-9.14005617907741,0.016531417678790124,1.0,-8.871492060177616,0.0,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-1.662030492712674
train_selected_rho,12,0.02290628673811942,-8.304990545473709,0.015811522849094078,0.9523809523809522,-8.663888171432577,0.1,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.5275572246675972
train_selected_rho,9,0.022601292875756632,-8.130001112476727,0.01568876766631533,0.9375,-9.316926152857164,0.2,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.5552890325370994
train_selected_rho,15,0.017176311666961347,-9.141668134637706,0.011397851230206374,0.6666666666666666,-6.874565578561109,0.5,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.0679879778000445
train_selected_rho,12,0.025235100108779926,-13.94477479795519,0.017177876410159013,0.9523809523809522,-11.3734560580109,0.1,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.7627663505039526
train_selected_rho,15,0.03628052616288001,-14.681960152165841,0.023330824342999296,0.6666666666666666,-11.326536632901785,0.5,wsdld_20000_24000.csv,WSD linear,1,15,-1.950514631796274
train_selected_rho,12,0.02370888588408957,-13.800994746089964,0.01648300086348817,0.8000000000000002,-11.164442928891999,0.5,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-1.8383775242406752
train_selected_rho,12,0.02149381544619933,-7.81828542451226,0.014726855907964872,1.0,-7.268580696758364,0.0,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.3619357419684786
train_selected_rho,9,0.02513489103016353,-9.03337637994074,0.017523986726285187,1.0,-7.8455505561952465,0.0,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-1.7335003899644152
train_selected_rho,9,0.025447794162549497,-8.30628146480057,0.017459342065714843,1.0,-8.937404879004218,0.0,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.6696142586994256
train_selected_rho,6,0.022560439242844642,-7.0908819626598065,0.015562544461529262,0.8888888888888888,-6.071300380776451,0.5,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.5250720431291276
train_selected_rho,12,0.02000286833291328,-10.697653503644196,0.013044970003142817,0.7547169811320756,-8.239601257265356,0.65,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.1622568951759282
train_selected_rho,9,0.0254388864591041,-14.816565602705019,0.0171053379229293,0.8571428571428571,-12.224947640401574,0.5,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6914725288641796
train_size_rho0p25,15,0.05206983478262074,-16.342658544612096,0.032686688400020945,0.8000000000000002,-15.031988101928452,0.25,cosine_72000.csv,Cosine,1,12,2.7925846570538315
train_size_rho0p25,12,0.044306826184746614,-16.532331498011196,0.028134426486344316,0.8888888888888888,-14.732058072811093,0.25,cosine_72000.csv|wsd_20000_24000.csv,Cosine + WSD sharp,2,12,-1.7527294381094793
train_size_rho0p25,9,0.02843373828682624,-18.50765536854086,0.01931891263494626,0.923076923076923,-16.560161082422532,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 18e-5,3,9,-5.527078434005917
train_size_rho0p25,9,0.02110229174227324,-9.01665791205181,0.014478415218600715,0.923076923076923,-7.239856750769313,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD-con 3e-5,3,9,-5.6240886536992
train_size_rho0p25,6,0.023884018718189792,-10.69721835430556,0.016592370540541797,0.9411764705882352,-9.058601943319982,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.617135316607003
train_size_rho0p25,6,0.024113685154958125,-9.700230821919241,0.016503352692957055,0.9411764705882352,-9.38562589518343,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,4,6,-6.37823057319038
train_size_rho0p25,3,0.024329247496328074,-10.74831401900997,0.01674102581029178,0.9523809523809522,-10.429480396811163,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-7.64580681254825
train_size_rho0p25,9,0.025522517858151985,-15.807485949686221,0.016655071025161266,0.923076923076923,-11.671436774859977,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 9e-5,3,9,-6.559990229987456
train_size_rho0p25,6,0.02861873688279028,-21.455098971279046,0.019161980984579215,0.9411764705882352,-19.019417028675498,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,4,6,-8.772772860381794
train_size_rho0p25,9,0.04839197408794222,-14.293666379036088,0.030864014928796767,0.923076923076923,-13.512596880420691,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv,Cosine + WSD sharp + WSD linear,3,8,0.5380039180621132
train_size_rho0p25,6,0.039425948423277145,-21.875433451008238,0.02613207624800622,0.9411764705882352,-23.085589748862887,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 18e-5,4,6,-3.3191829954000274
train_size_rho0p25,6,0.022578949265691987,-9.2008316284697,0.015406528015279803,0.9411764705882352,-7.554381925176202,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5,4,6,-5.6313741801574
train_size_rho0p25,3,0.025489440827716918,-11.034185203835671,0.017578569421740395,0.9523809523809522,-7.892822693871104,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,5,3,-5.547448837326241
train_size_rho0p25,3,0.02550589028060112,-8.97945915065994,0.017370619894909223,0.9523809523809522,-8.771900694860612,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,5,3,-6.558036764933206
train_size_rho0p25,6,0.03094208802260386,-20.19090553008782,0.020212757447303387,0.9411764705882352,-16.642625970803927,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5,4,6,-7.038348228905578
train_size_rho0p25,3,0.03136092056276426,-31.638619621496208,0.020841941509524158,0.9523809523809522,-35.88359877456565,0.25,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,5,3,-21.860219440255023
train_size_rho0p25,12,0.020184492866770952,-15.15531031218642,0.01502607244732423,0.8888888888888888,-11.908849057708847,0.25,cosine_72000.csv|wsdcon_18.csv,Cosine + WSD-con 18e-5,2,12,-5.467533900516564
train_size_rho0p25,12,0.018044420792983826,-8.338657321569093,0.012422830975555696,0.8888888888888888,-7.456802312638988,0.25,cosine_72000.csv|wsdcon_3.csv,Cosine + WSD-con 3e-5,2,12,-5.228135493063424
train_size_rho0p25,9,0.02172924857028494,-10.622811159797918,0.015286599891844532,0.923076923076923,-9.65533175458394,0.25,cosine_72000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 18e-5,3,9,-5.63444730807372
train_size_rho0p25,9,0.022236225260037715,-10.046711820534822,0.015343253138546092,0.923076923076923,-9.666459626639101,0.25,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5,3,9,-6.022461363034748
train_size_rho0p25,6,0.022722204834919706,-11.116274539961388,0.015766655014449682,0.9411764705882352,-10.848213929730655,0.25,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-7.31653476721752
train_size_rho0p25,12,0.020717965416744852,-12.692006283198284,0.013515201269339182,0.8888888888888888,-10.367373269778597,0.25,cosine_72000.csv|wsdcon_9.csv,Cosine + WSD-con 9e-5,2,12,-5.644276831197392
train_size_rho0p25,9,0.024918287866118424,-17.61990009424226,0.01698299281123141,0.923076923076923,-14.512719249170269,0.25,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-8.198978339753715
train_size_rho0p25,12,0.04907311686492294,-16.32933194103812,0.031487836167853535,0.8888888888888888,-15.509220640834082,0.25,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,11,1.3224736453498087
train_size_rho0p25,9,0.02681904610397444,-18.987032558494164,0.01854577540984559,0.923076923076923,-17.817489177883928,0.25,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.614183925017368
train_size_rho0p25,9,0.01984089963560836,-9.11008660836292,0.013583369425022683,0.923076923076923,-7.514860061624895,0.25,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.555021025575179
train_size_rho0p25,6,0.023700136694059543,-11.7069760126101,0.016515674628161527,0.9411764705882352,-11.149287190216228,0.25,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-5.618060147877513
