base_kappa,candidate,kappa,pooled_retention,rho,scale,selected_lambda,shrink,train_id,train_label,train_size
0.014871759299673623,train_size_rho1p0,0.007435879649836811,0.2610431617090627,1.0,100,0.025,0.5,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,train_selected_rho,0.009914506199782415,0.2610431617090627,0.5,100,0.025,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,none,0.022818017205926373,0.2610431617090627,0.0,400,0.025,1.0,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,constant_0p85,0.019395314625037418,0.2610431617090627,0.0,400,0.025,0.85,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,train_size_rho0p25,0.018254413764741097,0.2610431617090627,0.25,400,0.025,0.8,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,train_size_rho0p35,0.016902234967352867,0.2610431617090627,0.35,400,0.025,0.7407407407407407,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,train_size_rho0p5,0.01521201147061758,0.2610431617090627,0.5,400,0.025,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,train_size_rho0p75,0.013038866974815069,0.2610431617090627,0.75,400,0.025,0.5714285714285714,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,train_size_rho1p0,0.011409008602963186,0.2610431617090627,1.0,400,0.025,0.5,wsdcon_3.csv,WSD-con 3e-5,1
0.022818017205926373,train_selected_rho,0.01521201147061758,0.2610431617090627,0.5,400,0.025,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,1
0.010498088082480928,none,0.010498088082480928,0.520084044338764,0.0,25,0.025,1.0,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,constant_0p85,0.008923374870108788,0.520084044338764,0.0,25,0.025,0.85,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,train_size_rho0p25,0.008398470465984742,0.520084044338764,0.25,25,0.025,0.8,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,train_size_rho0p35,0.007776361542578465,0.520084044338764,0.35,25,0.025,0.7407407407407407,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,train_size_rho0p5,0.006998725388320618,0.520084044338764,0.5,25,0.025,0.6666666666666666,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,train_size_rho0p75,0.005998907475703387,0.520084044338764,0.75,25,0.025,0.5714285714285714,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,train_size_rho1p0,0.005249044041240464,0.520084044338764,1.0,25,0.025,0.5,wsdcon_9.csv,WSD-con 9e-5,1
0.010498088082480928,train_selected_rho,0.006998725388320618,0.520084044338764,0.5,25,0.025,0.6666666666666666,wsdcon_9.csv,WSD-con 9e-5,1
0.015027774953005727,none,0.015027774953005727,0.5584955389588916,0.0,100,0.025,1.0,wsdcon_9.csv,WSD-con 9e-5,1
0.015027774953005727,constant_0p85,0.012773608710054868,0.5584955389588916,0.0,100,0.025,0.85,wsdcon_9.csv,WSD-con 9e-5,1
0.015027774953005727,train_size_rho0p25,0.012022219962404582,0.5584955389588916,0.25,100,0.025,0.8,wsdcon_9.csv,WSD-con 9e-5,1
0.015027774953005727,train_size_rho0p35,0.011131685150374613,0.5584955389588916,0.35,100,0.025,0.7407407407407407,wsdcon_9.csv,WSD-con 9e-5,1
