scale,curve,base_mae,corr_mae,delta_pct,win,mode,train_family,test_family,train_curves,lambda,kappa
100,wsdcon_3.csv,0.0056693997340904675,0.003304851898685867,-41.70719910939462,1,selected_lambda_per_scale_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,20.0,0.031206352047281154
100,wsdcon_9.csv,0.004934623402238123,0.004389313684945581,-11.050685591228993,1,selected_lambda_per_scale_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,20.0,0.031206352047281154
100,wsdcon_18.csv,0.0013816404339982303,0.0012097181539773639,-12.443344577239458,1,selected_lambda_per_scale_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,20.0,0.031206352047281154
400,wsdcon_3.csv,0.008173606778800102,0.004006812370230912,-50.978650200993414,1,selected_lambda_per_scale_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,20.0,0.04912066866461048
400,wsdcon_9.csv,0.006687305974578527,0.005858795081509287,-12.389307386543768,1,selected_lambda_per_scale_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,20.0,0.04912066866461048
400,wsdcon_18.csv,0.0025579541942073844,0.002419636901532529,-5.4073404827999605,1,selected_lambda_per_scale_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,20.0,0.04912066866461048
25,cosine_72000.csv,0.00744534704076948,0.004354875488058288,-41.50876427637671,1,fixed10_shared_nonnegative,Cosine decay,Cosine decay,cosine_72000,10.0,0.45321588340295044
100,cosine_72000.csv,0.007265129575917493,0.0038309597203842406,-47.26921687559248,1,fixed10_shared_nonnegative,Cosine decay,Cosine decay,cosine_72000,10.0,0.45321588340295044
400,cosine_72000.csv,0.005612615040270773,0.004321398563443019,-23.005612670087217,1,fixed10_shared_nonnegative,Cosine decay,Cosine decay,cosine_72000,10.0,0.45321588340295044
25,wsd_20000_24000.csv,0.003408385839825258,0.01459178877326873,328.1143467611879,0,fixed10_shared_nonnegative,Cosine decay,WSD sharp,cosine_72000,10.0,0.45321588340295044
100,wsd_20000_24000.csv,0.0037480705220761528,0.013162096133105601,251.16991677666664,0,fixed10_shared_nonnegative,Cosine decay,WSD sharp,cosine_72000,10.0,0.45321588340295044
400,wsd_20000_24000.csv,0.004701998914275349,0.0126572588202626,169.18889287351698,0,fixed10_shared_nonnegative,Cosine decay,WSD sharp,cosine_72000,10.0,0.45321588340295044
25,wsdld_20000_24000.csv,0.0031360955249893426,0.010904530918082002,247.71041988968304,0,fixed10_shared_nonnegative,Cosine decay,WSD linear,cosine_72000,10.0,0.45321588340295044
100,wsdld_20000_24000.csv,0.003248313740665229,0.009725459996950155,199.4002665197746,0,fixed10_shared_nonnegative,Cosine decay,WSD linear,cosine_72000,10.0,0.45321588340295044
400,wsdld_20000_24000.csv,0.0038535563963712593,0.009597898470933355,149.06599213057618,0,fixed10_shared_nonnegative,Cosine decay,WSD linear,cosine_72000,10.0,0.45321588340295044
25,wsdcon_3.csv,0.004487187642230267,0.09471516769420646,2010.7913295805513,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
25,wsdcon_9.csv,0.002926482771138891,0.03154039803596292,977.757858239105,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
25,wsdcon_18.csv,0.002504818961791151,0.00968728151164334,286.7457752202634,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
100,wsdcon_3.csv,0.0056693997340904675,0.0890469430988546,1470.6591045857917,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
100,wsdcon_9.csv,0.004934623402238123,0.03005950443256811,509.1549847336774,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
100,wsdcon_18.csv,0.0013816404339982303,0.008881609281592737,542.8307295474036,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
400,wsdcon_3.csv,0.008173606778800102,0.08636662046708102,956.6525012077932,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
400,wsdcon_9.csv,0.006687305974578527,0.030461893847386158,355.51817074298054,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
400,wsdcon_18.csv,0.0025579541942073844,0.009744556079989908,280.9511562817248,0,fixed10_shared_nonnegative,Cosine decay,WSD-con step,cosine_72000,10.0,0.45321588340295044
25,cosine_72000.csv,0.00744534704076948,0.00659481348961347,-11.423692495442195,1,fixed10_shared_nonnegative,WSD sharp,Cosine decay,wsd_20000_24000,10.0,0.07486159803119752
100,cosine_72000.csv,0.007265129575917493,0.006414879916557712,-11.703158911001331,1,fixed10_shared_nonnegative,WSD sharp,Cosine decay,wsd_20000_24000,10.0,0.07486159803119752
400,cosine_72000.csv,0.005612615040270773,0.005101956272433481,-9.098410708257953,1,fixed10_shared_nonnegative,WSD sharp,Cosine decay,wsd_20000_24000,10.0,0.07486159803119752
25,wsd_20000_24000.csv,0.003408385839825258,0.002803348049464709,-17.751446543727223,1,fixed10_shared_nonnegative,WSD sharp,WSD sharp,wsd_20000_24000,10.0,0.07486159803119752
100,wsd_20000_24000.csv,0.0037480705220761528,0.0016557041168745613,-55.82516104959989,1,fixed10_shared_nonnegative,WSD sharp,WSD sharp,wsd_20000_24000,10.0,0.07486159803119752
400,wsd_20000_24000.csv,0.004701998914275349,0.002451265897655577,-47.86757839918908,1,fixed10_shared_nonnegative,WSD sharp,WSD sharp,wsd_20000_24000,10.0,0.07486159803119752
25,wsdld_20000_24000.csv,0.0031360955249893426,0.0024336724616712767,-22.398012360304385,1,fixed10_shared_nonnegative,WSD sharp,WSD linear,wsd_20000_24000,10.0,0.07486159803119752
100,wsdld_20000_24000.csv,0.003248313740665229,0.0016268904281781422,-49.91584686505781,1,fixed10_shared_nonnegative,WSD sharp,WSD linear,wsd_20000_24000,10.0,0.07486159803119752
400,wsdld_20000_24000.csv,0.0038535563963712593,0.002196703312139647,-42.995428477232224,1,fixed10_shared_nonnegative,WSD sharp,WSD linear,wsd_20000_24000,10.0,0.07486159803119752
25,wsdcon_3.csv,0.004487187642230267,0.014062888689409716,213.40094978555513,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
25,wsdcon_9.csv,0.002926482771138891,0.006010003257265749,105.36609053491381,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
25,wsdcon_18.csv,0.002504818961791151,0.0024745884400663165,-1.2068944776438828,1,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
100,wsdcon_3.csv,0.0056693997340904675,0.013499976131572135,138.12002618894388,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
100,wsdcon_9.csv,0.004934623402238123,0.007745024786537052,56.95270247014712,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
100,wsdcon_18.csv,0.0013816404339982303,0.0021346266653667107,54.49943508018706,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
400,wsdcon_3.csv,0.008173606778800102,0.010819653499798593,32.37306115412289,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
400,wsdcon_9.csv,0.006687305974578527,0.008147414201355094,21.834027519110055,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
400,wsdcon_18.csv,0.0025579541942073844,0.0029974114575272138,17.18002864613457,0,fixed10_shared_nonnegative,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07486159803119752
25,cosine_72000.csv,0.00744534704076948,0.00656610223075626,-11.809319366828996,1,fixed10_shared_nonnegative,WSD linear,Cosine decay,wsdld_20000_24000,10.0,0.07738868319628874
100,cosine_72000.csv,0.007265129575917493,0.006386178240968364,-12.098219663730204,1,fixed10_shared_nonnegative,WSD linear,Cosine decay,wsdld_20000_24000,10.0,0.07738868319628874
400,cosine_72000.csv,0.005612615040270773,0.005086835707743968,-9.367813911239487,1,fixed10_shared_nonnegative,WSD linear,Cosine decay,wsdld_20000_24000,10.0,0.07738868319628874
25,wsd_20000_24000.csv,0.003408385839825258,0.002882084817685554,-15.441356902441727,1,fixed10_shared_nonnegative,WSD linear,WSD sharp,wsdld_20000_24000,10.0,0.07738868319628874
100,wsd_20000_24000.csv,0.0037480705220761528,0.001638534006117159,-56.283266377561844,1,fixed10_shared_nonnegative,WSD linear,WSD sharp,wsdld_20000_24000,10.0,0.07738868319628874
400,wsd_20000_24000.csv,0.004701998914275349,0.002397043610159787,-49.02075364410822,1,fixed10_shared_nonnegative,WSD linear,WSD sharp,wsdld_20000_24000,10.0,0.07738868319628874
25,wsdld_20000_24000.csv,0.0031360955249893426,0.0024899407337257654,-20.603798134171093,1,fixed10_shared_nonnegative,WSD linear,WSD linear,wsdld_20000_24000,10.0,0.07738868319628874
100,wsdld_20000_24000.csv,0.003248313740665229,0.0016033525725240379,-50.64046454466913,1,fixed10_shared_nonnegative,WSD linear,WSD linear,wsdld_20000_24000,10.0,0.07738868319628874
400,wsdld_20000_24000.csv,0.0038535563963712593,0.002149695926537496,-44.215272713751396,1,fixed10_shared_nonnegative,WSD linear,WSD linear,wsdld_20000_24000,10.0,0.07738868319628874
25,wsdcon_3.csv,0.004487187642230267,0.014601577388557293,225.40599040560446,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
25,wsdcon_9.csv,0.002926482771138891,0.006180524602995402,111.19292633286699,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
25,wsdcon_18.csv,0.002504818961791151,0.0025159688325954365,0.4451367932919448,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
100,wsdcon_3.csv,0.0056693997340904675,0.014004565683935937,147.02025506731476,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
100,wsdcon_9.csv,0.004934623402238123,0.00789406655151882,59.97302951099424,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
100,wsdcon_18.csv,0.0013816404339982303,0.00217969077680353,57.761073226257494,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
400,wsdcon_3.csv,0.008173606778800102,0.011324243052162394,38.546462518041636,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
400,wsdcon_9.csv,0.006687305974578527,0.008296455966336859,24.062754087751294,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
400,wsdcon_18.csv,0.0025579541942073844,0.0030424766510280454,18.94179567084846,0,fixed10_shared_nonnegative,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07738868319628874
25,cosine_72000.csv,0.00744534704076948,0.007170001762501054,-3.6982195290653497,1,fixed10_shared_nonnegative,WSD-con step,Cosine decay,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
100,cosine_72000.csv,0.007265129575917493,0.006989876202625093,-3.788691865934668,1,fixed10_shared_nonnegative,WSD-con step,Cosine decay,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
400,cosine_72000.csv,0.005612615040270773,0.005431797177920616,-3.2216330721558606,1,fixed10_shared_nonnegative,WSD-con step,Cosine decay,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
25,wsd_20000_24000.csv,0.003408385839825258,0.002653288424433522,-22.15410610409203,1,fixed10_shared_nonnegative,WSD-con step,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
100,wsd_20000_24000.csv,0.0037480705220761528,0.002997388881043433,-20.02848229805714,1,fixed10_shared_nonnegative,WSD-con step,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
400,wsd_20000_24000.csv,0.004701998914275349,0.003944937732594206,-16.100837015991054,1,fixed10_shared_nonnegative,WSD-con step,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
25,wsdld_20000_24000.csv,0.0031360955249893426,0.002592729761575914,-17.326186625494287,1,fixed10_shared_nonnegative,WSD-con step,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
100,wsdld_20000_24000.csv,0.003248313740665229,0.002708125554815622,-16.629803306468194,1,fixed10_shared_nonnegative,WSD-con step,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
400,wsdld_20000_24000.csv,0.0038535563963712593,0.003309633186140086,-14.114837160379023,1,fixed10_shared_nonnegative,WSD-con step,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
25,wsdcon_3.csv,0.004487187642230267,0.0033386374464045077,-25.59621498812329,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
25,wsdcon_9.csv,0.002926482771138891,0.0025938563433160213,-11.366081874913014,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
25,wsdcon_18.csv,0.002504818961791151,0.0020089529772444113,-19.796479989601913,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
100,wsdcon_3.csv,0.0056693997340904675,0.004526363711556692,-20.16149991436704,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
100,wsdcon_9.csv,0.004934623402238123,0.004816130669298619,-2.4012517933133637,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
100,wsdcon_18.csv,0.0013816404339982303,0.0012375140161253984,-10.431543137150001,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
400,wsdcon_3.csv,0.008173606778800102,0.005534514183897003,-32.28798089171746,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
400,wsdcon_9.csv,0.006687305974578527,0.006170672479740754,-7.725584814000297,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
400,wsdcon_18.csv,0.0025579541942073844,0.0023942133316941787,-6.40124294969805,1,fixed10_shared_nonnegative,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.024235125720206894
25,cosine_72000.csv,0.00744534704076948,0.004345099768276944,-41.64006399589031,1,fixed10_per_scale_signed,Cosine decay,Cosine decay,cosine_72000,10.0,0.4814157232423704
100,cosine_72000.csv,0.007265129575917493,0.00371242056060038,-48.900834846685456,1,fixed10_per_scale_signed,Cosine decay,Cosine decay,cosine_72000,10.0,0.5358652541815775
400,cosine_72000.csv,0.005612615040270773,0.004266571104636405,-23.9824738731668,1,fixed10_per_scale_signed,Cosine decay,Cosine decay,cosine_72000,10.0,0.3423761046470629
25,wsd_20000_24000.csv,0.003408385839825258,0.015470415375954455,353.89272526574035,0,fixed10_per_scale_signed,Cosine decay,WSD sharp,cosine_72000,10.0,0.4814157232423704
100,wsd_20000_24000.csv,0.0037480705220761528,0.01572215569304798,319.4733156818798,0,fixed10_per_scale_signed,Cosine decay,WSD sharp,cosine_72000,10.0,0.5358652541815775
400,wsd_20000_24000.csv,0.004701998914275349,0.009194826033613436,95.55142825953847,0,fixed10_per_scale_signed,Cosine decay,WSD sharp,cosine_72000,10.0,0.3423761046470629
25,wsdld_20000_24000.csv,0.0031360955249893426,0.011536787902402356,267.87106165847933,0,fixed10_per_scale_signed,Cosine decay,WSD linear,cosine_72000,10.0,0.4814157232423704
100,wsdld_20000_24000.csv,0.003248313740665229,0.011567670933998962,256.11310536863334,0,fixed10_per_scale_signed,Cosine decay,WSD linear,cosine_72000,10.0,0.5358652541815775
400,wsdld_20000_24000.csv,0.0038535563963712593,0.007085840617648275,83.87795295589106,0,fixed10_per_scale_signed,Cosine decay,WSD linear,cosine_72000,10.0,0.3423761046470629
25,wsdcon_3.csv,0.004487187642230267,0.10072641545471428,2144.756036202895,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.4814157232423704
25,wsdcon_9.csv,0.002926482771138891,0.033443252243333756,1042.7797413725673,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.4814157232423704
25,wsdcon_18.csv,0.002504818961791151,0.010249793640630406,309.2029722300155,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.4814157232423704
100,wsdcon_3.csv,0.0056693997340904675,0.1055497541558105,1761.7447896843998,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.5358652541815775
100,wsdcon_9.csv,0.004934623402238123,0.034933977309715133,607.9360360888057,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.5358652541815775
100,wsdcon_18.csv,0.0013816404339982303,0.010355449778304738,649.5039609066625,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.5358652541815775
400,wsdcon_3.csv,0.008173606778800102,0.0642349586144753,685.8826629766631,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.3423761046470629
400,wsdcon_9.csv,0.006687305974578527,0.023924814494396526,257.76461530765243,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.3423761046470629
400,wsdcon_18.csv,0.0025579541942073844,0.007767964176311729,203.67878337707035,0,fixed10_per_scale_signed,Cosine decay,WSD-con step,cosine_72000,10.0,0.3423761046470629
25,cosine_72000.csv,0.00744534704076948,0.0069034489761408465,-7.278345276066922,1,fixed10_per_scale_signed,WSD sharp,Cosine decay,wsd_20000_24000,10.0,0.04769636075258369
100,cosine_72000.csv,0.007265129575917493,0.006408534650872238,-11.790497555400837,1,fixed10_per_scale_signed,WSD sharp,Cosine decay,wsd_20000_24000,10.0,0.07542027714846399
400,cosine_72000.csv,0.005612615040270773,0.004950139303743405,-11.803334662614029,1,fixed10_per_scale_signed,WSD sharp,Cosine decay,wsd_20000_24000,10.0,0.10121370162592605
25,wsd_20000_24000.csv,0.003408385839825258,0.0020677978415568985,-39.33204928280916,1,fixed10_per_scale_signed,WSD sharp,WSD sharp,wsd_20000_24000,10.0,0.04769636075258369
100,wsd_20000_24000.csv,0.0037480705220761528,0.0016506139137705599,-55.960969676305815,1,fixed10_per_scale_signed,WSD sharp,WSD sharp,wsd_20000_24000,10.0,0.07542027714846399
400,wsd_20000_24000.csv,0.004701998914275349,0.002021126465063665,-57.0155905623991,1,fixed10_per_scale_signed,WSD sharp,WSD sharp,wsd_20000_24000,10.0,0.10121370162592605
25,wsdld_20000_24000.csv,0.0031360955249893426,0.002114450151304876,-32.57698515697918,1,fixed10_per_scale_signed,WSD sharp,WSD linear,wsd_20000_24000,10.0,0.04769636075258369
100,wsdld_20000_24000.csv,0.003248313740665229,0.001620577134676233,-50.110202891166786,1,fixed10_per_scale_signed,WSD sharp,WSD linear,wsd_20000_24000,10.0,0.07542027714846399
400,wsdld_20000_24000.csv,0.0038535563963712593,0.0018098837235338496,-53.03341803332254,1,fixed10_per_scale_signed,WSD sharp,WSD linear,wsd_20000_24000,10.0,0.10121370162592605
25,wsdcon_3.csv,0.004487187642230267,0.008272183044108112,84.35117279821594,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.04769636075258369
25,wsdcon_9.csv,0.002926482771138891,0.004176961426383504,42.72974601377777,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.04769636075258369
25,wsdcon_18.csv,0.002504818961791151,0.0020870085965506635,-16.680261991538046,1,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.04769636075258369
100,wsdcon_3.csv,0.0056693997340904675,0.013611529018507115,140.08765754617917,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07542027714846399
100,wsdcon_9.csv,0.004934623402238123,0.007777974416745852,57.620425769839166,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07542027714846399
100,wsdcon_18.csv,0.0013816404339982303,0.002144589280930976,55.22050659192874,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.07542027714846399
400,wsdcon_3.csv,0.008173606778800102,0.016081445361976844,96.74845875491975,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.10121370162592605
400,wsdcon_9.csv,0.006687305974578527,0.009701601644261688,45.074887871765725,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.10121370162592605
400,wsdcon_18.csv,0.0025579541942073844,0.003467345223138071,35.55149779421571,0,fixed10_per_scale_signed,WSD sharp,WSD-con step,wsd_20000_24000,10.0,0.10121370162592605
25,cosine_72000.csv,0.00744534704076948,0.006865776418122339,-7.784333214738126,1,fixed10_per_scale_signed,WSD linear,Cosine decay,wsdld_20000_24000,10.0,0.0510121945505036
100,cosine_72000.csv,0.007265129575917493,0.006370211932963009,-12.317985985012081,1,fixed10_per_scale_signed,WSD linear,Cosine decay,wsdld_20000_24000,10.0,0.07879446245039477
400,cosine_72000.csv,0.005612615040270773,0.004947834263330091,-11.844403583193387,1,fixed10_per_scale_signed,WSD linear,Cosine decay,wsdld_20000_24000,10.0,0.1016427946242594
25,wsd_20000_24000.csv,0.003408385839825258,0.002067236363243147,-39.34852272038747,1,fixed10_per_scale_signed,WSD linear,WSD sharp,wsdld_20000_24000,10.0,0.0510121945505036
100,wsd_20000_24000.csv,0.0037480705220761528,0.001634385186735906,-56.39395851520484,1,fixed10_per_scale_signed,WSD linear,WSD sharp,wsdld_20000_24000,10.0,0.07879446245039477
400,wsd_20000_24000.csv,0.004701998914275349,0.002018417497375725,-57.073203669873784,1,fixed10_per_scale_signed,WSD linear,WSD sharp,wsdld_20000_24000,10.0,0.1016427946242594
25,wsdld_20000_24000.csv,0.0031360955249893426,0.0020924799674051755,-33.2775436611649,1,fixed10_per_scale_signed,WSD linear,WSD linear,wsdld_20000_24000,10.0,0.0510121945505036
100,wsdld_20000_24000.csv,0.003248313740665229,0.0015944714981311924,-50.91387022841405,1,fixed10_per_scale_signed,WSD linear,WSD linear,wsdld_20000_24000,10.0,0.07879446245039477
400,wsdld_20000_24000.csv,0.0038535563963712593,0.001808973623532796,-53.057035178303494,1,fixed10_per_scale_signed,WSD linear,WSD linear,wsdld_20000_24000,10.0,0.1016427946242594
25,wsdcon_3.csv,0.004487187642230267,0.00897900615393652,100.10320204647564,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.0510121945505036
25,wsdcon_9.csv,0.002926482771138891,0.004400705544408386,50.375241836663065,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.0510121945505036
25,wsdcon_18.csv,0.002504818961791151,0.0021278074734055073,-15.051446597004736,1,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.0510121945505036
100,wsdcon_3.csv,0.0056693997340904675,0.01428526121978505,151.971317772618,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07879446245039477
100,wsdcon_9.csv,0.004934623402238123,0.007976976231058292,61.65319176009045,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07879446245039477
100,wsdcon_18.csv,0.0013816404339982303,0.0022047592603820594,59.575473193258,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.07879446245039477
400,wsdcon_3.csv,0.008173606778800102,0.016167123457413602,97.79668749598154,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.1016427946242594
400,wsdcon_9.csv,0.006687305974578527,0.009726908578391293,45.45332029620999,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.1016427946242594
400,wsdcon_18.csv,0.0025579541942073844,0.0034749971848791424,35.850641608377806,0,fixed10_per_scale_signed,WSD linear,WSD-con step,wsdld_20000_24000,10.0,0.1016427946242594
25,cosine_72000.csv,0.00744534704076948,0.0072438129923199325,-2.7068455955911896,1,fixed10_per_scale_signed,WSD-con step,Cosine decay,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.017738466523894558
100,cosine_72000.csv,0.007265129575917493,0.007035758996111354,-3.1571436876564274,1,fixed10_per_scale_signed,WSD-con step,Cosine decay,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.020195301411305173
400,cosine_72000.csv,0.005612615040270773,0.00535816226437363,-4.5335868231017535,1,fixed10_per_scale_signed,WSD-con step,Cosine decay,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.03469206327068293
25,wsd_20000_24000.csv,0.003408385839825258,0.0028557058009493846,-16.21530146082898,1,fixed10_per_scale_signed,WSD-con step,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.017738466523894558
100,wsd_20000_24000.csv,0.0037480705220761528,0.0031225222092836806,-16.689875740277294,1,fixed10_per_scale_signed,WSD-con step,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.020195301411305173
400,wsd_20000_24000.csv,0.004701998914275349,0.0036201808154812357,-23.007621195098427,1,fixed10_per_scale_signed,WSD-con step,WSD sharp,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.03469206327068293
25,wsdld_20000_24000.csv,0.0031360955249893426,0.0027383886793218115,-12.681592205928826,1,fixed10_per_scale_signed,WSD-con step,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.017738466523894558
100,wsdld_20000_24000.csv,0.003248313740665229,0.002798171110583352,-13.857732535087308,1,fixed10_per_scale_signed,WSD-con step,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.020195301411305173
400,wsdld_20000_24000.csv,0.0038535563963712593,0.0030749419735874115,-20.205087007862087,1,fixed10_per_scale_signed,WSD-con step,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.03469206327068293
25,wsdcon_3.csv,0.004487187642230267,0.0027713089853676678,-38.23951199887322,1,fixed10_per_scale_signed,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.017738466523894558
25,wsdcon_9.csv,0.002926482771138891,0.0021998246424053524,-24.830425652933098,1,fixed10_per_scale_signed,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.017738466523894558
25,wsdcon_18.csv,0.002504818961791151,0.002141878729140058,-14.489679221829299,1,fixed10_per_scale_signed,WSD-con step,WSD-con step,wsdcon_3+wsdcon_9+wsdcon_18,10.0,0.017738466523894558
