diagnostic_scalar_to_star,p,pearson_l2_star,rmse_no_scalar,rmse_with_oracle_scalar,spearman_l2_star
0.766804531077679,-1.0,0.6623930578426768,0.023627136722685016,0.018400379486867496,0.5928571428571429
0.7751447015745347,-0.975,0.6765002866699654,0.022952163850753212,0.0180518160665479,0.5928571428571429
0.78337897632277,-0.95,0.6901248055618602,0.02229616061864176,0.017708565746061538,0.5964285714285714
0.7915059525456262,-0.925,0.7032566562449373,0.021658910869679044,0.017370856553227298,0.5964285714285714
0.7995244584413121,-0.9,0.7158888005320856,0.021040214476153386,0.01703891220793773,0.5964285714285714
0.807433547165132,-0.875,0.7280170232846943,0.020439887305138984,0.016712951911201434,0.5964285714285714
0.8152324902030416,-0.85,0.739639802077085,0.019857761138032035,0.01639319012170505,0.5964285714285714
0.8229207702066953,-0.825,0.7507581488825675,0.01929368353093942,0.01607983631520623,0.5964285714285714
0.8304980733594999,-0.8,0.7613754293509132,0.01874751760124552,0.015773094721942892,0.5964285714285714
0.8379642813420656,-0.775,0.7714971652757989,0.018219141723801072,0.015473164037212044,0.5964285714285714
0.845319462963762,-0.75,0.7811308256845648,0.017708449118295576,0.015180237100353279,0.5964285714285714
0.8525638655249175,-0.725,0.7902856116545042,0.01721534730757941,0.014894500537587766,0.5964285714285714
0.859697905971644,-0.7,0.7989722395064072,0.016739757425112124,0.014616134364534279,0.5964285714285714
0.8667221619023204,-0.675,0.8072027264843049,0.016281613348481393,0.014345311544770433,0.5928571428571429
0.8736373624815759,-0.6499999999999999,0.814990182435637,0.01584086063525137,0.014082197501549612,0.6071428571428571
0.8804443793141511,-0.625,0.8223486103903145,0.01541745523748492,0.013826949580738112,0.6071428571428571
0.8871442173274241,-0.6,0.8292927183275097,0.01501136197239951,0.013579716464215102,0.6071428571428571
0.8937380057076438,-0.575,0.8358377438374018,0.014622552729044717,0.013340637534384582,0.6071428571428571
0.9002269889311301,-0.55,0.8419992928480179,0.014251004394920427,0.013109842192079585,0.6071428571428571
0.9066125179278852,-0.5249999999999999,0.847793193106021,0.013896696492365652,0.012887449131977952,0.6071428571428571
0.9128960414112679,-0.5,0.853235362681414,0.01355960852256436,0.012673565581666631,0.6071428571428571
0.9190790974036558,-0.475,0.8583416934122993,0.013239717025272107,0.012468286512641511,0.6392857142857142
0.9251633049843695,-0.44999999999999996,0.8631279489164126,0.012936992374860425,0.012271693833749915,0.6928571428571428
0.9311503562826207,-0.42499999999999993,0.8676096765680459,0.012651395347804122,0.012083855579793303,0.6928571428571428
0.9370420087348548,-0.3999999999999999,0.8718021326673536,0.012382873512858978,0.01190482511011265,0.6928571428571428
0.9428400776226392,-0.375,0.8757202199078982,0.012131357512172517,0.011734640333870098,0.6928571428571428
0.9485464289042066,-0.35,0.8793784361710891,0.011896757318429535,0.0115733229803003,0.6928571428571428
0.9541629723498884,-0.32499999999999996,0.8827908336361941,0.011678958568583787,0.011420877933314566,0.6928571428571428
0.9596916549890229,-0.29999999999999993,0.8859709871853076,0.011477819087302237,0.011277292650386577,0.6928571428571428
0.9651344548734343,-0.2749999999999999,0.8889319710979198,0.011293165721411815,0.011142536685532252,0.6928571428571428
0.970493375160332,-0.25,0.8916863430639709,0.011124791608949703,0.011016561335343534,0.6928571428571428
0.9757704385153833,-0.22499999999999998,0.8942461345925872,0.010972454001726311,0.01089929942540617,0.6928571428571428
0.9809676818348687,-0.19999999999999996,0.8966228469518034,0.010835872747957045,0.010790665252024902,0.6928571428571428
0.9860871512841226,-0.17499999999999993,0.8988274518389539,0.010714729521505201,0.010690554691041673,0.6928571428571428
0.991130897647986,-0.1499999999999999,0.9008703960490719,0.010608667857366862,0.010598845481756792,0.6928571428571428
0.9961009719876712,-0.125,0.9027616094772666,0.01051729402074651,0.010515397689687563,0.6928571428571428
1.000999421597301,-0.09999999999999998,0.9045105158587914,0.010440178701603426,0.01044005434729924,0.6857142857142857
1.0058282862523922,-0.07499999999999996,0.9061260457159978,0.010376859490517464,0.010372642267123646,0.6857142857142857
1.0105895947417292,-0.04999999999999993,0.9076166510436077,0.010326844057896922,0.010312973017058432,0.6785714285714286
1.0152853616733748,-0.02499999999999991,0.9089903213220333,0.010289613929516335,0.010260844043331298,0.6821428571428572
1.0199175845450135,0.0,0.9102546005024416,0.010264628729225343,0.010216039922817837,0.7148433693844181
1.0244882410683753,0.025000000000000133,0.911416604656673,0.010251330745787678,0.010178333723287554,0.7321428571428571
1.0289992867371676,0.050000000000000044,0.9124830400299557,0.010249149675726576,0.010147488447845408,0.7642857142857142
1.0334526526277086,0.07499999999999996,0.9134602212746797,0.01025750739746252,0.010123258538412463,0.7857142857142857
1.0378502434213281,0.10000000000000009,0.9143540896794761,0.01027582264289637,0.01010539141257108,0.7857142857142857
1.042193935637544,0.125,0.9151702312397367,0.010303515449347827,0.010093629008459802,0.8142857142857143
1.046485576067027,0.15000000000000013,0.9159138944437583,0.010340011295542437,0.010087709313565731,0.8142857142857143
1.0507269803934864,0.17500000000000004,0.9165900076732092,0.010384744848227203,0.010087367855117062,0.8142857142857143
1.0549199319937002,0.20000000000000018,0.9172031961379157,0.010437163269205506,0.010092339132187812,0.8142857142857143
1.0590661809051423,0.2250000000000001,0.9177577982833212,0.010496729054626508,0.010102357972439264,0.8142857142857143
1.0631674429508684,0.25,0.9182578816247206,0.010562922398124112,0.010117160799482938,0.8142857142857143
1.0672253990115863,0.27500000000000013,0.9187072579757577,0.010635243086152605,0.010136486800010237,0.8142857142857143
1.0712416944351437,0.30000000000000004,0.9191094980500011,0.010713211947256749,0.010160078982960648,0.8142857142857143
1.0752179385739755,0.3250000000000002,0.9194679454238918,0.010796371887001681,0.010187685125981095,0.8142857142857143
1.0791557044413846,0.3500000000000001,0.9197857298572432,0.010884288547069503,0.010219058607174024,0.8035714285714286
1.0830565284779017,0.375,0.9200657799739622,0.010976550630963129,0.010253959122577126,0.8035714285714286
1.086921910419304,0.40000000000000013,0.920310835310924,0.011072769940293043,0.01029215329192256,0.8035714285714286
1.0907533132582683,0.42500000000000004,0.9205234577471655,0.01117258116523999,0.010333415156969346,0.8035714285714286
1.0945521632919857,0.4500000000000002,0.9207060423288997,0.011275641470956704,0.01037752657808909,0.8035714285714286
1.098319850248449,0.4750000000000001,0.9208608275084078,0.011381629918822361,0.010424277535827291,0.8035714285714286
1.1020577274844932,0.5,0.9209899048167943,0.011490246757965193,0.010473466344885446,0.8035714285714286
1.1057671122490302,0.5250000000000001,0.9210952279919574,0.011601212618625735,0.010524899788407179,0.8035714285714286
1.1094492860052971,0.55,0.9211786215840372,0.011714267634984682,0.010578393180641785,0.8035714285714286
1.1131054948062589,0.5750000000000002,0.9212417890611413,0.011829170521204375,0.010633770366040756,0.8035714285714286
1.1167369497177024,0.6000000000000001,0.9212863204383567,0.011945697620756495,0.010690863662655833,0.8035714285714286
1.1203448272838346,0.625,0.9213136994530234,0.012063641945713207,0.010749513757387736,0.8035714285714286
1.1239302700305716,0.6500000000000001,0.9213253103089888,0.012182812219610963,0.010809569560216876,0.8035714285714286
1.127494387001998,0.675,0.9213224440121559,0.012303031934775104,0.010870888024060643,0.8
1.1310382543257747,0.7000000000000002,0.9213063043190866,0.012424138432619412,0.010933333936371964,0.8071428571428572
1.1345629158035726,0.7250000000000001,0.9212780133197758,0.012545982013393832,0.010996779688042737,0.8071428571428572
1.1380693835228826,0.75,0.9212386166750045,0.012668425080123044,0.011061105024620125,0.8071428571428572
1.1415586384868206,0.7750000000000001,0.9211890885278885,0.01279134132003057,0.011126196784298006,0.8071428571428572
1.1450316312587918,0.8,0.9211303361084515,0.012914614925547312,0.011191948626620436,0.8071428571428572
1.148489282619124,0.8250000000000002,0.9210632040492063,0.013038139856029269,0.011258260755335979,0.8071428571428572
1.1519324842310068,0.8500000000000001,0.920988478428904,0.013161819140527007,0.011325039638376982,0.8071428571428572
1.1553620993132876,0.875,0.9209068905607679,0.013285564221331885,0.01139219772750887,0.8071428571428572
1.1587789633178769,0.9000000000000001,0.920819120540698,0.013409294337545207,0.01145965317980308,0.8071428571428572
1.1621838846097128,0.925,0.9207258005701361,0.01353293594755443,0.011527329582733606,0.8071428571428572
1.1655776451474047,0.9500000000000002,0.920627518067469,0.013656422189034876,0.011595155684380203,0.8071428571428572
1.168961001162864,0.9750000000000001,0.9205248185811,0.013779692374908907,0.011663065129940092,0.7928571428571428
1.1723346838383624,1.0,0.9204182085165619,0.01390269152357233,0.01173099620550198,0.7928571428571428
1.1756993999796388,1.025,0.9203081576893404,0.014025369921627225,0.011798891589819647,0.7892857142857143
1.1790558326837832,1.0500000000000003,0.920195101714396,0.014147682717330646,0.011866698114634266,0.7892857142857143
1.1824046420007834,1.0750000000000002,0.9200794442427129,0.014269589542970773,0.01193436653393281,0.7892857142857143
1.1857464655877212,1.1,0.9199615590545877,0.014391054164409127,0.012001851302391673,0.7892857142857143
1.1890819193547308,1.125,0.9198417920187829,0.014512044156072296,0.012069110363137507,0.7892857142857143
1.1924115981019292,1.15,0.9197204629260991,0.014632530599735662,0.012136104944859076,0.7892857142857143
1.195736076146627,1.1750000000000003,0.9195978672054052,0.014752487805509472,0.012202799368222206,0.7892857142857143
1.1990559079402228,1.2000000000000002,0.919474277529649,0.014871893053512096,0.012269160861472898,0.7892857142857143
1.2023716286742558,1.225,0.9193499453189123,0.014990726354793262,0.012335159385059295,0.7892857142857143
1.2056837548751842,1.25,0.9192251021471143,0.015108970230149699,0.012400767465059831,0.7892857142857143
1.208992784987511,1.275,0.9190999610585616,0.015226609505555416,0.01246596003517114,0.7892857142857143
