base_mae,corr_mae,delta_pct,kappa,mode,scale,test_curve,test_label,train_curve,train_label,win
0.0038535563963712593,0.0038535563963712593,0.0,0.0,other_curves_tau,400,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0
0.008173606778800102,0.008173606778800102,0.0,0.0,other_curves_tau,400,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.006687305974578527,0.006687305974578527,0.0,0.0,other_curves_tau,400,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0025579541942073844,0.0025579541942073844,0.0,0.0,other_curves_tau,400,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.00744534704076948,0.007252867036818236,-2.5852388464534526,0.016941554704404626,other_curves_tau,25,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.003408385839825258,0.002880535300995688,-15.486818794454082,0.016941554704404626,other_curves_tau,25,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,0.002756255910718482,-12.111863661173118,0.016941554704404626,other_curves_tau,25,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.004487187642230267,0.002761833236723805,-38.450685442004584,0.016941554704404626,other_curves_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.002926482771138891,0.0021913415135783295,-25.120300205098033,0.016941554704404626,other_curves_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.002504818961791151,0.002158184048474072,-13.838721225154194,0.016941554704404626,other_curves_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.007265129575917493,0.006961642661455993,-4.17730903888488,0.02672099323774187,other_curves_tau,100,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.0037480705220761528,0.002920389276048721,-22.082862132726298,0.02672099323774187,other_curves_tau,100,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,0.0026527168773421627,-18.335570726031303,0.02672099323774187,other_curves_tau,100,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.0056693997340904675,0.004669007279678992,-17.645473971363334,0.02672099323774187,other_curves_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.004934623402238123,0.004916646046842037,-0.36431058524003523,0.02672099323774187,other_curves_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.0013816404339982303,0.001276196730340923,-7.631776044087779,0.02672099323774187,other_curves_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.005612615040270773,0.005266900100875223,-6.159605405234991,0.04828972806831262,other_curves_tau,400,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.004701998914275349,0.0032028825951781973,-31.882532225726568,0.04828972806831262,other_curves_tau,400,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,0.002769761568345797,-28.12453527463692,0.04828972806831262,other_curves_tau,400,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.008173606778800102,0.005905957084931111,-27.743562361607587,0.04828972806831262,other_curves_tau,400,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.006687305974578527,0.006638865175059897,-0.724369420253479,0.04828972806831262,other_curves_tau,400,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.0025579541942073844,0.0025255962182094763,-1.2649943486550463,0.04828972806831262,other_curves_tau,400,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.00744534704076948,0.007213991208593133,-3.107388156784119,0.020363296999888605,other_curves_tau,25,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.003408385839825258,0.002773923567543761,-18.614743227369612,0.020363296999888605,other_curves_tau,25,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0031360955249893426,0.0026795384372440443,-14.558137151987738,0.020363296999888605,other_curves_tau,25,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,0.0028915911138985783,-35.558943720450905,0.020363296999888605,other_curves_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.002926482771138891,0.002332595087485142,-20.293565009529413,0.020363296999888605,other_curves_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
0.002504818961791151,0.0020881730391727926,-16.633773896394576,0.020363296999888605,other_curves_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.007265129575917493,0.006931949289610828,-4.586019875145697,0.02933539389382345,other_curves_tau,100,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.0037480705220761528,0.002839408364396682,-24.243464799486738,0.02933539389382345,other_curves_tau,100,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.003248313740665229,0.0025944432639185212,-20.129535782242513,0.02933539389382345,other_curves_tau,100,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,0.004894271494075687,-13.672139492191459,0.02933539389382345,other_curves_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.004934623402238123,0.005059992279012197,2.540596648514515,0.02933539389382345,other_curves_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0013816404339982303,0.0013227987836287752,-4.25882515606304,0.02933539389382345,other_curves_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.005612615040270773,0.005238250113591827,-6.670062421756362,0.05271901553143667,other_curves_tau,400,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.004701998914275349,0.003066952359870851,-34.77343538809566,0.05271901553143667,other_curves_tau,400,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0038535563963712593,0.0026703524592785305,-30.70420711130386,0.05271901553143667,other_curves_tau,400,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,0.006568347860705259,-19.639541778036175,0.05271901553143667,other_curves_tau,400,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.006687305974578527,0.006849394910216989,2.4238301081875857,0.05271901553143667,other_curves_tau,400,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0025579541942073844,0.0026025455548088,1.7432431238368018,0.05271901553143667,other_curves_tau,400,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0
0.00744534704076948,0.007295783896300491,-2.008813607344373,0.013164132074861909,other_curves_tau,25,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.003408385839825258,0.0029982290194991495,-12.033755554715498,0.013164132074861909,other_curves_tau,25,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0031360955249893426,0.002840947946342022,-9.411307031163329,0.013164132074861909,other_curves_tau,25,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.004487187642230267,0.0028684826708220584,-36.07393094449832,0.013164132074861909,other_curves_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,0.00226661721833341,-22.548075775914544,0.013164132074861909,other_curves_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002504818961791151,0.0022354725021372516,-10.753130815541834,0.013164132074861909,other_curves_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.007265129575917493,0.007070719440758923,-2.675934862923879,0.017117152863536645,other_curves_tau,100,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.0037480705220761528,0.00321786768550932,-14.146020824419804,0.017117152863536645,other_curves_tau,100,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.003248313740665229,0.002866781420221973,-11.745550180910813,0.017117152863536645,other_curves_tau,100,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.0056693997340904675,0.004448003785526465,-21.543655516467997,0.017117152863536645,other_curves_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,0.004667630785895078,-5.410597619707902,0.017117152863536645,other_curves_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0013816404339982303,0.0012222151180248462,-11.538842672115102,0.017117152863536645,other_curves_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.005612615040270773,0.005416734370162843,-3.490007219495317,0.026355400498795593,other_curves_tau,400,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.004701998914275349,0.0038787042107260366,-17.509461796126224,0.026355400498795593,other_curves_tau,400,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0038535563963712593,0.00326204660963718,-15.349711432563451,0.026355400498795593,other_curves_tau,400,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.008173606778800102,0.005387563085727293,-34.085854243673374,0.026355400498795593,other_curves_tau,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,0.00615208065588257,-8.003601461195142,0.026355400498795593,other_curves_tau,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0025579541942073844,0.002387649692848112,-6.657840149950123,0.026355400498795593,other_curves_tau,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.00744534704076948,0.00728514844824348,-2.1516605156049806,0.014100234638063053,other_curves_tau,25,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.003408385839825258,0.0029690627327558705,-12.889476946421963,0.014100234638063053,other_curves_tau,25,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0031360955249893426,0.0028199599766587057,-10.080545882980118,0.014100234638063053,other_curves_tau,25,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.004487187642230267,0.0028260606939437493,-37.01933328245859,0.014100234638063053,other_curves_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,0.0022398852630753333,-23.461525720732546,0.014100234638063053,other_curves_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,0.0022163192522429696,-11.517786871985368,0.014100234638063053,other_curves_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.007265129575917493,0.007060345610878275,-2.818724193413391,0.01803053339126788,other_curves_tau,100,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.0037480705220761528,0.0031895757756029855,-14.900860140801264,0.01803053339126788,other_curves_tau,100,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.003248313740665229,0.002846422649404709,-12.37229908642432,0.01803053339126788,other_curves_tau,100,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.0056693997340904675,0.004431253990453002,-21.839097641896988,0.01803053339126788,other_curves_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,0.004675793911889342,-5.245172108400165,0.01803053339126788,other_curves_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,0.0012229178274988485,-11.487982154667097,0.01803053339126788,other_curves_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.005612615040270773,0.005388583887384442,-3.991564560884675,0.030319283291837206,other_curves_tau,400,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.004701998914275349,0.0037548797327352596,-20.142905151777455,0.030319283291837206,other_curves_tau,400,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0038535563963712593,0.00317308285188066,-17.65832582939163,0.030319283291837206,other_curves_tau,400,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.008173606778800102,0.005176766699158738,-36.664842837977886,0.030319283291837206,other_curves_tau,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,0.006139655295208737,-8.189406637765018,0.030319283291837206,other_curves_tau,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,0.0023783436374824668,-7.021648672664071,0.030319283291837206,other_curves_tau,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.00744534704076948,0.007194384029924619,-3.3707362392999207,0.022089066343158444,other_curves_tau,25,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,0.0027201535155246515,-20.192324362428728,0.022089066343158444,other_curves_tau,25,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0031360955249893426,0.0026408456742063216,-15.791924921824696,0.022089066343158444,other_curves_tau,25,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.004487187642230267,0.003050882745600338,-32.00902237990749,0.022089066343158444,other_curves_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002926482771138891,0.002449045658640591,-16.31436607817436,0.022089066343158444,other_curves_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002504818961791151,0.0020528627080286022,-18.04346983381836,0.022089066343158444,other_curves_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,0.00707522730950772,-2.6138868471012877,0.016720250313168705,other_curves_tau,100,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,0.0032301617194367737,-13.818011149707399,0.016720250313168705,other_curves_tau,100,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,0.002875628168991425,-11.473201218472228,0.016720250313168705,other_curves_tau,100,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0056693997340904675,0.004455464987594871,-21.41205071845841,0.016720250313168705,other_curves_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,0.0046650576913026326,-5.462741306929875,0.016720250313168705,other_curves_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,0.0012219097609760417,-11.560943722525218,0.016720250313168705,other_curves_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,0.005405935321023926,-3.6824139507860565,0.027876019715167843,other_curves_tau,400,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,0.003831202836310883,-18.51969968178244,0.027876019715167843,other_curves_tau,400,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,0.00322791845634195,-16.235338883802186,0.027876019715167843,other_curves_tau,400,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,0.005295771428102457,-35.20887936720778,0.027876019715167843,other_curves_tau,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,0.006145447939830999,-8.102785139596957,0.027876019715167843,other_curves_tau,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,0.002383079969569107,-6.836487730479646,0.027876019715167843,other_curves_tau,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,0.007355517848103242,-1.2065145140226385,0.007906515743802498,train_only_tau,25,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.003408385839825258,0.00316204135323894,-7.227599754344349,0.007906515743802498,train_only_tau,25,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,0.0029588267947722965,-5.652529675978169,0.007906515743802498,train_only_tau,25,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,0.0033491410503080367,-25.362135097978367,0.007906515743802498,train_only_tau,25,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,0.002511038324880058,-14.196032532839942,0.007906515743802498,train_only_tau,25,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,0.002343046654153967,-6.458443109257816,0.007906515743802498,train_only_tau,25,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.007265129575917493,0.007132344271737798,-1.8277073077932804,0.01169129555833696,train_only_tau,100,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0037480705220761528,0.003385933306991962,-9.661963747779046,0.01169129555833696,train_only_tau,100,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,0.0029877209213499205,-8.022403010305922,0.01169129555833696,train_only_tau,100,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,0.0046425392939489375,-18.11233090457446,0.01169129555833696,train_only_tau,100,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,0.004664853471078,-5.4668798238537875,0.01169129555833696,train_only_tau,100,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,0.001233440851538845,-10.726349548885239,0.01169129555833696,train_only_tau,100,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.005612615040270773,0.005612615040270773,0.0,0.0,train_only_tau,400,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,0
0.004701998914275349,0.004701998914275349,0.0,0.0,train_only_tau,400,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,0
0.0038535563963712593,0.0038535563963712593,0.0,0.0,train_only_tau,400,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0
0.008173606778800102,0.008173606778800102,0.0,0.0,train_only_tau,400,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.006687305974578527,0.006687305974578527,0.0,0.0,train_only_tau,400,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0025579541942073844,0.0025579541942073844,0.0,0.0,train_only_tau,400,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.00744534704076948,0.007247301935124974,-2.659984881296251,0.01743137948015631,train_only_tau,25,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.003408385839825258,0.002865273757629454,-15.934583340002618,0.01743137948015631,train_only_tau,25,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,0.0027452737513400747,-12.46204940299438,0.01743137948015631,train_only_tau,25,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.004487187642230267,0.002767657540418452,-38.32088690984978,0.01743137948015631,train_only_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.002926482771138891,0.002194498023624491,-25.01244000932681,0.01743137948015631,train_only_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.002504818961791151,0.002148161924079615,-14.238834947835787,0.01743137948015631,train_only_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.007265129575917493,0.006953249529032677,-4.29283529806046,0.027459980073879144,train_only_tau,100,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.0037480705220761528,0.002897499200822473,-22.693578369025104,0.027459980073879144,train_only_tau,100,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,0.0026362452500443153,-18.842653126713273,0.027459980073879144,train_only_tau,100,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.0056693997340904675,0.004725362251312446,-16.65145389381283,0.027459980073879144,train_only_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.004934623402238123,0.0049517710424969025,0.347496432068195,0.027459980073879144,train_only_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0013816404339982303,0.0012893692729030405,-6.678377298800742,0.027459980073879144,train_only_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.005612615040270773,0.005258163326168443,-6.3152685790691665,0.049636215126269034,train_only_tau,400,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.004701998914275349,0.0031615603048210797,-32.7613561282941,0.049636215126269034,train_only_tau,400,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,0.002739541565711868,-28.908746001704166,0.049636215126269034,train_only_tau,400,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.008173606778800102,0.006093182683847016,-25.452950591519595,0.049636215126269034,train_only_tau,400,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.006687305974578527,0.006702865438322115,0.2326716289450026,0.049636215126269034,train_only_tau,400,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0025579541942073844,0.0025475703609758207,-0.40594289198291333,0.049636215126269034,train_only_tau,400,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.00744534704076948,0.007203493838807203,-3.248380507153381,0.021287246297632033,train_only_tau,25,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.003408385839825258,0.0027451359418993295,-19.45935492913361,0.021287246297632033,train_only_tau,25,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0031360955249893426,0.0026588229509156534,-15.218687385975304,0.021287246297632033,train_only_tau,25,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,0.002968785461827119,-33.83861566458711,0.021287246297632033,train_only_tau,25,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.002926482771138891,0.0023949408603200113,-18.163165560411652,0.021287246297632033,train_only_tau,25,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
0.002504818961791151,0.002069268452768502,-17.388502549150086,0.021287246297632033,train_only_tau,25,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.007265129575917493,0.006917382388704667,-4.786524226154764,0.030617960100340864,train_only_tau,100,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.0037480705220761528,0.002799680949084006,-25.303407910980535,0.030617960100340864,train_only_tau,100,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.003248313740665229,0.002565855538798812,-21.009614721718805,0.030617960100340864,train_only_tau,100,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,0.005031930192756718,-11.24403942626595,0.030617960100340864,train_only_tau,100,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.004934623402238123,0.005135635131800031,4.073496864436277,0.030617960100340864,train_only_tau,100,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0013816404339982303,0.0013456607036494677,-2.6041312532120497,0.030617960100340864,train_only_tau,100,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.005612615040270773,0.005223940886028417,-6.925010025693923,0.05498916147322445,train_only_tau,400,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.004701998914275349,0.002997283936988308,-36.255112099483846,0.05498916147322445,train_only_tau,400,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0038535563963712593,0.002619402235928914,-32.026368203784415,0.05498916147322445,train_only_tau,400,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
