cosine_to_wsd,max_cosine_kappa,max_kappa,mean_offdiag,mean_tau,median_offdiag,mode,worst_offdiag,wsdcon9_to_wsd
-4.272656284804155,0.008872855850635438,0.05271901553143667,-12.078853252037236,0.042998392690489856,-9.984551704002955,other_curves_tau,-2.7249185632545228,-15.977747413000229
-5.629854500707798,0.01169129555833696,0.05498916147322445,-12.076420313858597,0.08373947591240764,-9.968584321261721,train_only_tau,-2.709186946517827,-15.38182066543881
