base_mae,basis_dim,block_label,coef,config,corr_mae,delta_pct,denominator,end,experiment,group,lambda,locality_factor,mask_step_max,mask_step_min,mode,n_cal,nonharm,reference_config,ridge,source_dot,source_full_norm,source_perp_norm,source_retention,start,test_curve,test_label,test_scale,too_few_points,train_scale,win
0.003408385839825258,4.0,,0.32904826814368787,suffix_ge_2160,0.009581814967191425,181.1247146738137,0.007697431615632763,,prefix_start_sweep,core_wsd,9.026941864314445,0.8168498168498168,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.00253282654227843,0.34186818239042904,0.07658935816502793,0.050190265630833356,2160,wsd_20000_24000.csv,WSD sharp,25,0.0,25,0
0.0031360955249893426,4.0,,0.3290411503820812,suffix_ge_2160,0.007243359185399536,130.96742837334813,0.007697889928533963,,prefix_start_sweep,core_wsd,9.026482506002322,0.8168498168498168,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.002532922557599452,0.3418857108932003,0.07659235012083211,0.05018904027651736,2160,wsdld_20000_24000.csv,WSD linear,25,0.0,25,0
0.004487187642230267,4.0,,0.38805320376187463,suffix_ge_2160,0.05115569263436607,1040.0390782173786,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_3.csv,WSD-con 3e-5,25,0.0,25,0
0.002926482771138891,4.0,,0.38805320376187463,suffix_ge_2160,0.01618545661283972,453.06857680699324,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_9.csv,WSD-con 9e-5,25,0.0,25,0
0.002504818961791151,4.0,,0.38805320376187463,suffix_ge_2160,0.005900146611831782,135.5518183882117,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_18.csv,WSD-con 18e-5,25,0.0,25,0
0.004428106847791531,4.0,,0.32902761115393514,suffix_ge_2160,0.004428106847791531,0.0,0.007698761770978349,,prefix_start_sweep,extra_control,9.02560883338251,0.0,71920,2160,suffix,546.0,1,,0.0018315018315018315,0.0025331051943482453,0.34191905398317995,0.07659804135535397,0.05018670960278536,2160,cosine_24000.csv,Cosine 24k,25,0.0,25,0
0.003761619732988638,4.0,,0.3290236602728021,suffix_ge_2160,0.003761619732988638,0.0,0.007699016195884253,,prefix_start_sweep,extra_control,9.025353913540956,0.0,71920,2160,suffix,546.0,1,,0.0018315018315018315,0.0025331584892694216,0.34192878402800847,0.07659970211679952,0.050186029529723446,2160,constant_24000.csv,Constant 24k,25,0.0,25,0
0.0015795124507172926,4.0,,0.3290236602728021,suffix_ge_2160,0.0015795124507172926,0.0,0.007699016195884253,,prefix_start_sweep,extra_control,9.025353913540956,0.0,71920,2160,suffix,546.0,1,,0.0018315018315018315,0.0025331584892694216,0.34192878402800847,0.07659970211679952,0.050186029529723446,2160,constant_72000.csv,Constant 72k,25,0.0,25,0
0.0037480705220761528,4.0,,0.32904826814368787,suffix_ge_2160,0.008181420419461497,118.28352404985161,0.007697431615632763,,prefix_start_sweep,core_wsd,9.026941864314445,0.8168498168498168,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.00253282654227843,0.34186818239042904,0.07658935816502793,0.050190265630833356,2160,wsd_20000_24000.csv,WSD sharp,100,0.0,25,0
0.003248313740665229,4.0,,0.3290411503820812,suffix_ge_2160,0.006085698625277528,87.34947148397141,0.007697889928533963,,prefix_start_sweep,core_wsd,9.026482506002322,0.8168498168498168,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.002532922557599452,0.3418857108932003,0.07659235012083211,0.05018904027651736,2160,wsdld_20000_24000.csv,WSD linear,100,0.0,25,0
0.0056693997340904675,4.0,,0.38805320376187463,suffix_ge_2160,0.04578418992429725,707.5667984565271,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_3.csv,WSD-con 3e-5,100,0.0,25,0
0.004934623402238123,4.0,,0.38805320376187463,suffix_ge_2160,0.016601502274154547,236.42896166351525,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_9.csv,WSD-con 9e-5,100,0.0,25,0
0.0013816404339982303,4.0,,0.38805320376187463,suffix_ge_2160,0.0049846246701423244,260.7758246997503,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_18.csv,WSD-con 18e-5,100,0.0,25,0
0.0032781062167547585,4.0,,0.32902761115393514,suffix_ge_2160,0.0032781062167547585,0.0,0.007698761770978349,,prefix_start_sweep,extra_control,9.02560883338251,0.0,71920,2160,suffix,546.0,1,,0.0018315018315018315,0.0025331051943482453,0.34191905398317995,0.07659804135535397,0.05018670960278536,2160,cosine_24000.csv,Cosine 24k,100,0.0,25,0
0.001848699219840022,4.0,,0.3290236602728021,suffix_ge_2160,0.001848699219840022,0.0,0.007699016195884253,,prefix_start_sweep,extra_control,9.025353913540956,0.0,71920,2160,suffix,546.0,1,,0.0018315018315018315,0.0025331584892694216,0.34192878402800847,0.07659970211679952,0.050186029529723446,2160,constant_24000.csv,Constant 24k,100,0.0,25,0
0.004776169698442608,4.0,,0.3290236602728021,suffix_ge_2160,0.004776169698442608,0.0,0.007699016195884253,,prefix_start_sweep,extra_control,9.025353913540956,0.0,71920,2160,suffix,546.0,1,,0.0018315018315018315,0.0025331584892694216,0.34192878402800847,0.07659970211679952,0.050186029529723446,2160,constant_72000.csv,Constant 72k,100,0.0,25,0
0.004701998914275349,4.0,,0.32904826814368787,suffix_ge_2160,0.007635673988113843,62.392083182575966,0.007697431615632763,,prefix_start_sweep,core_wsd,9.026941864314445,0.8168498168498168,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.00253282654227843,0.34186818239042904,0.07658935816502793,0.050190265630833356,2160,wsd_20000_24000.csv,WSD sharp,400,0.0,25,0
0.0038535563963712593,4.0,,0.3290411503820812,suffix_ge_2160,0.005895810203328171,52.99659838584485,0.007697889928533963,,prefix_start_sweep,core_wsd,9.026482506002322,0.8168498168498168,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.002532922557599452,0.3418857108932003,0.07659235012083211,0.05018904027651736,2160,wsdld_20000_24000.csv,WSD linear,400,0.0,25,0
0.008173606778800102,4.0,,0.38805320376187463,suffix_ge_2160,0.0431038672925237,427.35430586558516,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_3.csv,WSD-con 3e-5,400,0.0,25,0
0.006687305974578527,4.0,,0.38805320376187463,suffix_ge_2160,0.01700389168897259,154.271178163704,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_9.csv,WSD-con 9e-5,400,0.0,25,0
0.0025579541942073844,4.0,,0.38805320376187463,suffix_ge_2160,0.005847158163113117,128.58728965336047,0.003775717862314197,,prefix_start_sweep,core_wsd,18.05070782708191,0.9998554913294798,71920,2160,suffix,546.0,0,,0.0018315018315018315,0.001465179412971961,0.16976091450824993,0.0440932651412023,0.06746353710974382,2160,wsdcon_18.csv,WSD-con 18e-5,400,0.0,25,0
