best_delta,block_label,config,end,experiment,group,mean_coef,mean_delta,mean_delta_vs_suffix8k,mean_n_cal,mean_source_retention,median_delta,mode,nonharm,reference_config,rows,split,start,wins,wins_vs_suffix8k,worst_delta,worst_delta_vs_suffix8k
0.0,2.16k-5k,only_2.16k-5k,5000,only_window,extra_control,1.413765176200552e-05,0.0,0.0,23.0,0.007955518080257105,0.0,only_window,9,,9,same_scale,2160,0,0,0.0,0.0
0.0,2.16k-5k,only_2.16k-5k,5000,only_window,extra_control,1.413765176200552e-05,0.0,0.0,23.0,0.007955518080257105,0.0,only_window,18,,18,cross_scale,2160,0,0,0.0,0.0
-3.294443773338429e-06,5k-8k,only_5k-8k,8000,only_window,core_wsd,5.687675011601867e-10,-4.774643858063143e-07,26.592634556433207,23.0,8.688651498360762e-10,0.0,only_window,45,,45,all,5000,15,-30,0.0,3.1527952352987443
-1.6486973231089053e-06,5k-8k,only_5k-8k,8000,only_window,core_wsd,5.687675011601866e-10,-3.606709249777869e-07,29.88220926925211,23.0,8.688651498360763e-10,0.0,only_window,15,,15,same_scale,5000,5,-10,0.0,4.665186792735431
-3.294443773338429e-06,5k-8k,only_5k-8k,8000,only_window,core_wsd,5.687675011601867e-10,-5.358611162205781e-07,24.947847200023745,23.0,8.688651498360762e-10,0.0,only_window,30,,30,cross_scale,5000,10,-20,0.0,3.1527952352987443
0.0,5k-8k,only_5k-8k,8000,only_window,extra_control,8.120938498024028e-10,0.0,0.0,23.0,9.14082122164014e-10,0.0,only_window,27,,27,all,5000,0,0,0.0,0.0
0.0,5k-8k,only_5k-8k,8000,only_window,extra_control,8.120938498024029e-10,0.0,0.0,23.0,9.140821221640142e-10,0.0,only_window,9,,9,same_scale,5000,0,0,0.0,0.0
0.0,5k-8k,only_5k-8k,8000,only_window,extra_control,8.120938498024028e-10,0.0,0.0,23.0,9.14082122164014e-10,0.0,only_window,18,,18,cross_scale,5000,0,0,0.0,0.0
-1.1218679174529456e-05,8k-12k,only_8k-12k,12000,only_window,core_wsd,1.9200366597261618e-09,-1.6150430020505585e-06,26.592633418854593,31.0,9.89734639427088e-10,0.0,only_window,45,,45,all,8000,15,-30,0.0,3.1527952352987443
-1.1218679174529456e-05,8k-12k,only_8k-12k,12000,only_window,core_wsd,1.9200366597261618e-09,-2.029948306484878e-06,29.88220759997473,31.0,9.897346394270873e-10,0.0,only_window,15,,15,same_scale,8000,5,-10,0.0,4.665186792735431
-7.3134903799676465e-06,8k-12k,only_8k-12k,12000,only_window,core_wsd,1.9200366597261618e-09,-1.4075903498333986e-06,24.94784632829451,31.0,9.897346394270875e-10,0.0,only_window,30,,30,cross_scale,8000,10,-20,0.0,3.1527952352987443
0.0,8k-12k,only_8k-12k,12000,only_window,extra_control,2.723380579447689e-09,0.0,0.0,31.0,1.0008828637719753e-09,0.0,only_window,27,,27,all,8000,0,0,0.0,0.0
0.0,8k-12k,only_8k-12k,12000,only_window,extra_control,2.723380579447689e-09,0.0,0.0,31.0,1.0008828637719755e-09,0.0,only_window,9,,9,same_scale,8000,0,0,0.0,0.0
0.0,8k-12k,only_8k-12k,12000,only_window,extra_control,2.723380579447689e-09,0.0,0.0,31.0,1.0008828637719753e-09,0.0,only_window,18,,18,cross_scale,8000,0,0,0.0,0.0
-0.0017684979340515383,12k-20k,only_12k-20k,20000,only_window,core_wsd,6.078573096739628e-07,-0.0005111196553267108,26.59212391424227,63.0,1.3053557506024934e-07,-0.0004413806190206593,only_window,45,,45,all,12000,45,0,-0.00011525516330213037,3.152679980135442
-0.001023881445694208,12k-20k,only_12k-20k,20000,only_window,core_wsd,6.078573096739625e-07,-0.0004852599824685851,29.881724369940567,63.0,1.3053557506024937e-07,-0.00047087442704984994,only_window,15,,15,same_scale,12000,15,0,-0.00016754696408050052,4.665019245771351
-0.0017684979340515383,12k-20k,only_12k-20k,20000,only_window,core_wsd,6.078573096739628e-07,-0.0005240494917557736,24.947323686393105,63.0,1.305355750602494e-07,-0.0004172208452113413,only_window,30,,30,cross_scale,12000,30,0,-0.00011525516330213037,3.152679980135442
0.0,12k-20k,only_12k-20k,20000,only_window,extra_control,8.631962673516389e-07,0.0,0.0,63.0,1.3089356785399582e-07,0.0,only_window,27,,27,all,12000,0,0,0.0,0.0
0.0,12k-20k,only_12k-20k,20000,only_window,extra_control,8.63196267351639e-07,0.0,0.0,63.0,1.3089356785399582e-07,0.0,only_window,9,,9,same_scale,12000,0,0,0.0,0.0
0.0,12k-20k,only_12k-20k,20000,only_window,extra_control,8.63196267351639e-07,0.0,0.0,63.0,1.3089356785399585e-07,0.0,only_window,18,,18,cross_scale,12000,0,0,0.0,0.0
-1.190155890506972e-05,20k-32k,only_20k-32k,32000,only_window,core_wsd,1.9427503470025173e-09,-1.6523800604338767e-06,26.592633381517533,93.66666666666667,1.5465233828306853e-08,0.0,only_window,45,,45,all,20000,15,-30,0.0,3.1527952352987443
-7.758661801915423e-06,20k-32k,only_20k-32k,32000,only_window,core_wsd,1.9427503470025173e-09,-1.6303753058721782e-06,29.88220799954773,93.66666666666667,1.5465233828306853e-08,0.0,only_window,15,,15,same_scale,20000,5,-10,0.0,4.665186792735431
-1.190155890506972e-05,20k-32k,only_20k-32k,32000,only_window,core_wsd,1.942750347002517e-09,-1.663382437714726e-06,24.947846072502422,93.66666666666667,1.5465233828306853e-08,0.0,only_window,30,,30,cross_scale,20000,10,-20,0.0,3.1527952352987443
0.0,20k-32k,only_20k-32k,32000,only_window,extra_control,2.6536611781217594e-09,0.0,0.0,93.66666666666667,1.52730243240228e-08,0.0,only_window,27,,27,all,20000,0,0,0.0,0.0
0.0,20k-32k,only_20k-32k,32000,only_window,extra_control,2.6536611781217594e-09,0.0,0.0,93.66666666666667,1.5273024324022794e-08,0.0,only_window,9,,9,same_scale,20000,0,0,0.0,0.0
0.0,20k-32k,only_20k-32k,32000,only_window,extra_control,2.6536611781217594e-09,0.0,0.0,93.66666666666667,1.5273024324022797e-08,0.0,only_window,18,,18,cross_scale,20000,0,0,0.0,0.0
0.0,32k-48k,only_32k-48k,48000,only_window,core_wsd,0.0,0.0,26.592635033897594,125.0,2.3042508112278734e-09,0.0,only_window,45,,45,all,32000,0,-45,0.0,3.1527952352987443
0.0,32k-48k,only_32k-48k,48000,only_window,core_wsd,0.0,0.0,29.882209629923036,125.0,2.3042508112278726e-09,0.0,only_window,15,,15,same_scale,32000,0,-15,0.0,4.665186792735431
0.0,32k-48k,only_32k-48k,48000,only_window,core_wsd,0.0,0.0,24.94784773588486,125.0,2.3042508112278734e-09,0.0,only_window,30,,30,cross_scale,32000,0,-30,0.0,3.1527952352987443
0.0,32k-48k,only_32k-48k,48000,only_window,extra_control,0.0,0.0,0.0,125.0,2.7653589226436686e-09,0.0,only_window,27,,27,all,32000,0,0,0.0,0.0
0.0,32k-48k,only_32k-48k,48000,only_window,extra_control,0.0,0.0,0.0,125.0,2.7653589226436686e-09,0.0,only_window,9,,9,same_scale,32000,0,0,0.0,0.0
0.0,32k-48k,only_32k-48k,48000,only_window,extra_control,0.0,0.0,0.0,125.0,2.7653589226436678e-09,0.0,only_window,18,,18,cross_scale,32000,0,0,0.0,0.0
-0.0013905994312612968,48k-60k,only_48k-60k,60000,only_window,core_wsd,3.398870511862644e-07,-0.0003026739835289129,26.592332359914064,93.33333333333333,8.968194360803562e-09,-0.00025435966178877223,only_window,45,,45,all,48000,45,0,-2.728058562384561e-05,3.1527679547131204
-0.0006959224844615974,48k-60k,only_48k-60k,60000,only_window,core_wsd,3.3988705118626435e-07,-0.0002621115413337094,29.8819475183817,93.33333333333333,8.968194360803562e-09,-0.00024007009669091417,only_window,15,,15,same_scale,48000,15,0,-3.2637776592459034e-05,4.665154154958839
-0.0013905994312612968,48k-60k,only_48k-60k,60000,only_window,core_wsd,3.398870511862644e-07,-0.00032295520462651456,24.947524780680233,93.33333333333333,8.968194360803562e-09,-0.00025571241864530414,only_window,30,,30,cross_scale,48000,30,0,-2.728058562384561e-05,3.1527679547131204
0.0,48k-60k,only_48k-60k,60000,only_window,extra_control,3.8830089120451886e-07,0.0,0.0,93.33333333333333,4.860197922901462e-09,0.0,only_window,27,,27,all,48000,0,0,0.0,0.0
0.0,48k-60k,only_48k-60k,60000,only_window,extra_control,3.883008912045189e-07,0.0,0.0,93.33333333333333,4.860197922901461e-09,0.0,only_window,9,,9,same_scale,48000,0,0,0.0,0.0
0.0,48k-60k,only_48k-60k,60000,only_window,extra_control,3.8830089120451897e-07,0.0,0.0,93.33333333333333,4.860197922901461e-09,0.0,only_window,18,,18,cross_scale,48000,0,0,0.0,0.0
-0.00013131962985912793,60k-72k,only_60k-72k,72050,only_window,core_wsd,9.725269435290831e-09,-1.0649015967799534e-05,26.592624384881624,94.0,2.569353958538428e-07,0.0,only_window,45,,45,all,60000,9,-36,0.0,3.1527952352987443
-0.00013131962985912793,60k-72k,only_60k-72k,72050,only_window,core_wsd,9.72526943529083e-09,-1.456713125014275e-05,29.882195062791787,94.0,2.569353958538428e-07,0.0,only_window,15,,15,same_scale,60000,3,-12,0.0,4.665186792735431
-8.560765895060385e-05,60k-72k,only_60k-72k,72050,only_window,core_wsd,9.72526943529083e-09,-8.689958326627925e-06,24.947839045926532,94.0,2.569353958538428e-07,0.0,only_window,30,,30,cross_scale,60000,6,-24,0.0,3.1527952352987443
0.0,60k-72k,only_60k-72k,72050,only_window,extra_control,0.0,0.0,0.0,94.0,6.196353260394032e-07,0.0,only_window,27,,27,all,60000,0,0,0.0,0.0
0.0,60k-72k,only_60k-72k,72050,only_window,extra_control,0.0,0.0,0.0,94.0,6.196353260394032e-07,0.0,only_window,9,,9,same_scale,60000,0,0,0.0,0.0
0.0,60k-72k,only_60k-72k,72050,only_window,extra_control,0.0,0.0,0.0,94.0,6.196353260394032e-07,0.0,only_window,18,,18,cross_scale,60000,0,0,0.0,0.0
