base_mae,config_id,corr_mae,curvature_lambda,curvature_mode,curvature_tau,delta_pct,scale,shrink_curvature,signed_curvature_coef,step_curvature_coef,step_fit_start_step,step_idx,step_max_mode,step_nuisance_lambda,step_primary_coef,step_response_lambda,step_retention_power,step_rho,step_ridge_tau,target_retention,test_curve,test_label,win
0.0025579541942073844,10,0.0022142485996102385,4.0,signed_d2_lr,0.01,-13.436737662288268,400,0,0,0.04956095256660898,3000,0,16,0.015,0.05899191949939431,20.0,0.0,0.75,0.05,0.8198986007746868,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,11,0.0029364336358545734,4.0,signed_d2_lr,0.01,-13.846795115041333,25,0,1,0.0013642496608894824,3000,0,16,0.015,0.02823553925170495,20.0,0.0,0.75,0.05,0.15919710507235646,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,11,0.002770464113399301,4.0,signed_d2_lr,0.01,-11.658809774019375,25,0,1,0.0013642496608894824,3000,0,16,0.015,0.02823553925170495,20.0,0.0,0.75,0.05,0.20868325189423623,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,11,0.0017980206441649542,4.0,signed_d2_lr,0.01,-59.929898468179864,25,0,1,0.0013642496608894824,3000,0,16,0.015,0.02823553925170495,20.0,0.0,0.75,0.05,0.3624855375124594,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,11,0.002299494786766283,4.0,signed_d2_lr,0.01,-21.4246258531228,25,0,1,0.0013642496608894824,3000,0,16,0.015,0.02823553925170495,20.0,0.0,0.75,0.05,0.6747669115895301,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,11,0.0021940610707638225,4.0,signed_d2_lr,0.01,-12.406401251654176,25,0,1,0.0013642496608894824,3000,0,16,0.015,0.02823553925170495,20.0,0.0,0.75,0.05,0.8187366754659827,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,11,0.0031312718695726753,4.0,signed_d2_lr,0.01,-16.456431352359314,100,0,1,0.0029955692696415474,3000,0,16,0.015,0.03711952558164653,20.0,0.0,0.75,0.05,0.16073513643821816,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,11,0.0027704831562234524,4.0,signed_d2_lr,0.01,-14.710111848491604,100,0,1,0.0029955692696415474,3000,0,16,0.015,0.03711952558164653,20.0,0.0,0.75,0.05,0.2108121115270438,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,11,0.0029644704375847114,4.0,signed_d2_lr,0.01,-47.711035089673445,100,0,1,0.0029955692696415474,3000,0,16,0.015,0.03711952558164653,20.0,0.0,0.75,0.05,0.3969157435284519,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,11,0.004469189337293253,4.0,signed_d2_lr,0.01,-9.432007815100329,100,0,1,0.0029955692696415474,3000,0,16,0.015,0.03711952558164653,20.0,0.0,0.75,0.05,0.7063384146932475,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,11,0.0012169994452804302,4.0,signed_d2_lr,0.01,-11.916341232237782,100,0,1,0.0029955692696415474,3000,0,16,0.015,0.03711952558164653,20.0,0.0,0.75,0.05,0.8378966698034583,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,11,0.0037248438709080764,4.0,signed_d2_lr,0.01,-20.78169436408446,400,0,1,0.04956095256660898,3000,0,16,0.015,0.05899191949939431,20.0,0.0,0.75,0.05,0.15964693135833502,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,11,0.0030913684370829572,4.0,signed_d2_lr,0.01,-19.778819378536262,400,0,1,0.04956095256660898,3000,0,16,0.015,0.05899191949939431,20.0,0.0,0.75,0.05,0.2112846726995863,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,11,0.0028252324671070852,4.0,signed_d2_lr,0.01,-65.43469066269624,400,0,1,0.04956095256660898,3000,0,16,0.015,0.05899191949939431,20.0,0.0,0.75,0.05,0.3906086432321906,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,11,0.005439118290389952,4.0,signed_d2_lr,0.01,-18.66503026679952,400,0,1,0.04956095256660898,3000,0,16,0.015,0.05899191949939431,20.0,0.0,0.75,0.05,0.694068640447846,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,11,0.0022142485996102385,4.0,signed_d2_lr,0.01,-13.436737662288268,400,0,1,0.04956095256660898,3000,0,16,0.015,0.05899191949939431,20.0,0.0,0.75,0.05,0.8198986007746868,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,262,0.0029364345941585743,10.0,signed_d2_lr,0.003,-13.846766998975667,25,0,0,0.0,3000,0,16,0.015,0.028235628434749728,20.0,0.0,0.75,0.05,0.159204462029602,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,262,0.00277045164609742,10.0,signed_d2_lr,0.003,-11.659207316179089,25,0,0,0.0,3000,0,16,0.015,0.028235628434749728,20.0,0.0,0.75,0.05,0.20867011130838464,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,262,0.0018109457613119165,10.0,signed_d2_lr,0.003,-59.641853523829425,25,0,0,0.0,3000,0,16,0.015,0.028235628434749728,20.0,0.0,0.75,0.05,0.3663942360693223,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,262,0.002309546583664427,10.0,signed_d2_lr,0.003,-21.08114879604681,25,0,0,0.0,3000,0,16,0.015,0.028235628434749728,20.0,0.0,0.75,0.05,0.6796844693526148,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,262,0.00219985311323118,10.0,signed_d2_lr,0.003,-12.175165279884947,25,0,0,0.0,3000,0,16,0.015,0.028235628434749728,20.0,0.0,0.75,0.05,0.8227402815643826,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,262,0.0031312031363990352,10.0,signed_d2_lr,0.003,-16.45826518054465,100,0,0,0.0052647416693007935,3000,0,16,0.015,0.03711974999377582,20.0,0.0,0.75,0.05,0.16074456373952178,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,262,0.0027704380804075045,10.0,signed_d2_lr,0.003,-14.711499516664894,100,0,0,0.0052647416693007935,3000,0,16,0.015,0.03711974999377582,20.0,0.0,0.75,0.05,0.21080803675678955,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,262,0.002945622081721878,10.0,signed_d2_lr,0.003,-48.04349278796375,100,0,0,0.0052647416693007935,3000,0,16,0.015,0.03711974999377582,20.0,0.0,0.75,0.05,0.3928820051425681,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,262,0.004454687132619862,10.0,signed_d2_lr,0.003,-9.725894571824545,100,0,0,0.0052647416693007935,3000,0,16,0.015,0.03711974999377582,20.0,0.0,0.75,0.05,0.7011461292629669,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,262,0.0012086290650602791,10.0,signed_d2_lr,0.003,-12.522170362174911,100,0,0,0.0052647416693007935,3000,0,16,0.015,0.03711974999377582,20.0,0.0,0.75,0.05,0.833349355427359,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,262,0.003724551082652526,10.0,signed_d2_lr,0.003,-20.78792125313501,400,0,0,0.06720564215044006,3000,0,16,0.015,0.058995457920112404,20.0,0.0,0.75,0.05,0.15974234188590933,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,262,0.0030912945376877486,10.0,signed_d2_lr,0.003,-19.780737071898113,400,0,0,0.06720564215044006,3000,0,16,0.015,0.058995457920112404,20.0,0.0,0.75,0.05,0.2111945725702378,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,262,0.0028486874438226296,10.0,signed_d2_lr,0.003,-65.14773072750117,400,0,0,0.06720564215044006,3000,0,16,0.015,0.058995457920112404,20.0,0.0,0.75,0.05,0.417792075887696,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,262,0.005474624503325891,10.0,signed_d2_lr,0.003,-18.134080837075295,400,0,0,0.06720564215044006,3000,0,16,0.015,0.058995457920112404,20.0,0.0,0.75,0.05,0.7363388848385999,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,262,0.002232211327016088,10.0,signed_d2_lr,0.003,-12.734507440710141,400,0,0,0.06720564215044006,3000,0,16,0.015,0.058995457920112404,20.0,0.0,0.75,0.05,0.8712809589285903,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,1034,0.00293643126224016,4.0,signed_d2_lr,0.01,-13.846864755467191,25,0,0,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.15924365274364996,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,1034,0.0027704622736047543,4.0,signed_d2_lr,0.01,-11.658868439150327,25,0,0,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.20874236323733295,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,1034,0.0017980216183649826,4.0,signed_d2_lr,0.01,-59.92987675747583,25,0,0,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.36258176039760726,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,1034,0.0022994974236764357,4.0,signed_d2_lr,0.01,-21.424535748025363,25,0,0,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.6749779554026637,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,1034,0.0021940610148536315,4.0,signed_d2_lr,0.01,-12.406403483759243,25,0,0,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.8189896735122976,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,1034,0.0031312357424482904,4.0,signed_d2_lr,0.01,-16.457395238288676,100,0,0,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.16078126691692526,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,1034,0.0027704551746010582,4.0,signed_d2_lr,0.01,-14.710973268435247,100,0,0,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.21087124850951236,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,1034,0.0029643693796097526,4.0,signed_d2_lr,0.01,-47.712817605983794,100,0,0,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.3970526201105777,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,1034,0.004469252756740212,4.0,signed_d2_lr,0.01,-9.430722621848709,100,0,0,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.7066431898304797,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,1034,0.001217010417050023,4.0,signed_d2_lr,0.01,-11.91554712044699,100,0,0,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.8382132859893427,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,1034,0.0037248411167337117,4.0,signed_d2_lr,0.01,-20.781752938627218,400,0,0,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.1596936107072192,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,1034,0.0030913664712339454,4.0,signed_d2_lr,0.01,-19.77887039242602,400,0,0,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.21134510678945706,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,1034,0.00282505059854702,4.0,signed_d2_lr,0.01,-65.43691573376935,400,0,0,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.3907644543257616,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,1034,0.005438981763504119,4.0,signed_d2_lr,0.01,-18.66707184955875,400,0,0,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.6944308778575933,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,1034,0.0022141699631196346,4.0,signed_d2_lr,0.01,-13.439811856923257,400,0,0,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.8203174611094773,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,1035,0.00293643126224016,4.0,signed_d2_lr,0.01,-13.846864755467191,25,0,1,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.15924365274364996,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,1035,0.0027704622736047543,4.0,signed_d2_lr,0.01,-11.658868439150327,25,0,1,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.20874236323733295,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,1035,0.0017980216183649826,4.0,signed_d2_lr,0.01,-59.92987675747583,25,0,1,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.36258176039760726,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,1035,0.0022994974236764357,4.0,signed_d2_lr,0.01,-21.424535748025363,25,0,1,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.6749779554026637,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,1035,0.0021940610148536315,4.0,signed_d2_lr,0.01,-12.406403483759243,25,0,1,0.0013641630596729958,3000,1,12,0.015,0.02823568126824808,20.0,0.0,0.75,0.05,0.8189896735122976,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,1035,0.0031312357424482904,4.0,signed_d2_lr,0.01,-16.457395238288676,100,0,1,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.16078126691692526,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,1035,0.0027704551746010582,4.0,signed_d2_lr,0.01,-14.710973268435247,100,0,1,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.21087124850951236,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,1035,0.0029643693796097526,4.0,signed_d2_lr,0.01,-47.712817605983794,100,0,1,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.3970526201105777,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,1035,0.004469252756740212,4.0,signed_d2_lr,0.01,-9.430722621848709,100,0,1,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.7066431898304797,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,1035,0.001217010417050023,4.0,signed_d2_lr,0.01,-11.91554712044699,100,0,1,0.0029962658802551137,3000,1,12,0.015,0.03712169991697464,20.0,0.0,0.75,0.05,0.8382132859893427,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,1035,0.0037248411167337117,4.0,signed_d2_lr,0.01,-20.781752938627218,400,0,1,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.1596936107072192,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,1035,0.0030913664712339454,4.0,signed_d2_lr,0.01,-19.77887039242602,400,0,1,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.21134510678945706,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,1035,0.00282505059854702,4.0,signed_d2_lr,0.01,-65.43691573376935,400,0,1,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.3907644543257616,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,1035,0.005438981763504119,4.0,signed_d2_lr,0.01,-18.66707184955875,400,0,1,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.6944308778575933,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,1035,0.0022141699631196346,4.0,signed_d2_lr,0.01,-13.439811856923257,400,0,1,0.049582178557744855,3000,1,12,0.015,0.058992065899583,20.0,0.0,0.75,0.05,0.8203174611094773,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,1286,0.0029364322211378607,10.0,signed_d2_lr,0.003,-13.846836621982717,25,0,0,0.0,3000,1,12,0.015,0.028235770406472446,20.0,0.0,0.75,0.05,0.15925102289679582,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,1286,0.0027704498076013637,10.0,signed_d2_lr,0.003,-11.659265939905373,25,0,0,0.0,3000,1,12,0.015,0.028235770406472446,20.0,0.0,0.75,0.05,0.2087292275048534,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,1286,0.0018109459149959388,10.0,signed_d2_lr,0.003,-59.641850098877434,25,0,0,0.0,3000,1,12,0.015,0.028235770406472446,20.0,0.0,0.75,0.05,0.36648980196235664,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,1286,0.0023095485819453034,10.0,signed_d2_lr,0.003,-21.08108051336646,25,0,0,0.0,3000,1,12,0.015,0.028235770406472446,20.0,0.0,0.75,0.05,0.6798925786633867,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,1286,0.002199852689764711,10.0,signed_d2_lr,0.003,-12.175182185955824,25,0,0,0.0,3000,1,12,0.015,0.028235770406472446,20.0,0.0,0.75,0.05,0.8229887510545382,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,1286,0.003131166996530796,10.0,signed_d2_lr,0.003,-16.459229406485065,100,0,0,0.005265744298266191,3000,1,12,0.015,0.037121924309679505,20.0,0.0,0.75,0.05,0.16079070311411758,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,1286,0.0027704100890491167,10.0,signed_d2_lr,0.003,-14.712361236333082,100,0,0,0.005265744298266191,3000,1,12,0.015,0.037121924309679505,20.0,0.0,0.75,0.05,0.2108671789898033,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,1286,0.0029455184763529456,10.0,signed_d2_lr,0.003,-48.04532023661425,100,0,0,0.005265744298266191,3000,1,12,0.015,0.037121924309679505,20.0,0.0,0.75,0.05,0.3930186465589222,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,1286,0.004454748591508658,10.0,signed_d2_lr,0.003,-9.724649109227169,100,0,0,0.005265744298266191,3000,1,12,0.015,0.037121924309679505,20.0,0.0,0.75,0.05,0.7014555367915437,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,1286,0.0012086389028590138,10.0,signed_d2_lr,0.003,-12.521458324622115,100,0,0,0.005265744298266191,3000,1,12,0.015,0.037121924309679505,20.0,0.0,0.75,0.05,0.833674883472469,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,1286,0.0037245482814055437,10.0,signed_d2_lr,0.003,-20.787980828797046,400,0,0,0.06723088689340787,3000,1,12,0.015,0.05899560460717379,20.0,0.0,0.75,0.05,0.1597891835522934,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,1286,0.003091292566732991,10.0,signed_d2_lr,0.003,-19.780788218282254,400,0,0,0.06723088689340787,3000,1,12,0.015,0.05899560460717379,20.0,0.0,0.75,0.05,0.21125503556280764,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,1286,0.0028488866610689744,10.0,signed_d2_lr,0.003,-65.14529340390906,400,0,0,0.06723088689340787,3000,1,12,0.015,0.05899560460717379,20.0,0.0,0.75,0.05,0.4179717577999985,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,1286,0.005474784302323905,10.0,signed_d2_lr,0.003,-18.131691250018545,400,0,0,0.06723088689340787,3000,1,12,0.015,0.05899560460717379,20.0,0.0,0.75,0.05,0.7367148820829345,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,1286,0.0022323019383454837,10.0,signed_d2_lr,0.003,-12.730965104823088,400,0,0,0.06723088689340787,3000,1,12,0.015,0.05899560460717379,20.0,0.0,0.75,0.05,0.8716749616714389,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,2058,0.002936391401593703,4.0,signed_d2_lr,0.01,-13.848034242970364,25,0,0,0.0013819819855079415,3000,2,8,0.015,0.02823806411444802,20.0,0.0,0.75,0.05,0.15959116048297067,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,2058,0.0027704315641353294,4.0,signed_d2_lr,0.01,-11.659847665362676,25,0,0,0.0013819819855079415,3000,2,8,0.015,0.02823806411444802,20.0,0.0,0.75,0.05,0.2088098080252822,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,2058,0.0017978553797278903,4.0,signed_d2_lr,0.01,-59.93358149751228,25,0,0,0.0013819819855079415,3000,2,8,0.015,0.02823806411444802,20.0,0.0,0.75,0.05,0.3632843436617963,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,2058,0.0022993996892010644,4.0,signed_d2_lr,0.01,-21.427875404637575,25,0,0,0.0013819819855079415,3000,2,8,0.015,0.02823806411444802,20.0,0.0,0.75,0.05,0.6761947928752124,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,2058,0.002193978252115205,4.0,signed_d2_lr,0.01,-12.409707624285515,25,0,0,0.0013819819855079415,3000,2,8,0.015,0.02823806411444802,20.0,0.0,0.75,0.05,0.8201385967401624,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,2058,0.0031308584216867465,4.0,signed_d2_lr,0.01,-16.467462305045334,100,0,0,0.0030029947255578605,3000,2,8,0.015,0.03714440904205698,20.0,0.0,0.75,0.05,0.16113950258279436,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,2058,0.002770162921354652,4.0,signed_d2_lr,0.01,-14.719970344140943,100,0,0,0.0030029947255578605,3000,2,8,0.015,0.03714440904205698,20.0,0.0,0.75,0.05,0.21093640343202738,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,2058,0.002963318418132267,4.0,signed_d2_lr,0.01,-47.731355044280235,100,0,0,0.0030029947255578605,3000,2,8,0.015,0.03714440904205698,20.0,0.0,0.75,0.05,0.39783637069706107,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,2058,0.004469918601499349,4.0,signed_d2_lr,0.01,-9.417229297133488,100,0,0,0.0030029947255578605,3000,2,8,0.015,0.03714440904205698,20.0,0.0,0.75,0.05,0.7085483309536172,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,2058,0.0012171270039522837,4.0,signed_d2_lr,0.01,-11.907108824969237,100,0,0,0.0030029947255578605,3000,2,8,0.015,0.03714440904205698,20.0,0.0,0.75,0.05,0.8400837560848267,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,2058,0.003725142853450535,4.0,signed_d2_lr,0.01,-20.77533573772342,400,0,0,0.049684482225911555,3000,2,8,0.015,0.058973396490724264,20.0,0.0,0.75,0.05,0.16003774006107405,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,2058,0.003091607268335014,4.0,signed_d2_lr,0.01,-19.7726216944364,400,0,0,0.049684482225911555,3000,2,8,0.015,0.058973396490724264,20.0,0.0,0.75,0.05,0.21141954286185705,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,2058,0.0028249846435382422,4.0,signed_d2_lr,0.01,-65.43772266038769,400,0,0,0.049684482225911555,3000,2,8,0.015,0.058973396490724264,20.0,0.0,0.75,0.05,0.39158970293270096,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,2058,0.005438337396037595,4.0,signed_d2_lr,0.01,-18.676707530488756,400,0,0,0.049684482225911555,3000,2,8,0.015,0.058973396490724264,20.0,0.0,0.75,0.05,0.69644977663358,wsdcon_9.csv,WSD-con 9e-5,1
