config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_curvature,signed_curvature_coef,step_fit_start_step,step_idx,step_max_mode,step_nuisance_lambda,step_response_lambda,step_retention_power,step_rho,step_ridge_tau,wins,worst_delta
1409,14.0,signed_d2_lr,0.001,-22.444434864421623,0.020538656479234137,0.0414512745697905,-16.457033986925207,15,15,1,1,3000,1,12,0.015,20.0,0.0,0.75,0.05,15,-8.603269619967225
7566,14.0,signed_d2_lr,0.03,-22.44386980022393,3.6462659578038546e-05,0.04163226530581967,-15.431490258728486,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.179358200324037
6542,14.0,signed_d2_lr,0.03,-22.44383718554096,3.645152399822271e-05,0.041631854352080354,-15.431175740220427,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1793281900404455
3464,14.0,signed_d2_lr,0.01,-22.443750753267736,0.0004064937343642521,0.04072890906273778,-14.03584566401258,15,15,1,0,3000,3,12,0.01,20.0,0.0,0.35,0.05,15,-6.482962928026604
8590,14.0,signed_d2_lr,0.03,-22.443695315177518,3.6512192246791544e-05,0.041635717664997574,-15.435171043034456,15,15,0,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.179239938935821
4488,14.0,signed_d2_lr,0.01,-22.443367406389203,0.0004062645292211479,0.04072703635167172,-14.034038286684691,15,15,1,0,3000,4,16,0.01,20.0,0.0,0.35,0.05,15,-6.482812774256108
7289,4.0,abs_diff_drop,0.2,-22.443275779509047,-2.216321638027766e-06,0.0416322648657438,-15.431489441153534,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163570709290633
6265,4.0,abs_diff_drop,0.2,-22.443243612979575,-2.216312877621629e-06,0.04163185391210102,-15.43117492265138,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163545525011416
7440,10.0,signed_d2_lr,0.05,-22.443234867659303,2.707050181205167e-05,0.0416322655294765,-15.431490246329115,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.175181615897674
6416,10.0,signed_d2_lr,0.05,-22.4432026134003,2.7064756753568372e-05,0.04163185457566223,-15.431175727832713,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.175154042766195
8313,4.0,abs_diff_drop,0.2,-22.443096456699514,-2.216523077780787e-06,0.04163571722435378,-15.435170225356288,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.163430982044138
8464,10.0,signed_d2_lr,0.05,-22.443059017477363,2.7099027767510204e-05,0.041635717889596975,-15.435171030547302,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.175053425534793
7316,7.0,signed_d2_lr,0.1,-22.442913424834444,2.1719488907093118e-05,0.041632264972050186,-15.431489666787124,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.172350739300847
6292,7.0,signed_d2_lr,0.1,-22.442881277690105,2.1715269287598996e-05,0.04163185401826542,-15.431175148338628,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.172323801728985
7441,10.0,signed_d2_lr,0.05,-22.442876907301375,2.423571537588715e-05,0.0416322654794699,-15.431490246329115,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.175181615897674
7317,7.0,signed_d2_lr,0.1,-22.442856803684023,2.1271216006057828e-05,0.04163226497398152,-15.431489666787124,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.172350739300847
6417,10.0,signed_d2_lr,0.05,-22.442844654321327,2.422998044227441e-05,0.04163185452566275,-15.431175727832713,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.175154042766195
6293,7.0,signed_d2_lr,0.1,-22.44282465656203,2.1266996562190598e-05,0.04163185402019997,-15.431175148338628,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.172323801728985
7413,7.0,abs_diff_drop,0.1,-22.442786849038114,-5.829182293361989e-06,0.04163226474733769,-15.431489092602192,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.159095604877041
6389,7.0,abs_diff_drop,0.1,-22.44275468429363,-5.829148575150171e-06,0.04163185379369621,-15.431174574102835,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.159070443362524
8340,7.0,signed_d2_lr,0.1,-22.44273707626721,2.1740958809312414e-05,0.041635717332873384,-15.435170450624213,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.172219642217536
8465,10.0,signed_d2_lr,0.05,-22.442701571293874,2.4268313259436615e-05,0.04163571783955867,-15.435171030547302,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.175053425534793
7446,10.0,signed_d2_lr,0.1,-22.442698710220366,1.9286404286578114e-05,0.0416322651528069,-15.431490247575674,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.171838457433532
8341,7.0,signed_d2_lr,0.1,-22.44268085638839,2.1295862817002627e-05,0.04163571733474394,-15.435170450624213,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.172219642217536
6422,10.0,signed_d2_lr,0.1,-22.442666580137164,1.928243202736168e-05,0.041631854199119946,-15.431175729078006,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.171811623212209
7192,4.0,signed_d2_lr,0.2,-22.442644320050988,1.7331284287145254e-05,0.041632263269968904,-15.4314886340156,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.170247703216036
7193,4.0,signed_d2_lr,0.2,-22.442644320050988,1.7331284287145254e-05,0.041632263269968904,-15.4314886340156,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.170247703216036
6168,4.0,signed_d2_lr,0.2,-22.442612235317977,1.7327942711946336e-05,0.04163185231625114,-15.431174115662227,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.170221124543385
6169,4.0,signed_d2_lr,0.2,-22.442612235317977,1.7327942711946336e-05,0.04163185231625114,-15.431174115662227,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.170221124543385
8437,7.0,abs_diff_drop,0.1,-22.442607510388818,-5.829773879766439e-06,0.041635717105925424,-15.435169876759137,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.158955489228923
8470,10.0,signed_d2_lr,0.1,-22.44252213637034,1.9304698056191688e-05,0.04163571751182009,-15.435171031796745,15,15,0,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.171706076904304
7322,7.0,signed_d2_lr,0.2,-22.442469904766753,1.5475191682085426e-05,0.04163226501345025,-15.431489839802726,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.169821689157573
8216,4.0,signed_d2_lr,0.2,-22.442468088137915,1.735225010691464e-05,0.041635715632719617,-15.435169416827721,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.170115286999211
8217,4.0,signed_d2_lr,0.2,-22.442468088137915,1.735225010691464e-05,0.041635715632719617,-15.435169416827721,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.170115286999211
7447,10.0,signed_d2_lr,0.1,-22.442443356631006,1.7264179835478773e-05,0.04163226514030524,-15.431490247575674,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.171838457433532
6298,7.0,signed_d2_lr,0.2,-22.442437849563746,1.5472282376513645e-05,0.04163185405977068,-15.431175321339763,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.169795295079528
8175,80.0,abs_diff_drop,0.03,-22.44243618371875,-1.935347355113348e-05,0.041632264995383673,-15.43149005635589,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.165780804949883
7323,7.0,signed_d2_lr,0.2,-22.442429513422347,1.5155411442661545e-05,0.041632265013933085,-15.431489839802726,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.169821689157573
6423,10.0,signed_d2_lr,0.1,-22.44241122585319,1.726020207301467e-05,0.041631854186620076,-15.431175729078006,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.171811623212209
7151,80.0,abs_diff_drop,0.03,-22.44240433338568,-1.9353468853180976e-05,0.041631854041739295,-15.43117553784782,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.165755618022695
6299,7.0,signed_d2_lr,0.2,-22.442397457980817,1.5152500250002672e-05,0.04163185406025432,-15.431175321339763,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.169795295079528
7419,7.0,abs_diff_drop,0.2,-22.44239099727939,-4.15600997536088e-06,0.04163226495727213,-15.431489479806348,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.160378171489156
6395,7.0,abs_diff_drop,0.2,-22.442358842282204,-4.156012053872903e-06,0.041631854003628385,-15.431174961298765,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.160352983495931
8346,7.0,signed_d2_lr,0.2,-22.44229299979428,1.548885935399907e-05,0.04163571737263912,-15.435170623739891,15,15,0,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.169687450060646
7570,14.0,signed_d2_lr,0.05,-22.442270273314943,1.3126558943800103e-05,0.04163226512753528,-15.431490258728486,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.169244641054917
8041,50.0,abs_diff_drop,0.01,-22.44226978206636,-9.6816653747669e-05,0.04163226429741921,-15.431488090678869,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164847382058614
8471,10.0,signed_d2_lr,0.1,-22.442267176460323,1.7285591285862623e-05,0.041635717499310505,-15.435171031796745,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.171706076904304
9199,80.0,abs_diff_drop,0.03,-22.442258304624076,-1.935353254388288e-05,0.041635717354024375,-15.435170840660273,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.165641085081841
9065,50.0,abs_diff_drop,0.01,-22.44225595675049,-9.682708879911017e-05,0.0416357166559761,-15.435168874742999,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.164707791361046
8347,7.0,signed_d2_lr,0.2,-22.44225289893128,1.5171378876548313e-05,0.041635717373106756,-15.435170623739891,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.169687450060646
7564,14.0,signed_d2_lr,0.03,-22.44224760656321,1.2794947447640125e-05,0.04163226530581967,-15.431490258728486,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1691009734564535
7295,4.0,abs_diff_drop,0.5,-22.442247570628954,-1.011309093096166e-06,0.04163226500140925,-15.431489905170693,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163562583388327
6546,14.0,signed_d2_lr,0.05,-22.44223814712456,1.3122550134484553e-05,0.04163185417385664,-15.431175740220427,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.169217719421671
7017,50.0,abs_diff_drop,0.01,-22.44222392263692,-9.681602212118846e-05,0.041631853343778426,-15.431173572183198,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1648221883030985
6271,4.0,abs_diff_drop,0.5,-22.442215718323915,-1.0113114500453542e-06,0.04163185404776501,-15.431175386663265,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.16353739915928
6540,14.0,signed_d2_lr,0.03,-22.442215481792662,1.2790959661141744e-05,0.041631854352080354,-15.431175740220427,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.169074060918211
8443,7.0,abs_diff_drop,0.2,-22.44221149324367,-4.1559939517434225e-06,0.04163571731590214,-15.435170264096499,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.1602385015540495
8594,14.0,signed_d2_lr,0.05,-22.442093615358022,1.3144390707090321e-05,0.04163571748637154,-15.435171043034456,15,15,0,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.169112640884
8588,14.0,signed_d2_lr,0.03,-22.442071010240586,1.2813676717939673e-05,0.041635717664997574,-15.435171043034456,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.1689693623430575
8319,4.0,abs_diff_drop,0.5,-22.442069703409864,-1.0112944818458562e-06,0.04163571736004788,-15.435170689470755,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.163422854885758
7198,4.0,signed_d2_lr,0.5,-22.441951625801394,7.903534928295958e-06,0.041632264746084814,-15.431489555593592,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1666071704486125
7199,4.0,signed_d2_lr,0.5,-22.441951625801394,7.903534928295958e-06,0.041632264746084814,-15.431489555593592,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1666071704486125
6174,4.0,signed_d2_lr,0.5,-22.44191967164722,7.902060811384397e-06,0.041631853792428584,-15.43117503715724,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.166581369525437
6175,4.0,signed_d2_lr,0.5,-22.44191967164722,7.902060811384397e-06,0.041631853792428584,-15.43117503715724,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.166581369525437
8047,50.0,abs_diff_drop,0.03,-22.441863227016913,-3.067862023095231e-05,0.041632264946157946,-15.431489632549933,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1639647600088
7444,10.0,signed_d2_lr,0.1,-22.441836621590195,6.767628706495562e-06,0.0416322651528069,-15.4314902556286,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.166462227584502
7023,50.0,abs_diff_drop,0.03,-22.441831378665984,-3.067861290992233e-05,0.041631853992513845,-15.431175114041618,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163939575302557
6420,10.0,signed_d2_lr,0.1,-22.44180466946545,6.766192440789207e-06,0.041631854199119946,-15.431175737123336,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.166436446101131
8222,4.0,signed_d2_lr,0.5,-22.441774435801896,7.91226432913712e-06,0.04163571710538596,-15.43517033920201,15,15,0,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.166470454566364
8223,4.0,signed_d2_lr,0.5,-22.441774435801896,7.91226432913712e-06,0.04163571710538596,-15.43517033920201,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.166470454566364
7320,7.0,signed_d2_lr,0.2,-22.441756260957423,5.429876405901226e-06,0.04163226501345025,-15.431490110743118,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.165754508724463
8179,80.0,abs_diff_drop,0.05,-22.441754171270517,-6.967250481035455e-06,0.041632265015778304,-15.431490185874209,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164356778071777
7445,10.0,signed_d2_lr,0.1,-22.441747131453397,6.058931723332069e-06,0.04163226514030524,-15.4314902556286,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.166462227584502
8173,80.0,abs_diff_drop,0.03,-22.4417437563554,-6.786262109984755e-06,0.041632264995383673,-15.431490179377494,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164336540018467
7321,7.0,signed_d2_lr,0.2,-22.44174210565809,5.317808088839882e-06,0.041632265013933085,-15.431490110743118,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.165754508724463
7417,7.0,abs_diff_drop,0.2,-22.441737851251528,-1.4572955787504418e-06,0.04163226495727213,-15.431489967197088,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.162440723429297
6296,7.0,signed_d2_lr,0.2,-22.44172433561136,5.428821499536027e-06,0.04163185405977068,-15.431175592250156,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1657288861302835
7155,80.0,abs_diff_drop,0.05,-22.4417223202462,-6.9672487897725515e-06,0.04163185406213384,-15.431175667366293,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.16433159284645
6421,10.0,signed_d2_lr,0.1,-22.441715179648376,6.0574979888899385e-06,0.041631854186620076,-15.431175737123336,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.166436446101131
7149,80.0,abs_diff_drop,0.03,-22.441711902968812,-6.78621780845103e-06,0.041631854041739295,-15.431175660869911,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.164311349919771
6297,7.0,signed_d2_lr,0.2,-22.441710180317607,5.31675322639641e-06,0.04163185406025432,-15.431175592250156,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1657288861302835
6393,7.0,abs_diff_drop,0.2,-22.441705996676813,-1.457287149197451e-06,0.041631854003628385,-15.431175448690858,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.162415544849786
7450,10.0,signed_d2_lr,0.2,-22.44170258204628,4.821601651131927e-06,0.04163226505863945,-15.43149025594025,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.165626436821359
7568,14.0,signed_d2_lr,0.05,-22.44168628353056,4.606181606001972e-06,0.04163226512753528,-15.431490258728486,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.165552038961241
9071,50.0,abs_diff_drop,0.03,-22.441685348586294,-3.067869481953757e-05,0.041635717304792354,-15.435170416849353,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.163825032291459
7293,4.0,abs_diff_drop,0.5,-22.44167786276066,-3.546114629514938e-07,0.04163226500140925,-15.431490127916437,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163558154366877
6426,10.0,signed_d2_lr,0.2,-22.441670660965585,4.820608586138101e-06,0.04163185410498432,-15.43117573743482,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.165600840066087
8468,10.0,signed_d2_lr,0.1,-22.44165924888062,6.774760200405605e-06,0.04163571751182009,-15.435171039912587,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.166325383817462
6544,14.0,signed_d2_lr,0.05,-22.441654333708588,4.604746002655091e-06,0.04163185417385664,-15.431175740220427,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.165526232516106
6269,4.0,abs_diff_drop,0.5,-22.441646009100076,-3.5461006128650697e-07,0.04163185404776501,-15.431175609409342,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163532970097374
7451,10.0,signed_d2_lr,0.2,-22.441638743640475,4.316045471636061e-06,0.04163226505551403,-15.43149025594025,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.165626436821359
6427,10.0,signed_d2_lr,0.2,-22.44160682238608,4.315051030838206e-06,0.04163185410185935,-15.43117573743482,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.165600840066087
7574,14.0,signed_d2_lr,0.1,-22.44159547279082,3.281639893700318e-06,0.04163226505232154,-15.431490258728486,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164977982546837
8344,7.0,signed_d2_lr,0.2,-22.4415787636517,5.435243888462832e-06,0.04163571737263912,-15.435170894932194,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.165616938277152
9203,80.0,abs_diff_drop,0.05,-22.441576291456254,-6.9672717184252515e-06,0.04163571737442118,-15.435170970179845,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.164217052846799
7196,4.0,signed_d2_lr,0.5,-22.44157434452306,2.773009956002806e-06,0.041632264746084814,-15.431489998773973,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164626475112788
7197,4.0,signed_d2_lr,0.5,-22.44157434452306,2.773009956002806e-06,0.041632264746084814,-15.431489998773973,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164626475112788
8469,10.0,signed_d2_lr,0.1,-22.441569887287404,6.067081199618862e-06,0.041635717499310505,-15.435171039912587,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.166325383817462
9197,80.0,abs_diff_drop,0.03,-22.44156591593386,-6.78699773790784e-06,0.041635717354024375,-15.43517096367516,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.1641968968634275
8345,7.0,signed_d2_lr,0.2,-22.44156470867024,5.323969799170846e-06,0.041635717373106756,-15.435170894932194,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.165616938277152
6550,14.0,signed_d2_lr,0.1,-22.4415635526833,3.2806376913100645e-06,0.04163185409866849,-15.431175740220427,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.164952363938392
8441,7.0,abs_diff_drop,0.2,-22.441560025890634,-1.4574434753522014e-06,0.04163571731590214,-15.435170751465888,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.162300898338913
8051,50.0,abs_diff_drop,0.05,-22.44154790685799,-1.1044303293647465e-05,0.04163226499805705,-15.43149003330403,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163703001892551
7326,7.0,signed_d2_lr,0.5,-22.441546437786318,2.4760312027296308e-06,0.041632265025042275,-15.43149019170068,15,15,0,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164558311360368
6172,4.0,signed_d2_lr,0.5,-22.4415424557785,2.772475302120263e-06,0.041631853792428584,-15.431175480291003,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.164601067740461
6173,4.0,signed_d2_lr,0.5,-22.4415424557785,2.772475302120263e-06,0.041631853792428584,-15.431175480291003,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.164601067740461
8045,50.0,abs_diff_drop,0.03,-22.441542242092982,-1.0757406099860114e-05,0.041632264946157946,-15.431490017834104,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1636992761877725
7327,7.0,signed_d2_lr,0.5,-22.44153997516965,2.4248663526863027e-06,0.041632265025119526,-15.43149019170068,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164558311360368
7423,7.0,abs_diff_drop,0.5,-22.441538450211933,-6.649615967489348e-07,0.04163226501605378,-15.431490134100944,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163047348317107
8474,10.0,signed_d2_lr,0.2,-22.441525028419232,4.8261750943729665e-06,0.04163571741737581,-15.435171040224871,15,15,0,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.165488545511144
7027,50.0,abs_diff_drop,0.05,-22.44151605654721,-1.1044300658076667e-05,0.041631854044412685,-15.431175514796136,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163677817467594
6302,7.0,signed_d2_lr,0.5,-22.441514553766616,2.4755657136510385e-06,0.04163185407139216,-15.43117567319998,15,15,0,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1645329335234145
7021,50.0,abs_diff_drop,0.03,-22.441510390659296,-1.0757335919139189e-05,0.041631853992513845,-15.431175499327255,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1636740908668886
8592,14.0,signed_d2_lr,0.05,-22.441508865514024,4.6129241442561206e-06,0.04163571748637154,-15.435171043034456,15,15,1,0,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.165415232888527
6303,7.0,signed_d2_lr,0.5,-22.441508091111903,2.4244005616756204e-06,0.04163185407146954,-15.43117567319998,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.1645329335234145
6399,7.0,abs_diff_drop,0.5,-22.441506598414133,-6.649619293108584e-07,0.0416318540624094,-15.431175615592952,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163022163454313
8177,80.0,abs_diff_drop,0.05,-22.441504897419673,-2.4430543605158054e-06,0.041632265015778304,-15.431490230161948,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163836842696025
8317,4.0,abs_diff_drop,0.5,-22.44150001951471,-3.5464369331207866e-07,0.04163571736004788,-15.435170912206097,15,15,1,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.163418426287349
7448,10.0,signed_d2_lr,0.2,-22.44148705986288,1.6919073799666779e-06,0.04163226505863945,-15.431490257953529,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164282379196906
7153,80.0,abs_diff_drop,0.05,-22.441473045296068,-2.4430384119636578e-06,0.04163185406213384,-15.431175711654198,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163811656329488
7541,10.0,abs_diff_drop,0.1,-22.44147262538678,-4.334723784819008e-06,0.04163226487319607,-15.431489678119748,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1601201334405715
8183,80.0,abs_diff_drop,0.1,-22.441466447269015,-1.7418126205359724e-06,0.041632265024382296,-15.431490240514933,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.163756016732325
7449,10.0,signed_d2_lr,0.2,-22.44146468732574,1.5147331107931417e-06,0.04163226505551403,-15.431490257953529,15,15,1,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164282379196906
8475,10.0,signed_d2_lr,0.2,-22.44146128843331,4.3213983351398335e-06,0.04163571741424841,-15.435171040224871,15,15,0,1,3000,8,8,0.03,20.0,0.25,0.2,0.05,15,-6.165488545511144
6424,10.0,signed_d2_lr,0.2,-22.441455183271856,1.6915483134722436e-06,0.04163185410498432,-15.431175739446267,15,15,1,0,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.164257045626176
7547,10.0,abs_diff_drop,0.2,-22.44145311521202,-3.090507430710349e-06,0.041632264988736734,-15.431489873630266,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.161108082546118
7543,10.0,abs_diff_drop,0.1,-22.441451804619863,-1.2362029697587874e-05,0.04163226487319607,-15.43148871833553,15,15,0,1,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.1537650413465155
7572,14.0,signed_d2_lr,0.1,-22.441449475337674,1.1515454568559368e-06,0.04163226505232154,-15.431490258728486,15,15,1,0,3000,7,12,0.03,20.0,0.25,0.2,0.05,15,-6.164054831978339
6517,10.0,abs_diff_drop,0.1,-22.44144047170961,-4.334696615398341e-06,0.04163185391955312,-15.43117515961584,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.160094970620166
7159,80.0,abs_diff_drop,0.1,-22.441434595952888,-1.7418121977202466e-06,0.041631854070737793,-15.431175722006795,15,15,0,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.163730832225345
6425,10.0,signed_d2_lr,0.2,-22.441432810814696,1.5143746771176747e-06,0.04163185410185935,-15.431175739446267,15,15,1,1,3000,6,16,0.03,20.0,0.25,0.2,0.05,15,-6.164257045626176
