config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_curvature,signed_curvature_coef,step_fit_start_step,step_idx,step_max_mode,step_nuisance_lambda,step_response_lambda,step_retention_power,step_rho,step_ridge_tau,wins,worst_delta
1161,7.0,signed_d2_lr,0.01,-22.786926692539453,0.003450913367979609,0.04145091496334519,-14.839846001711955,15,15,1,1,3000,1,12,0.015,20.0,0.0,0.75,0.05,15,-7.697535204717154
2185,7.0,signed_d2_lr,0.01,-22.78676058844276,0.0034579964916158345,0.04145305150740027,-14.841289964416104,15,15,1,1,3000,2,8,0.015,20.0,0.0,0.75,0.05,15,-7.698328762486506
137,7.0,signed_d2_lr,0.01,-22.786740312889243,0.0034495966065067056,0.0414500940581364,-14.839478016205321,15,15,1,1,3000,0,16,0.015,20.0,0.0,0.75,0.05,15,-7.696972143684322
1412,14.0,signed_d2_lr,0.003,-22.750883635624323,0.0030136028074675258,0.04145100369265422,-14.7721319013306,15,15,1,0,3000,1,12,0.015,20.0,0.0,0.75,0.05,15,-7.595641406232245
388,14.0,signed_d2_lr,0.003,-22.750702511644615,0.0030123371563964625,0.04145018279790605,-14.771764811674547,15,15,1,0,3000,0,16,0.015,20.0,0.0,0.75,0.05,15,-7.595079810625604
5511,14.0,signed_d2_lr,0.003,-22.750576450832355,0.005346094081625116,0.04073721785483856,-15.580238610791074,15,15,0,1,3000,5,8,0.01,20.0,0.0,0.35,0.05,15,-8.827443759879007
2436,14.0,signed_d2_lr,0.003,-22.7505399016933,0.0030191645757529292,0.04145313973669747,-14.773541335552798,15,15,1,0,3000,2,8,0.015,20.0,0.0,0.75,0.05,15,-7.5963825135080825
5256,7.0,signed_d2_lr,0.01,-22.750334807786448,0.0046255566434783915,0.04073709384267746,-15.113051952832334,15,15,1,0,3000,5,8,0.01,20.0,0.0,0.35,0.05,15,-8.126782698879765
2439,14.0,signed_d2_lr,0.003,-22.748353751190404,0.004006258830891548,0.041453128766997624,-15.427539643721278,15,15,0,1,3000,2,8,0.015,20.0,0.0,0.75,0.05,15,-8.577727557611192
3208,7.0,signed_d2_lr,0.01,-22.74819270169697,0.0046138969448663225,0.040728826772403755,-15.110227279666566,15,15,1,0,3000,3,12,0.01,20.0,0.0,0.35,0.05,15,-8.124863538360106
1415,14.0,signed_d2_lr,0.003,-22.748122791183466,0.003994148773383165,0.04145099271920707,-15.424925443425808,15,15,0,1,3000,1,12,0.015,20.0,0.0,0.75,0.05,15,-8.575178660925943
391,14.0,signed_d2_lr,0.003,-22.747867244535552,0.003991846846074151,0.041450171824779065,-15.424284193936177,15,15,0,1,3000,0,16,0.015,20.0,0.0,0.75,0.05,15,-8.57420567986007
3463,14.0,signed_d2_lr,0.003,-22.747855469663303,0.005328233657114154,0.04072895181110537,-15.576397943825814,15,15,0,1,3000,3,12,0.01,20.0,0.0,0.35,0.05,15,-8.824001298094952
4232,7.0,signed_d2_lr,0.01,-22.747646941455947,0.004611343072787388,0.04072695400418627,-15.109510374218393,15,15,1,0,3000,4,16,0.01,20.0,0.0,0.35,0.05,15,-8.123742742469487
4487,14.0,signed_d2_lr,0.003,-22.747248265884664,0.005324800407290692,0.04072707906457452,-15.575434876269812,15,15,0,1,3000,4,16,0.01,20.0,0.0,0.35,0.05,15,-8.822511362671182
5508,14.0,signed_d2_lr,0.003,-22.735701499751205,0.004527852182490095,0.040737224537949736,-15.145786431208519,15,15,1,0,3000,5,8,0.01,20.0,0.0,0.35,0.05,15,-8.175534591296952
5257,7.0,signed_d2_lr,0.01,-22.735256416608404,0.004506257828667358,0.040737095985065676,-15.113051952832334,15,15,1,1,3000,5,8,0.01,20.0,0.0,0.35,0.05,15,-8.126782698879765
