base_mae,cap_name,corr_mae,delta_pct,estimator,kappa,rho,scale,test_curve,test_label,train_curve,train_label,win
0.004701998914275349,none,0.004701998914275349,0.0,orth_deg2_rho_0p0_none,0.0,0.0,400,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,0
0.0038535563963712593,none,0.0038535563963712593,0.0,orth_deg2_rho_0p0_none,0.0,0.0,400,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0
0.008173606778800102,none,0.008173606778800102,0.0,orth_deg2_rho_0p0_none,0.0,0.0,400,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.006687305974578527,none,0.006687305974578527,0.0,orth_deg2_rho_0p0_none,0.0,0.0,400,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0025579541942073844,none,0.0025579541942073844,0.0,orth_deg2_rho_0p0_none,0.0,0.0,400,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.00744534704076948,none,0.006999044729890416,-5.994378884358076,orth_deg2_rho_0p0_none,0.03928228833772833,0.0,25,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.003408385839825258,none,0.0022171318996410286,-34.95067742228688,orth_deg2_rho_0p0_none,0.03928228833772833,0.0,25,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,none,0.0022553635313665734,-28.083710671592577,orth_deg2_rho_0p0_none,0.03928228833772833,0.0,25,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.004487187642230267,none,0.006478588674474619,44.37971377668006,orth_deg2_rho_0p0_none,0.03928228833772833,0.0,25,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.002926482771138891,none,0.003609200999838487,23.328967982746907,orth_deg2_rho_0p0_none,0.03928228833772833,0.0,25,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.002504818961791151,none,0.0020004858486475444,-20.134513545161248,orth_deg2_rho_0p0_none,0.03928228833772833,0.0,25,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.007265129575917493,none,0.006576929612799419,-9.472645407444958,orth_deg2_rho_0p0_none,0.06059367203137018,0.0,100,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.0037480705220761528,none,0.0019027109920560488,-49.23492018495724,orth_deg2_rho_0p0_none,0.06059367203137018,0.0,100,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,none,0.0018977127103062066,-41.5785277589113,orth_deg2_rho_0p0_none,0.06059367203137018,0.0,100,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.0056693997340904675,none,0.01065106288841567,87.8693228203709,orth_deg2_rho_0p0_none,0.06059367203137018,0.0,100,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.004934623402238123,none,0.006903534795214779,39.899932223473144,orth_deg2_rho_0p0_none,0.06059367203137018,0.0,100,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0013816404339982303,none,0.0018801946358844737,36.08422203188661,orth_deg2_rho_0p0_none,0.06059367203137018,0.0,100,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,0
0.005612615040270773,none,0.004900785220661714,-12.682676693513583,orth_deg2_rho_0p0_none,0.11048438613027745,0.0,400,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.004701998914275349,none,0.002012547126159396,-57.19805208696946,orth_deg2_rho_0p0_none,0.11048438613027745,0.0,400,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,none,0.0018460621964218724,-52.09458467611281,orth_deg2_rho_0p0_none,0.11048438613027745,0.0,400,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.008173606778800102,none,0.017932546626301584,119.39575895445888,orth_deg2_rho_0p0_none,0.11048438613027745,0.0,400,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.006687305974578527,none,0.010248365639478141,53.25103529637811,orth_deg2_rho_0p0_none,0.11048438613027745,0.0,400,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0025579541942073844,none,0.003632668179738444,42.01459072116316,orth_deg2_rho_0p0_none,0.11048438613027745,0.0,400,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,0
0.00744534704076948,none,0.006934592206090476,-6.86005409663506,orth_deg2_rho_0p0_none,0.044955220254699724,0.0,25,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.003408385839825258,none,0.0021028078700369547,-38.304876007090726,orth_deg2_rho_0p0_none,0.044955220254699724,0.0,25,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0031360955249893426,none,0.0021482114971576927,-31.500444420774045,orth_deg2_rho_0p0_none,0.044955220254699724,0.0,25,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,none,0.007687865020567117,71.3292519397744,orth_deg2_rho_0p0_none,0.044955220254699724,0.0,25,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.002926482771138891,none,0.003991996165619798,36.40935135477472,orth_deg2_rho_0p0_none,0.044955220254699724,0.0,25,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.002504818961791151,none,0.002053704213956036,-18.009874354852805,orth_deg2_rho_0p0_none,0.044955220254699724,0.0,25,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.007265129575917493,none,0.006543132517032159,-9.93784145679404,orth_deg2_rho_0p0_none,0.06356939165689174,0.0,100,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.0037480705220761528,none,0.001836288392654426,-51.007101338177094,orth_deg2_rho_0p0_none,0.06356939165689174,0.0,100,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.003248313740665229,none,0.001831385487387472,-43.620424823483376,orth_deg2_rho_0p0_none,0.06356939165689174,0.0,100,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,none,0.011245232429887337,98.34961296288611,orth_deg2_rho_0p0_none,0.06356939165689174,0.0,100,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.004934623402238123,none,0.007079036005544019,43.456459156199976,orth_deg2_rho_0p0_none,0.06356939165689174,0.0,100,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0013816404339982303,none,0.0019332589974112092,39.92490012880481,orth_deg2_rho_0p0_none,0.06356939165689174,0.0,100,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0
0.005612615040270773,none,0.004877921685424443,-13.090036454930033,orth_deg2_rho_0p0_none,0.11503700850572161,0.0,400,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.004701998914275349,none,0.0020931667827359226,-55.48346945846727,orth_deg2_rho_0p0_none,0.11503700850572161,0.0,400,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0038535563963712593,none,0.0019334578879935409,-49.826661682849604,orth_deg2_rho_0p0_none,0.11503700850572161,0.0,400,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,none,0.01884158036930322,130.51733315789863,orth_deg2_rho_0p0_none,0.11503700850572161,0.0,400,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.006687305974578527,none,0.01051686900592766,57.26615539810847,orth_deg2_rho_0p0_none,0.11503700850572161,0.0,400,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0025579541942073844,none,0.003713854524828775,45.18846870827418,orth_deg2_rho_0p0_none,0.11503700850572161,0.0,400,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,0
0.00744534704076948,none,0.007198089409201816,-3.3209685218663743,orth_deg2_rho_0p0_none,0.021762929163001227,0.0,25,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.003408385839825258,none,0.0027303150201375324,-19.894191900600344,orth_deg2_rho_0p0_none,0.021762929163001227,0.0,25,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0031360955249893426,none,0.0026481578614802664,-15.558762787072133,orth_deg2_rho_0p0_none,0.021762929163001227,0.0,25,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.004487187642230267,none,0.0030159177620838963,-32.78824059639961,orth_deg2_rho_0p0_none,0.021762929163001227,0.0,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,none,0.0024270387426802023,-17.066358065874454,orth_deg2_rho_0p0_none,0.021762929163001227,0.0,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002504818961791151,none,0.0020595356807956143,-17.777064442099345,orth_deg2_rho_0p0_none,0.021762929163001227,0.0,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.007265129575917493,none,0.006941902219815497,-4.449023967493049,orth_deg2_rho_0p0_none,0.02845907215465939,0.0,100,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.0037480705220761528,none,0.002866552380434512,-23.519251744317373,orth_deg2_rho_0p0_none,0.02845907215465939,0.0,100,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.003248313740665229,none,0.0026139760138602624,-19.528216097594665,orth_deg2_rho_0p0_none,0.02845907215465939,0.0,100,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.0056693997340904675,none,0.004808310652361269,-15.188364238129381,orth_deg2_rho_0p0_none,0.02845907215465939,0.0,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,none,0.0050083088056963425,1.4932325620795828,orth_deg2_rho_0p0_none,0.02845907215465939,0.0,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,0
0.0013816404339982303,none,0.0013071782274256558,-5.389405574726391,orth_deg2_rho_0p0_none,0.02845907215465939,0.0,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.005612615040270773,none,0.005296268515905733,-5.636348156701276,orth_deg2_rho_0p0_none,0.043818633299580106,0.0,400,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.004701998914275349,none,0.003340095853304949,-28.964342310578573,orth_deg2_rho_0p0_none,0.043818633299580106,0.0,400,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0038535563963712593,none,0.0028701089834132277,-25.520514345763956,orth_deg2_rho_0p0_none,0.043818633299580106,0.0,400,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.008173606778800102,none,0.005416661157026562,-33.72985386236387,orth_deg2_rho_0p0_none,0.043818633299580106,0.0,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,none,0.006426348284846655,-3.9022842789591228,orth_deg2_rho_0p0_none,0.043818633299580106,0.0,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0025579541942073844,none,0.0024719262353243,-3.3631547850973553,orth_deg2_rho_0p0_none,0.043818633299580106,0.0,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.00744534704076948,none,0.0072459704881580895,-2.6778678216023755,orth_deg2_rho_0p0_none,0.017548569739728636,0.0,25,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.003408385839825258,none,0.002861622443287882,-16.041710716806858,orth_deg2_rho_0p0_none,0.017548569739728636,0.0,25,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0031360955249893426,none,0.0027426462768391233,-12.54583111436175,orth_deg2_rho_0p0_none,0.017548569739728636,0.0,25,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.004487187642230267,none,0.0027690510012958933,-38.28983269530508,orth_deg2_rho_0p0_none,0.017548569739728636,0.0,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,none,0.002196530762713623,-24.942979867303116,orth_deg2_rho_0p0_none,0.017548569739728636,0.0,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,none,0.00214576413732525,-14.334561896207754,orth_deg2_rho_0p0_none,0.017548569739728636,0.0,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.007265129575917493,none,0.007015250985573004,-3.439423725803714,orth_deg2_rho_0p0_none,0.02200096216569719,0.0,100,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.0037480705220761528,none,0.003066591970096804,-18.182116584131403,orth_deg2_rho_0p0_none,0.02200096216569719,0.0,100,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.003248313740665229,none,0.002757923883544558,-15.096751615508753,orth_deg2_rho_0p0_none,0.02200096216569719,0.0,100,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.0056693997340904675,none,0.004448325239422309,-21.537985535325,orth_deg2_rho_0p0_none,0.02200096216569719,0.0,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,none,0.004753039235955397,-3.67979785854311,orth_deg2_rho_0p0_none,0.02200096216569719,0.0,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,none,0.0012259724775936789,-11.266893511076182,orth_deg2_rho_0p0_none,0.02200096216569719,0.0,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.005612615040270773,none,0.0053424278072711886,-4.8139277513419065,orth_deg2_rho_0p0_none,0.0369957665765904,0.0,400,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.004701998914275349,none,0.0035494825519213724,-24.511200095238582,orth_deg2_rho_0p0_none,0.0369957665765904,0.0,400,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0038535563963712593,none,0.003023238602536836,-21.546792324521324,orth_deg2_rho_0p0_none,0.0369957665765904,0.0,400,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.008173606778800102,none,0.0050739362221061905,-37.922922408422345,orth_deg2_rho_0p0_none,0.0369957665765904,0.0,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,none,0.0062049667550693995,-7.21275834159103,orth_deg2_rho_0p0_none,0.0369957665765904,0.0,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,none,0.0024004175646626844,-6.158696269911701,orth_deg2_rho_0p0_none,0.0369957665765904,0.0,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.00744534704076948,none,0.007165049400100314,-3.7647357354103628,orth_deg2_rho_0p0_none,0.024671018887317927,0.0,25,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,none,0.0026397072362163757,-22.55257003556531,orth_deg2_rho_0p0_none,0.024671018887317927,0.0,25,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0031360955249893426,none,0.0025829567805628014,-17.63781555819862,orth_deg2_rho_0p0_none,0.024671018887317927,0.0,25,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.004487187642230267,none,0.0034085983400765035,-24.037089334148565,orth_deg2_rho_0p0_none,0.024671018887317927,0.0,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002926482771138891,none,0.0026232693169968933,-10.361019621653089,orth_deg2_rho_0p0_none,0.024671018887317927,0.0,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002504818961791151,none,0.0020000343276379575,-20.152539638722278,orth_deg2_rho_0p0_none,0.024671018887317927,0.0,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,none,0.007056297569029053,-2.8744429773238767,orth_deg2_rho_0p0_none,0.018386949743093683,0.0,100,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,none,0.0031785357993730882,-15.195411061464892,orth_deg2_rho_0p0_none,0.018386949743093683,0.0,100,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,none,0.0028384783166736645,-12.616866987350594,orth_deg2_rho_0p0_none,0.018386949743093683,0.0,100,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0056693997340904675,none,0.004427391413686283,-21.90722790167551,orth_deg2_rho_0p0_none,0.018386949743093683,0.0,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,none,0.004680397910589046,-5.151872208399356,orth_deg2_rho_0p0_none,0.018386949743093683,0.0,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,none,0.0012231920364835127,-11.468135530471923,orth_deg2_rho_0p0_none,0.018386949743093683,0.0,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,none,0.005386201539400056,-4.034010870978855,orth_deg2_rho_0p0_none,0.03065474283818566,0.0,400,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,none,0.003744400587568166,-20.36577090224112,orth_deg2_rho_0p0_none,0.03065474283818566,0.0,400,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,none,0.003165553935568896,-17.853701620929385,orth_deg2_rho_0p0_none,0.03065474283818566,0.0,400,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,none,0.0051630370880073485,-36.832817778820406,orth_deg2_rho_0p0_none,0.03065474283818566,0.0,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,none,0.006139906406113658,-8.185651599400156,orth_deg2_rho_0p0_none,0.03065474283818566,0.0,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,none,0.0023781135537327383,-7.030643507295952,orth_deg2_rho_0p0_none,0.03065474283818566,0.0,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,cap_0p05,0.007055122146552182,-5.2411914727478965,orth_deg2_rho_0p0_cap_0p05,0.03434651006178162,0.0,25,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.003408385839825258,cap_0p05,0.0023503224948501745,-31.042945097710195,orth_deg2_rho_0p0_cap_0p05,0.03434651006178162,0.0,25,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,cap_0p05,0.002366026581433328,-24.55502191881198,orth_deg2_rho_0p0_cap_0p05,0.03434651006178162,0.0,25,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,cap_0p05,0.0054264484397569595,20.932059731289755,orth_deg2_rho_0p0_cap_0p05,0.03434651006178162,0.0,25,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.002926482771138891,cap_0p05,0.0032761471061810337,11.948279295902541,orth_deg2_rho_0p0_cap_0p05,0.03434651006178162,0.0,25,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.002504818961791151,cap_0p05,0.001965262076352836,-21.540753789746436,orth_deg2_rho_0p0_cap_0p05,0.03434651006178162,0.0,25,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.007265129575917493,cap_0p05,0.006697248524937616,-7.816530249677767,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0037480705220761528,cap_0p05,0.0021993233653679585,-41.32118506271604,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,cap_0p05,0.002133840079405841,-34.309298615691986,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,cap_0p05,0.00853579732394667,50.55910192079713,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.004934623402238123,cap_0p05,0.006278743989188953,27.238564676307362,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0013816404339982303,cap_0p05,0.0016912835443464926,22.411265820601976,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.005612615040270773,cap_0p05,0.005612615040270773,0.0,orth_deg2_rho_0p0_cap_0p05,0.0,0.0,400,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,0
0.004701998914275349,cap_0p05,0.004701998914275349,0.0,orth_deg2_rho_0p0_cap_0p05,0.0,0.0,400,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,0
0.0038535563963712593,cap_0p05,0.0038535563963712593,0.0,orth_deg2_rho_0p0_cap_0p05,0.0,0.0,400,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,0
0.008173606778800102,cap_0p05,0.008173606778800102,0.0,orth_deg2_rho_0p0_cap_0p05,0.0,0.0,400,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0
0.006687305974578527,cap_0p05,0.006687305974578527,0.0,orth_deg2_rho_0p0_cap_0p05,0.0,0.0,400,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,0
0.0025579541942073844,cap_0p05,0.0025579541942073844,0.0,orth_deg2_rho_0p0_cap_0p05,0.0,0.0,400,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,0
0.00744534704076948,cap_0p05,0.006999044729890416,-5.994378884358076,orth_deg2_rho_0p0_cap_0p05,0.03928228833772833,0.0,25,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.003408385839825258,cap_0p05,0.0022171318996410286,-34.95067742228688,orth_deg2_rho_0p0_cap_0p05,0.03928228833772833,0.0,25,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,cap_0p05,0.0022553635313665734,-28.083710671592577,orth_deg2_rho_0p0_cap_0p05,0.03928228833772833,0.0,25,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.004487187642230267,cap_0p05,0.006478588674474619,44.37971377668006,orth_deg2_rho_0p0_cap_0p05,0.03928228833772833,0.0,25,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.002926482771138891,cap_0p05,0.003609200999838487,23.328967982746907,orth_deg2_rho_0p0_cap_0p05,0.03928228833772833,0.0,25,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.002504818961791151,cap_0p05,0.0020004858486475444,-20.134513545161248,orth_deg2_rho_0p0_cap_0p05,0.03928228833772833,0.0,25,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.007265129575917493,cap_0p05,0.006697248524937616,-7.816530249677767,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.0037480705220761528,cap_0p05,0.0021993233653679585,-41.32118506271604,orth_deg2_rho_0p0_cap_0p05,0.05,0.0,100,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
