cap_name,estimator,max_kappa,mean_delta_pct,mean_kappa,rho,test_curve,test_label,tests,train_curve,train_label,wins
cap_0p05,orth_deg2_rho_0p0_cap_0p05,0.03065474283818566,-27.592378338214825,0.024570903822865756,0.0,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p05,orth_deg2_rho_0p0_cap_0p05,0.03065474283818566,-7.8995144764842,0.024570903822865756,0.0,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p05,orth_deg2_rho_0p0_cap_0p05,0.03065474283818566,-12.883772892163384,0.024570903822865756,0.0,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
none,orth_deg2_rho_0p0_none,0.0507878835053786,-4.393630675828615,0.028378131189053402,0.0,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
none,orth_deg2_rho_0p0_none,0.0507878835053786,-24.337893373475747,0.028378131189053402,0.0,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
none,orth_deg2_rho_0p0_none,0.0507878835053786,-19.801651714570745,0.028378131189053402,0.0,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
none,orth_deg2_rho_0p0_none,0.0507878835053786,24.7553452974236,0.028378131189053402,0.0,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,0
none,orth_deg2_rho_0p0_none,0.0507878835053786,13.376169420549095,0.028378131189053402,0.0,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,0
none,orth_deg2_rho_0p0_none,0.0507878835053786,0.6291370786784102,0.028378131189053402,0.0,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,1
none,orth_deg2_rho_0p0_none,0.11048438613027745,-9.383233661772206,0.07012011549979198,0.0,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
none,orth_deg2_rho_0p0_none,0.11048438613027745,-47.127883231404525,0.07012011549979198,0.0,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
none,orth_deg2_rho_0p0_none,0.11048438613027745,-40.58560770220556,0.07012011549979198,0.0,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
none,orth_deg2_rho_0p0_none,0.11048438613027745,83.88159851716995,0.07012011549979198,0.0,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,0
none,orth_deg2_rho_0p0_none,0.11048438613027745,38.82664516753272,0.07012011549979198,0.0,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,0
none,orth_deg2_rho_0p0_none,0.11048438613027745,19.321433069296173,0.07012011549979198,0.0,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,1
none,orth_deg2_rho_0p0_none,0.11503700850572161,-9.962644002786378,0.07452054013910436,0.0,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
none,orth_deg2_rho_0p0_none,0.11503700850572161,-48.26514893457837,0.07452054013910436,0.0,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
none,orth_deg2_rho_0p0_none,0.11503700850572161,-41.64917697570234,0.07452054013910436,0.0,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
none,orth_deg2_rho_0p0_none,0.11503700850572161,100.06539935351971,0.07452054013910436,0.0,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,0
none,orth_deg2_rho_0p0_none,0.11503700850572161,45.71065530302772,0.07452054013910436,0.0,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,0
none,orth_deg2_rho_0p0_none,0.11503700850572161,22.367831494075393,0.07452054013910436,0.0,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,1
none,orth_deg2_rho_0p0_none,0.043818633299580106,-4.468780215353566,0.03134687820574691,0.0,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
none,orth_deg2_rho_0p0_none,0.043818633299580106,-24.125928651832098,0.03134687820574691,0.0,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
none,orth_deg2_rho_0p0_none,0.043818633299580106,-20.20249774347692,0.03134687820574691,0.0,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
none,orth_deg2_rho_0p0_none,0.043818633299580106,-27.23548623229762,0.03134687820574691,0.0,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
none,orth_deg2_rho_0p0_none,0.043818633299580106,-6.491803260917997,0.03134687820574691,0.0,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,2
none,orth_deg2_rho_0p0_none,0.043818633299580106,-8.843208267307697,0.03134687820574691,0.0,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
none,orth_deg2_rho_0p0_none,0.0369957665765904,-3.6437397662493325,0.02551509949400541,0.0,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
none,orth_deg2_rho_0p0_none,0.0369957665765904,-19.578342465392282,0.02551509949400541,0.0,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
none,orth_deg2_rho_0p0_none,0.0369957665765904,-16.396458351463945,0.02551509949400541,0.0,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
none,orth_deg2_rho_0p0_none,0.0369957665765904,-32.58358021301748,0.02551509949400541,0.0,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
none,orth_deg2_rho_0p0_none,0.0369957665765904,-11.945178689145754,0.02551509949400541,0.0,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
none,orth_deg2_rho_0p0_none,0.0369957665765904,-10.58671722573188,0.02551509949400541,0.0,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
none,orth_deg2_rho_0p0_none,0.03065474283818566,-3.5577298612376977,0.024570903822865756,0.0,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
none,orth_deg2_rho_0p0_none,0.03065474283818566,-19.371250666423776,0.024570903822865756,0.0,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
none,orth_deg2_rho_0p0_none,0.03065474283818566,-16.036128055492867,0.024570903822865756,0.0,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
none,orth_deg2_rho_0p0_none,0.03065474283818566,-27.592378338214825,0.024570903822865756,0.0,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
none,orth_deg2_rho_0p0_none,0.03065474283818566,-7.8995144764842,0.024570903822865756,0.0,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
none,orth_deg2_rho_0p0_none,0.03065474283818566,-12.883772892163384,0.024570903822865756,0.0,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-1.7724353037395761,0.011452009046986242,0.25,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-9.883926368851697,0.011452009046986242,0.25,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-7.995712205577251,0.011452009046986242,0.25,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-19.727049614183574,0.011452009046986242,0.25,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-9.415536590429795,0.011452009046986242,0.25,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-7.701681964166862,0.011452009046986242,0.25,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-2.950687959558374,0.02,0.25,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-16.03276888018341,0.02,0.25,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-13.223458558269561,0.02,0.25,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-28.70332211018044,0.02,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-10.825454450421551,0.02,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-11.10467904281492,0.02,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-2.950687959558374,0.02,0.25,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-16.03276888018341,0.02,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-13.223458558269561,0.02,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-28.70332211018044,0.02,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-10.825454450421551,0.02,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-11.10467904281492,0.02,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-2.79432728907485,0.01897533922010812,0.25,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-15.096093580847219,0.01897533922010812,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-12.49090762764133,0.01897533922010812,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-29.48472934371631,0.01897533922010812,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-12.20503016937326,0.01897533922010812,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-10.267684142955632,0.01897533922010812,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-2.7291783618668393,0.018549082470866948,0.25,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-14.708863596643633,0.018549082470866948,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-12.186962426255741,0.018549082470866948,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-29.38988842189998,0.018549082470866948,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-12.05401047960231,0.018549082470866948,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-9.943620112078966,0.018549082470866948,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-2.822174166214993,0.01917793580247032,0.25,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-15.353395543392276,0.01917793580247032,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-12.659369637583302,0.01917793580247032,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-28.614578116608318,0.01917793580247032,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-11.089155898958785,0.01917793580247032,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p02,orth_deg2_rho_0p25_cap_0p02,0.02,-11.15045471811348,0.01917793580247032,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.021228131554663247,-1.8364334867236323,0.011861386231873989,0.25,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.021228131554663247,-10.222245377195708,0.011861386231873989,0.25,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.021228131554663247,-8.27662108723262,0.011861386231873989,0.25,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.021228131554663247,-19.660264050617386,0.011861386231873989,0.25,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.021228131554663247,-9.248474296159607,0.011861386231873989,0.25,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.021228131554663247,-7.678886278444549,0.011861386231873989,0.25,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-4.192564524981253,0.028599115179209624,0.25,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-22.768559552464676,0.028599115179209624,0.25,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-18.83366665174786,0.028599115179209624,0.25,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-22.87714311701767,0.028599115179209624,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-4.207348822560897,0.028599115179209624,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-10.495685384014825,0.028599115179209624,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-4.406336042489797,0.03,0.25,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-24.02118920061733,0.03,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-19.835187837404423,0.03,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-16.23182172240143,0.03,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,2
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-0.9772535589153737,0.03,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,1
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-10.856849642925122,0.03,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-3.3281461756848465,0.022999075717335532,0.25,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-17.881190924504416,0.022999075717335532,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-14.906027181578056,0.022999075717335532,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-32.15590332635431,0.022999075717335532,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-12.316706459847595,0.022999075717335532,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-10.700699743527139,0.022999075717335532,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-3.155066104175775,0.021882415804200278,0.25,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-16.923395402237748,0.021882415804200278,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-14.128337013887212,0.021882415804200278,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-32.207763111332596,0.021882415804200278,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-12.474072522520311,0.021882415804200278,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.03,-10.415079998572248,0.021882415804200278,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.02923238299763917,-3.385800254662034,0.023370187960123783,0.25,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.02923238299763917,-18.417002492931875,0.023370187960123783,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.02923238299763917,-15.248707991152335,0.023370187960123783,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.02923238299763917,-28.758061394523043,0.023370187960123783,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.02923238299763917,-8.989017055981554,0.023370187960123783,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p03,orth_deg2_rho_0p25_cap_0p03,0.02923238299763917,-12.525671744164177,0.023370187960123783,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.021228131554663247,-1.8364334867236323,0.011861386231873989,0.25,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.021228131554663247,-10.222245377195708,0.011861386231873989,0.25,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.021228131554663247,-8.27662108723262,0.011861386231873989,0.25,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.021228131554663247,-19.660264050617386,0.011861386231873989,0.25,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.021228131554663247,-9.248474296159607,0.011861386231873989,0.25,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.021228131554663247,-7.678886278444549,0.011861386231873989,0.25,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-5.122754582223166,0.03526578184587629,0.25,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-27.70370991703508,0.03526578184587629,0.25,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-23.062327813758817,0.03526578184587629,0.25,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-13.704838726667555,0.03526578184587629,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,0.48422494854107495,0.03526578184587629,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-5.5743893601494365,0.03526578184587629,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-5.349556970499992,0.0367520604051484,0.25,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-29.03201984795912,0.0367520604051484,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-24.12489872808869,0.0367520604051484,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-6.653850236485141,0.0367520604051484,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,1
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,3.911217134846656,0.0367520604051484,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,1
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.04,-5.935688704498439,0.0367520604051484,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,2
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03398319628758153,-3.493312907120842,0.024326807813196044,0.25,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03398319628758153,-18.75258169485171,0.024326807813196044,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03398319628758153,-15.679314786603861,0.024326807813196044,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03398319628758153,-32.63269614134209,0.024326807813196044,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03398319628758153,-12.236723465655437,0.024326807813196044,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03398319628758153,-10.59413667269513,0.024326807813196044,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03349156800501175,-3.300138280175613,0.02304627180587086,0.25,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03349156800501175,-17.687827678047324,0.02304627180587086,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03349156800501175,-14.80618115347884,0.02304627180587086,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03349156800501175,-32.65197343180349,0.02304627180587086,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03349156800501175,-12.425744503818384,0.02304627180587086,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.03349156800501175,-10.332203924444238,0.02304627180587086,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
cap_0p04,orth_deg2_rho_0p25_cap_0p04,0.02923238299763917,-3.385800254662034,0.023370187960123783,0.25,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
