geometry_tau,mode,nuisance,rationale,route,self_fit,table_tau,target_curve,target_decay_span,target_drop_norm,target_label,target_residual_used_for_kappa,target_schedule_len,tau_ratio_vs_table,train_curves
8192.0,frozen_target_holdout,none,"primary frozen rule: geometry tau, one fitted source kappa, no nuisance projection",smooth_decay,0,8192.0,cosine_72000.csv,69839.0,0.899999999544725,Cosine,0,72000.0,1.0,wsdcon_3
4998.75,frozen_target_holdout,none,"primary frozen rule: geometry tau, one fitted source kappa, no nuisance projection",finite_tail,0,5120.0,wsd_20000_24000.csv,3999.0,0.8999424188010638,WSD sharp,0,24000.0,0.976318359375,wsdld_20000_24000
4998.75,frozen_target_holdout,none,"primary frozen rule: geometry tau, one fitted source kappa, no nuisance projection",finite_tail,0,5120.0,wsdld_20000_24000.csv,3999.0,0.899775,WSD linear,0,24000.0,0.976318359375,wsd_20000_24000
1535.9999999999993,frozen_target_holdout,none,"primary frozen rule: geometry tau, one fitted source kappa, no nuisance projection",full_step_drop,0,1536.0,wsdcon_3.csv,1.0,0.8999999999999999,WSD-con 3e-5,0,16000.0,0.9999999999999996,wsd_20000_24000+wsdld_20000_24000
733.1839999999999,frozen_target_holdout,none,"primary frozen rule: geometry tau, one fitted source kappa, no nuisance projection",medium_step_drop,0,768.0,wsdcon_9.csv,1.0,0.7,WSD-con 9e-5,0,16000.0,0.9546666666666664,wsdcon_3+wsdcon_18
512.0,frozen_target_holdout,none,"primary frozen rule: geometry tau, one fitted source kappa, no nuisance projection",weak_step_drop,0,512.0,wsdcon_18.csv,1.0,0.3999999999999999,WSD-con 18e-5,0,16000.0,1.0,wsdcon_9
