step,baseline_pred_loss,optimized_pred_loss
1,27.161722682267726,27.161722682267726
301,4.448421257450847,4.448421257450847
602,3.9607731120590084,3.9607731120590084
902,3.740168314766797,3.740168314766797
1203,3.6062090540872425,3.6062090540872425
1504,3.5138370165445822,3.5138370165445822
1804,3.4452844417267405,3.4452844417267405
2105,3.3914400239700337,3.3914400239700337
2405,3.34791636827437,3.34791636827437
2706,3.3115506855674415,3.3115506855674415
3007,3.280648483000496,3.280648483000496
3307,3.254037600025796,3.254037600025796
3608,3.2306586762735847,3.2306586762735847
3909,3.209962927682212,3.209962927682212
4209,3.191527229672986,3.191527229672986
4510,3.174861438094187,3.174861438094187
4810,3.1597911014803093,3.1597911014803093
5111,3.1459885308986504,3.1459885308986504
5412,3.1333229963244316,3.1333229963244316
5712,3.12168232818724,3.12168232818724
6013,3.1108659952199886,3.1108659952199886
6314,3.1008116635053433,3.1008116635053433
6614,3.0914631249115194,3.0914631249115194
6915,3.082685062645482,3.082685062645482
7215,3.0744737233990915,3.0744737233990915
7516,3.066720728626265,3.066720728626265
7817,3.0594077584319126,3.0594077584319126
8117,3.052516635613834,3.052516635613834
8418,3.0459660466082905,3.0459660466082905
8719,3.039748402810395,3.039748402810395
9019,3.033855300957415,3.033855300957415
9320,3.028223056075863,3.028223056075863
9620,3.0228674488477636,3.0228674488477636
9921,3.0177333325819227,3.0177333325819227
10222,3.012821480604393,3.012821480604393
10522,3.0081314459842914,3.0081314459842914
10823,3.0036177724514865,3.0036177724514865
11124,2.9992835387192858,2.9992835387192858
11424,2.9951306147223233,2.9951306147223233
11725,2.9911206824967276,2.9911206824967276
12025,2.9872707221713,2.9872707221713
12326,2.9835461846476727,2.9835461846476727
12627,2.9799519733134168,2.9799519733134168
12927,2.9764919179504137,2.9764919179504137
13228,2.9731360569542375,2.9731360569542375
13529,2.969889744206115,2.969889744206115
13829,2.9667573586256464,2.9667573586256464
14130,2.963712572552657,2.963712572552657
14430,2.960770588695995,2.960770588695995
14731,2.957907101675858,2.957907101675858
15032,2.955127691676696,2.955127691676696
15332,2.952437119347104,2.952437119347104
15633,2.949813651311519,2.949813651311519
15934,2.947262829534205,2.947262829534205
16234,2.9447894592162247,2.9447894592162247
16535,2.9423739419037416,2.9423739419037416
16835,2.940029424310696,2.940029424310696
17136,2.9377375378415786,2.9377375378415786
17437,2.9355036192960067,2.9355036192960067
17737,2.933332387216175,2.933332387216175
18038,2.931207083992475,2.931207083992475
18339,2.9291328795523675,2.9291328795523675
18639,2.9271143854700337,2.9271143854700337
18940,2.9251362250842248,2.9251362250842248
19240,2.923209734901492,2.923209734901492
19541,2.921320352701063,2.921320352701063
19842,2.9194729416253473,2.9194729416253473
20142,2.9176718916400146,2.9176718916400146
20443,2.9159037304959043,2.9159037304959043
20744,2.9141731330572966,2.9141731330572966
21044,2.912484343702091,2.912484343702091
21345,2.910824846234186,2.910824846234186
21645,2.909204475623337,2.909204475623337
21946,2.9076112890400063,2.9076112890400063
22247,2.9060496537722127,2.9060496537722127
22547,2.9045235678154597,2.9045235678154597
22848,2.9030218682624405,2.9030218682624405
23149,2.9015487452926325,2.9015487452926325
23449,2.9001080510751516,2.9001080510751516
