step,lr,loss
94.0,6.5972146068647876e-06,670.2018432617188
95.0,6.667397740980372e-06,665.0640869140625
96.0,6.7375808750959534e-06,634.0916137695312
97.0,6.807764009211537e-06,743.126220703125
98.0,6.877947143327119e-06,672.9864501953125
99.0,6.948130277442703e-06,782.7645263671875
100.0,7.018313411558285e-06,756.8104248046875
101.0,7.0884965456738685e-06,926.7112426757812
102.0,7.158679679789451e-06,704.9784545898438
103.0,7.228862813905034e-06,704.937255859375
104.0,7.299045948020617e-06,777.0748291015625
105.0,7.3692290821362e-06,793.6656494140625
106.0,7.439412216251782e-06,828.3385620117188
107.0,7.509595350367366e-06,712.111328125
108.0,7.579778484482948e-06,679.3271484375
109.0,7.649961618598532e-06,824.7820434570312
110.0,7.720144752714114e-06,754.0005493164062
111.0,7.790327886829697e-06,952.9481201171875
112.0,7.860511020945279e-06,598.6690063476562
113.0,7.930694155060862e-06,752.345947265625
114.0,8.000877289176445e-06,782.0490112304688
115.0,8.071060423292029e-06,634.1140747070312
116.0,8.14124355740761e-06,777.3321533203125
117.0,8.211426691523194e-06,692.0517578125
118.0,8.281609825638777e-06,602.9234619140625
119.0,8.35179295975436e-06,703.8271484375
120.0,8.421976093869942e-06,778.3741455078125
121.0,8.492159227985526e-06,833.2286376953125
122.0,8.562342362101109e-06,925.1005859375
123.0,8.632525496216692e-06,750.6466064453125
124.0,8.702708630332274e-06,682.558837890625
125.0,8.772891764447857e-06,793.0782470703125
126.0,8.843074898563439e-06,802.8662109375
127.0,8.913258032679022e-06,933.0335083007812
128.0,8.983441166794606e-06,687.5196533203125
129.0,9.053624300910189e-06,665.2922973632812
130.0,9.12380743502577e-06,734.6893310546875
131.0,9.193990569141354e-06,660.3497314453125
132.0,9.264173703256937e-06,804.8412475585938
133.0,9.33435683737252e-06,832.4326171875
134.0,9.404539971488102e-06,963.359130859375
135.0,9.474723105603686e-06,813.9011840820312
136.0,9.544906239719268e-06,837.3336791992188
137.0,9.615089373834851e-06,755.1436767578125
138.0,9.685272507950434e-06,732.1945190429688
139.0,9.755455642066018e-06,673.3106689453125
140.0,9.8256387761816e-06,677.6710205078125
141.0,9.895821910297183e-06,717.5072021484375
142.0,9.966005044412766e-06,726.0784912109375
143.0,1.0036188178528348e-05,816.5350341796875
144.0,1.010637131264393e-05,636.94287109375
145.0,1.0176554446759514e-05,651.7576293945312
146.0,1.0246737580875096e-05,696.9599609375
147.0,1.031692071499068e-05,657.1322631835938
148.0,1.0387103849106261e-05,597.7425537109375
149.0,1.0457286983221846e-05,796.6029052734375
150.0,1.0527470117337428e-05,642.94873046875
151.0,1.0597653251453011e-05,717.316650390625
152.0,1.0667836385568593e-05,851.762939453125
153.0,1.0738019519684178e-05,935.242919921875
154.0,1.080820265379976e-05,748.546875
155.0,1.0878385787915343e-05,844.513671875
156.0,1.0948568922030925e-05,749.2213134765625
157.0,1.101875205614651e-05,666.4827880859375
158.0,1.1088935190262091e-05,622.7744750976562
159.0,1.1159118324377673e-05,787.6405639648438
160.0,1.1229301458493256e-05,940.3912353515625
161.0,1.129948459260884e-05,984.712646484375
162.0,1.1369667726724423e-05,848.109375
163.0,1.1439850860840005e-05,651.5557861328125
164.0,1.1510033994955588e-05,880.024169921875
165.0,1.1580217129071171e-05,711.703125
166.0,1.1650400263186755e-05,875.571533203125
167.0,1.1720583397302336e-05,798.6446533203125
168.0,1.1790766531417918e-05,731.406494140625
169.0,1.1860949665533503e-05,697.09375
170.0,1.1931132799649085e-05,874.01318359375
171.0,1.2001315933764668e-05,879.4803466796875
172.0,1.207149906788025e-05,877.0220947265625
173.0,1.2141682201995835e-05,794.9292602539062
174.0,1.2211865336111417e-05,650.895751953125
175.0,1.2282048470227e-05,782.0654296875
176.0,1.2352231604342582e-05,831.3199462890625
177.0,1.2422414738458167e-05,820.0050048828125
178.0,1.2492597872573748e-05,597.3533325195312
179.0,1.256278100668933e-05,556.50537109375
180.0,1.2632964140804913e-05,974.1165161132812
181.0,1.2703147274920498e-05,603.52197265625
182.0,1.277333040903608e-05,746.4427490234375
183.0,1.2843513543151662e-05,838.945556640625
184.0,1.2913696677267245e-05,693.936767578125
185.0,1.2983879811382828e-05,790.921875
186.0,1.3054062945498412e-05,795.994873046875
187.0,1.3124246079613993e-05,728.35205078125
188.0,1.3194429213729575e-05,806.0184326171875
189.0,1.326461234784516e-05,730.7520751953125
190.0,1.3334795481960744e-05,824.1508178710938
191.0,1.3404978616076325e-05,655.0346069335938
192.0,1.3475161750191907e-05,798.9993896484375
193.0,1.3545344884307492e-05,725.7881469726562
194.0,1.3615528018423074e-05,546.0762939453125
195.0,1.3685711152538657e-05,691.5408325195312
196.0,1.3755894286654239e-05,627.0926513671875
197.0,1.3826077420769824e-05,577.7701416015625
198.0,1.3896260554885405e-05,691.1166381835938
199.0,1.3966443689000989e-05,583.2474975585938
200.0,1.403662682311657e-05,714.06103515625
201.0,1.4106809957232155e-05,785.7332763671875
202.0,1.4176993091347737e-05,630.9425048828125
203.0,1.4247176225463319e-05,664.0426025390625
204.0,1.4317359359578902e-05,751.9893798828125
205.0,1.4387542493694485e-05,859.8456420898438
206.0,1.4457725627810069e-05,536.3072509765625
207.0,1.452790876192565e-05,668.3511962890625
208.0,1.4598091896041234e-05,621.4524536132812
209.0,1.4668275030156816e-05,766.4388427734375
210.0,1.47384581642724e-05,433.8630065917969
211.0,1.4808641298387982e-05,838.9127807617188
212.0,1.4878824432503564e-05,654.8119506835938
213.0,1.4949007566619147e-05,890.7342529296875
214.0,1.5019190700734732e-05,639.0191040039062
215.0,1.5089373834850314e-05,698.5289306640625
216.0,1.5159556968965896e-05,806.38037109375
217.0,1.5229740103081479e-05,946.4337158203125
218.0,1.5299923237197064e-05,793.99609375
219.0,1.5370106371312644e-05,594.45556640625
220.0,1.5440289505428227e-05,740.625732421875
221.0,1.551047263954381e-05,705.68359375
222.0,1.5580655773659394e-05,738.27783203125
223.0,1.5650838907774977e-05,704.003662109375
224.0,1.5721022041890557e-05,705.8162841796875
225.0,1.579120517600614e-05,819.1229248046875
226.0,1.5861388310121724e-05,483.5325622558594
227.0,1.5931571444237308e-05,753.5121459960938
228.0,1.600175457835289e-05,657.1305541992188
229.0,1.6071937712468474e-05,623.4622192382812
230.0,1.6142120846584058e-05,608.7257080078125
231.0,1.621230398069964e-05,766.97412109375
232.0,1.628248711481522e-05,788.23828125
233.0,1.6352670248930804e-05,874.7152099609375
234.0,1.6422853383046388e-05,620.3897705078125
235.0,1.649303651716197e-05,710.447265625
236.0,1.6563219651277554e-05,855.3374633789062
237.0,1.6633402785393134e-05,749.738037109375
238.0,1.670358591950872e-05,695.332763671875
239.0,1.67737690536243e-05,640.4534912109375
240.0,1.6843952187739884e-05,781.849609375
241.0,1.6914135321855468e-05,591.4241943359375
242.0,1.698431845597105e-05,768.766357421875
243.0,1.7054501590086635e-05,625.5841674804688
244.0,1.7124684724202218e-05,782.8697509765625
245.0,1.7194867858317798e-05,583.4791870117188
246.0,1.7265050992433385e-05,879.625244140625
247.0,1.7335234126548965e-05,824.7745361328125
248.0,1.7405417260664548e-05,697.550537109375
249.0,1.747560039478013e-05,640.2730102539062
250.0,1.7545783528895715e-05,600.7548828125
251.0,1.7615966663011298e-05,790.4762573242188
252.0,1.7686149797126878e-05,877.4134521484375
253.0,1.775633293124246e-05,724.4337158203125
254.0,1.7826516065358045e-05,737.2691650390625
255.0,1.7896699199473628e-05,827.083740234375
256.0,1.796688233358921e-05,665.2674560546875
257.0,1.803706546770479e-05,697.8802490234375
258.0,1.8107248601820378e-05,764.6265258789062
259.0,1.8177431735935958e-05,680.6611938476562
260.0,1.824761487005154e-05,645.4142456054688
261.0,1.8317798004167125e-05,717.3328857421875
262.0,1.8387981138282708e-05,806.57763671875
263.0,1.845816427239829e-05,892.8135375976562
264.0,1.8528347406513875e-05,910.898193359375
265.0,1.8598530540629455e-05,798.2625732421875
266.0,1.866871367474504e-05,640.5384521484375
267.0,1.873889680886062e-05,693.033935546875
268.0,1.8809079942976205e-05,723.269775390625
269.0,1.887926307709179e-05,690.099609375
270.0,1.894944621120737e-05,700.1948852539062
271.0,1.9019629345322955e-05,840.7520141601562
272.0,1.9089812479438535e-05,603.132568359375
273.0,1.915999561355412e-05,584.04833984375
274.0,1.9230178747669702e-05,657.1204223632812
275.0,1.9300361881785285e-05,775.8446044921875
276.0,1.937054501590087e-05,528.2828369140625
277.0,1.9440728150016452e-05,675.3955078125
278.0,1.9510911284132035e-05,833.6566162109375
279.0,1.958109441824762e-05,722.0355224609375
280.0,1.96512775523632e-05,726.9227294921875
281.0,1.9721460686478782e-05,700.638427734375
282.0,1.9791643820594365e-05,748.341552734375
283.0,1.986182695470995e-05,804.1047973632812
284.0,1.9932010088825532e-05,931.688720703125
285.0,1.9999932170509774e-05,915.9358520507812
286.0,1.9997761626822497e-05,610.9818725585938
287.0,1.9995591083135217e-05,788.135986328125
288.0,1.9993420539447937e-05,590.9511108398438
289.0,1.9991249995760657e-05,765.1190185546875
290.0,1.998907945207338e-05,641.1272583007812
291.0,1.99869089083861e-05,676.94775390625
292.0,1.998473836469882e-05,742.5133056640625
293.0,1.9982567821011543e-05,616.7811279296875
294.0,1.9980397277324263e-05,735.7603759765625
295.0,1.9978226733636986e-05,618.8433837890625
296.0,1.9976056189949706e-05,722.8145141601562
297.0,1.9973885646262426e-05,737.3257446289062
298.0,1.997171510257515e-05,595.2896728515625
299.0,1.996954455888787e-05,731.2589111328125
300.0,1.9967374015200593e-05,698.3955078125
301.0,1.9965203471513312e-05,823.810791015625
302.0,1.9963032927826032e-05,563.7565307617188
303.0,1.9960862384138752e-05,779.7379150390625
304.0,1.9958691840451475e-05,728.5025634765625
305.0,1.9956521296764195e-05,632.9737548828125
306.0,1.9954350753076915e-05,895.0777587890625
307.0,1.995218020938964e-05,654.080078125
308.0,1.9950009665702358e-05,642.5975341796875
309.0,1.994783912201508e-05,645.3507080078125
310.0,1.99456685783278e-05,581.2047729492188
311.0,1.994349803464052e-05,621.028076171875
312.0,1.9941327490953244e-05,905.3905029296875
313.0,1.9939156947265964e-05,690.0845336914062
314.0,1.9936986403578688e-05,665.050048828125
315.0,1.9934815859891407e-05,805.748046875
316.0,1.9932645316204127e-05,641.7860107421875
317.0,1.9930474772516847e-05,634.8056030273438
318.0,1.992830422882957e-05,652.0555419921875
319.0,1.992613368514229e-05,893.7948608398438
320.0,1.992396314145501e-05,589.9794921875
321.0,1.9921792597767733e-05,704.6620483398438
322.0,1.9919622054080453e-05,742.01123046875
323.0,1.9917451510393177e-05,555.886962890625
324.0,1.9915280966705896e-05,679.8665771484375
325.0,1.9913110423018616e-05,535.6173095703125
326.0,1.991093987933134e-05,558.5751342773438
327.0,1.990876933564406e-05,771.981689453125
328.0,1.9906598791956783e-05,685.6788940429688
329.0,1.9904428248269503e-05,816.892822265625
330.0,1.9902257704582222e-05,684.1998901367188
331.0,1.9900087160894942e-05,659.9783325195312
332.0,1.9897916617207666e-05,867.8949584960938
333.0,1.9895746073520385e-05,567.1591796875
334.0,1.9893575529833105e-05,749.1220092773438
335.0,1.989140498614583e-05,764.4747314453125
336.0,1.988923444245855e-05,606.6558837890625
337.0,1.988706389877127e-05,596.6922607421875
338.0,1.988489335508399e-05,607.2015380859375
339.0,1.988272281139671e-05,762.8096923828125
340.0,1.9880552267709435e-05,619.324462890625
341.0,1.9878381724022154e-05,845.0535888671875
342.0,1.9876211180334878e-05,729.1438598632812
343.0,1.9874040636647598e-05,638.932861328125
344.0,1.9871870092960317e-05,710.978759765625
345.0,1.9869699549273037e-05,638.6541748046875
346.0,1.986752900558576e-05,765.4022216796875
347.0,1.986535846189848e-05,614.8328857421875
348.0,1.98631879182112e-05,731.6517333984375
349.0,1.9861017374523924e-05,762.666259765625
350.0,1.9858846830836643e-05,797.7299194335938
351.0,1.9856676287149367e-05,819.3013305664062
352.0,1.9854505743462087e-05,723.2139282226562
353.0,1.985233519977481e-05,617.231201171875
354.0,1.985016465608753e-05,642.3848876953125
355.0,1.984799411240025e-05,859.0439453125
356.0,1.9845823568712973e-05,657.815673828125
357.0,1.9843653025025693e-05,633.5601196289062
358.0,1.9841482481338413e-05,727.4357299804688
359.0,1.9839311937651132e-05,659.6218872070312
360.0,1.9837141393963856e-05,691.08642578125
361.0,1.9834970850276575e-05,636.2112426757812
362.0,1.98328003065893e-05,673.708984375
363.0,1.983062976290202e-05,713.3922119140625
364.0,1.982845921921474e-05,757.3699951171875
365.0,1.9826288675527462e-05,826.5706787109375
366.0,1.982411813184018e-05,531.85302734375
367.0,1.9821947588152905e-05,791.1414794921875
368.0,1.9819777044465625e-05,732.2603759765625
369.0,1.9817606500778345e-05,755.0555419921875
370.0,1.9815435957091068e-05,643.94287109375
371.0,1.9813265413403788e-05,867.4365234375
372.0,1.9811094869716508e-05,613.5740966796875
373.0,1.9808924326029227e-05,647.14404296875
374.0,1.980675378234195e-05,717.0784912109375
375.0,1.980458323865467e-05,674.4645385742188
376.0,1.9802412694967394e-05,953.6165161132812
377.0,1.9800242151280114e-05,674.3040161132812
378.0,1.9798071607592834e-05,772.3612670898438
379.0,1.9795901063905557e-05,540.8782958984375
380.0,1.9793730520218277e-05,620.1791381835938
381.0,1.9791559976531e-05,730.1820068359375
382.0,1.978938943284372e-05,753.9471435546875
383.0,1.978721888915644e-05,648.8341674804688
384.0,1.9785048345469163e-05,863.946533203125
385.0,1.9782877801781883e-05,653.4896850585938
386.0,1.9780707258094603e-05,580.040771484375
387.0,1.9778536714407322e-05,673.6163330078125
388.0,1.9776366170720046e-05,751.693603515625
389.0,1.9774195627032766e-05,623.6876831054688
390.0,1.977202508334549e-05,642.286865234375
391.0,1.976985453965821e-05,741.844970703125
392.0,1.976768399597093e-05,636.5910034179688
393.0,1.9765513452283652e-05,677.24951171875
394.0,1.9763342908596372e-05,667.9368896484375
395.0,1.9761172364909095e-05,569.4988403320312
396.0,1.9759001821221815e-05,649.9729614257812
397.0,1.9756831277534535e-05,859.6892700195312
398.0,1.9754660733847258e-05,713.95751953125
399.0,1.9752490190159978e-05,629.6963500976562
400.0,1.9750319646472698e-05,605.3978271484375
401.0,1.9748149102785418e-05,753.27587890625
402.0,1.974597855909814e-05,868.56396484375
403.0,1.974380801541086e-05,801.1940307617188
404.0,1.9741637471723584e-05,683.8402709960938
405.0,1.9739466928036304e-05,619.495361328125
406.0,1.9737296384349024e-05,522.4138793945312
407.0,1.9735125840661747e-05,915.572509765625
408.0,1.9732955296974467e-05,705.90673828125
409.0,1.973078475328719e-05,674.070556640625
410.0,1.972861420959991e-05,636.7470703125
411.0,1.972644366591263e-05,873.6583251953125
412.0,1.9724273122225353e-05,666.410888671875
413.0,1.9722102578538073e-05,731.1241455078125
414.0,1.9719932034850793e-05,591.2382202148438
415.0,1.9717761491163513e-05,803.3895263671875
416.0,1.9715590947476236e-05,680.630859375
417.0,1.9713420403788956e-05,853.145263671875
418.0,1.971124986010168e-05,1061.139404296875
419.0,1.97090793164144e-05,533.7657470703125
420.0,1.970690877272712e-05,709.5706176757812
421.0,1.9704738229039842e-05,795.0972900390625
422.0,1.9702567685352562e-05,977.797607421875
423.0,1.9700397141665285e-05,865.7545776367188
424.0,1.9698226597978005e-05,676.05078125
425.0,1.9696056054290725e-05,659.6317138671875
426.0,1.9693885510603448e-05,673.6114501953125
427.0,1.9691714966916168e-05,688.9948120117188
428.0,1.9689544423228888e-05,829.604736328125
429.0,1.9687373879541608e-05,625.0380249023438
430.0,1.968520333585433e-05,753.1527099609375
431.0,1.968303279216705e-05,765.0003662109375
432.0,1.9680862248479774e-05,693.1602783203125
433.0,1.9678691704792494e-05,752.15673828125
434.0,1.9676521161105214e-05,736.2980346679688
435.0,1.9674350617417937e-05,779.8369140625
436.0,1.9672180073730657e-05,614.4959716796875
437.0,1.967000953004338e-05,809.6599731445312
438.0,1.96678389863561e-05,874.9729614257812
439.0,1.9665668442668823e-05,689.558349609375
440.0,1.9663497898981543e-05,634.2291870117188
441.0,1.9661327355294263e-05,884.2178955078125
442.0,1.9659156811606983e-05,887.3457641601562
443.0,1.9656986267919703e-05,689.2947998046875
444.0,1.9654815724232426e-05,873.3381958007812
445.0,1.9652645180545146e-05,660.6295166015625
446.0,1.965047463685787e-05,764.553955078125
447.0,1.964830409317059e-05,947.6945190429688
448.0,1.9646133549483312e-05,807.9619140625
449.0,1.9643963005796032e-05,688.7421264648438
450.0,1.9641792462108752e-05,626.8707275390625
451.0,1.9639621918421475e-05,587.2490234375
452.0,1.9637451374734195e-05,554.8001098632812
453.0,1.963528083104692e-05,625.6378173828125
454.0,1.9633110287359638e-05,618.630615234375
455.0,1.9630939743672358e-05,644.6248779296875
456.0,1.9628769199985078e-05,717.3422241210938
457.0,1.96265986562978e-05,729.721435546875
458.0,1.962442811261052e-05,704.1012573242188
459.0,1.962225756892324e-05,612.1209716796875
460.0,1.9620087025235964e-05,643.7096557617188
461.0,1.9617916481548684e-05,682.7646484375
462.0,1.9615745937861407e-05,476.56671142578125
463.0,1.9613575394174127e-05,713.1748657226562
464.0,1.9611404850486847e-05,603.9369506835938
465.0,1.960923430679957e-05,811.3717041015625
466.0,1.960706376311229e-05,638.1512451171875
467.0,1.9604893219425013e-05,726.1263427734375
468.0,1.9602722675737733e-05,656.3861083984375
469.0,1.9600552132050453e-05,759.0458374023438
470.0,1.9598381588363173e-05,658.7054443359375
471.0,1.9596211044675896e-05,612.12646484375
472.0,1.9594040500988616e-05,674.596435546875
473.0,1.9591869957301336e-05,667.654296875
474.0,1.958969941361406e-05,723.9376220703125
475.0,1.958752886992678e-05,678.2221069335938
476.0,1.9585358326239502e-05,535.2278442382812
477.0,1.9583187782552222e-05,617.447021484375
478.0,1.9581017238864942e-05,746.2391357421875
479.0,1.9578846695177665e-05,864.9736328125
480.0,1.9576676151490385e-05,546.63818359375
481.0,1.957450560780311e-05,754.4591064453125
482.0,1.9572335064115828e-05,787.4139404296875
483.0,1.9570164520428548e-05,938.053466796875
484.0,1.9567993976741268e-05,703.6124877929688
485.0,1.956582343305399e-05,787.53466796875
486.0,1.956365288936671e-05,547.3529052734375
487.0,1.956148234567943e-05,681.3701171875
488.0,1.9559311801992154e-05,577.3984375
489.0,1.9557141258304874e-05,807.8284912109375
490.0,1.9554970714617597e-05,909.19384765625
491.0,1.9552800170930317e-05,784.555419921875
492.0,1.9550629627243037e-05,703.514892578125
493.0,1.954845908355576e-05,687.0004272460938
494.0,1.954628853986848e-05,658.8687744140625
495.0,1.9544117996181203e-05,690.4560546875
496.0,1.9541947452493923e-05,713.1408081054688
497.0,1.9539776908806643e-05,754.2989501953125
498.0,1.9537606365119363e-05,712.0247802734375
499.0,1.9535435821432086e-05,745.3817138671875
500.0,1.9533265277744806e-05,854.43408203125
501.0,1.9531094734057526e-05,527.9759521484375
502.0,1.952892419037025e-05,650.1702880859375
503.0,1.952675364668297e-05,543.3785400390625
504.0,1.9524583102995692e-05,589.267333984375
505.0,1.9522412559308412e-05,723.4403686523438
506.0,1.9520242015621132e-05,616.66259765625
507.0,1.9518071471933855e-05,761.5570678710938
508.0,1.9515900928246575e-05,995.9322509765625
509.0,1.95137303845593e-05,693.3236083984375
510.0,1.951155984087202e-05,801.7774658203125
511.0,1.9509389297184738e-05,720.7113037109375
512.0,1.9507218753497458e-05,915.5374145507812
513.0,1.950504820981018e-05,860.249267578125
514.0,1.95028776661229e-05,637.2806396484375
515.0,1.950070712243562e-05,694.3663330078125
516.0,1.9498536578748344e-05,614.7853393554688
517.0,1.9496366035061064e-05,843.4547119140625
518.0,1.9494195491373787e-05,624.665283203125
519.0,1.9492024947686507e-05,623.3548583984375
520.0,1.9489854403999227e-05,697.0093383789062
521.0,1.948768386031195e-05,582.26123046875
522.0,1.948551331662467e-05,783.6581420898438
523.0,1.9483342772937394e-05,813.8816528320312
524.0,1.9481172229250113e-05,730.3236694335938
525.0,1.9479001685562833e-05,606.6871337890625
526.0,1.9476831141875553e-05,873.9811401367188
527.0,1.9474660598188276e-05,523.497314453125
528.0,1.9472490054500996e-05,609.2318115234375
529.0,1.9470319510813716e-05,796.4359741210938
530.0,1.946814896712644e-05,715.0264892578125
531.0,1.946597842343916e-05,709.0610961914062
532.0,1.9463807879751883e-05,728.3740234375
533.0,1.9461637336064602e-05,574.78759765625
534.0,1.9459466792377322e-05,564.4134521484375
535.0,1.9457296248690046e-05,659.838134765625
536.0,1.9455125705002765e-05,819.524658203125
537.0,1.945295516131549e-05,553.0435180664062
538.0,1.945078461762821e-05,668.1063232421875
539.0,1.944861407394093e-05,823.8182983398438
540.0,1.9446443530253648e-05,854.947998046875
541.0,1.944427298656637e-05,737.0498046875
542.0,1.944210244287909e-05,714.6844482421875
543.0,1.943993189919181e-05,688.73486328125
544.0,1.9437761355504534e-05,667.1062622070312
545.0,1.9435590811817254e-05,615.6881103515625
546.0,1.9433420268129978e-05,724.5928955078125
547.0,1.9431249724442697e-05,716.0111083984375
548.0,1.942907918075542e-05,740.0570068359375
549.0,1.942690863706814e-05,644.8089599609375
550.0,1.942473809338086e-05,696.4190673828125
551.0,1.9422567549693584e-05,547.2679443359375
552.0,1.94203970060063e-05,594.9498291015625
553.0,1.9418226462319023e-05,789.6697387695312
554.0,1.9416055918631743e-05,661.4986572265625
555.0,1.9413885374944467e-05,749.7777709960938
556.0,1.9411714831257186e-05,607.8793334960938
557.0,1.940954428756991e-05,825.1702270507812
558.0,1.940737374388263e-05,860.0911865234375
559.0,1.940520320019535e-05,701.4305419921875
560.0,1.9403032656508073e-05,673.2363891601562
561.0,1.9400862112820793e-05,726.3997802734375
562.0,1.9398691569133516e-05,714.299072265625
563.0,1.9396521025446236e-05,668.43505859375
564.0,1.9394350481758956e-05,802.97802734375
565.0,1.939217993807168e-05,666.980224609375
566.0,1.93900093943844e-05,823.4419555664062
567.0,1.938783885069712e-05,679.782470703125
568.0,1.938566830700984e-05,589.5823974609375
569.0,1.938349776332256e-05,787.6243286132812
570.0,1.938132721963528e-05,715.4884643554688
571.0,1.9379156675948005e-05,671.7222900390625
572.0,1.9376986132260725e-05,782.8305053710938
573.0,1.9374815588573444e-05,714.9619140625
574.0,1.9372645044886168e-05,824.0125732421875
575.0,1.9370474501198888e-05,767.4454345703125
576.0,1.936830395751161e-05,728.48486328125
577.0,1.936613341382433e-05,691.0138549804688
578.0,1.936396287013705e-05,841.4717407226562
579.0,1.9361792326449774e-05,746.8446044921875
580.0,1.9359621782762494e-05,830.4296875
581.0,1.9357451239075214e-05,614.2439575195312
582.0,1.9355280695387933e-05,647.65966796875
583.0,1.9353110151700657e-05,641.46044921875
584.0,1.9350939608013377e-05,736.7098388671875
585.0,1.93487690643261e-05,809.7500610351562
586.0,1.934659852063882e-05,623.8739624023438
587.0,1.934442797695154e-05,759.3527221679688
588.0,1.9342257433264263e-05,767.2371826171875
589.0,1.9340086889576983e-05,679.1614379882812
590.0,1.9337916345889706e-05,601.9056396484375
591.0,1.9335745802202426e-05,684.572509765625
592.0,1.9333575258515146e-05,710.452392578125
593.0,1.933140471482787e-05,477.35198974609375
594.0,1.932923417114059e-05,689.626220703125
595.0,1.932706362745331e-05,630.9347534179688
596.0,1.932489308376603e-05,730.00341796875
597.0,1.9322722540078752e-05,729.3018188476562
598.0,1.932055199639147e-05,925.2485961914062
599.0,1.9318381452704195e-05,632.72509765625
600.0,1.9316210909016915e-05,728.0486450195312
601.0,1.9314040365329635e-05,693.9671020507812
602.0,1.9311869821642358e-05,677.727294921875
