mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-54.26122522502009,-58.20753202008486,3,3,wsd_20000_24000.csv,WSD sharp,3,-40.477293275340145
-46.32810974659075,-50.664602484115804,3,3,wsdld_20000_24000.csv,WSD linear,3,-33.11707850120887
-55.77784102712906,-59.64185352382931,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-47.275759389004214
-14.676061632590262,-13.901737508275735,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-9.045298593448237
-9.863136108644307,-11.124676773949826,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-6.289566272098146
