mean_delta,median_delta,nonharm,pair_config_id,rows,smooth_config_id,smooth_fit_start_step,smooth_lambda,smooth_max_mode,smooth_nuisance_lambda,smooth_retention_power,smooth_rho,smooth_ridge_tau,step_config_id,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_retention_power,step_rho,step_ridge_tau,wins,worst_delta
-35.99674837708665,-39.148021331309835,15,6614,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,235,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99674837708665,-39.148021331309835,15,6615,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,245,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99674837708665,-39.148021331309835,15,6616,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,255,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99674837708665,-39.148021331309835,15,6814,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,235,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99674837708665,-39.148021331309835,15,6815,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,245,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99674837708665,-39.148021331309835,15,6816,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,255,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99652528757608,-39.14678555204869,15,6217,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,335,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.99652528757608,-39.14678555204869,15,6218,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,345,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.99652528757608,-39.14678555204869,15,6219,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,355,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.99652528757608,-39.14678555204869,15,6417,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,335,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.99652528757608,-39.14678555204869,15,6418,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,345,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.99652528757608,-39.14678555204869,15,6419,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,355,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.996507644054674,-39.1465988961693,15,5817,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,335,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.996507644054674,-39.1465988961693,15,5818,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,345,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.996507644054674,-39.1465988961693,15,5819,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,355,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.996507644054674,-39.1465988961693,15,6017,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,335,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.996507644054674,-39.1465988961693,15,6018,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,345,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.996507644054674,-39.1465988961693,15,6019,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,355,3000,20.0,16,0.015,0.0,0.75,0.05,15,-6.289566272098146
-35.99648280185783,-39.14678555204869,15,6214,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,235,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99648280185783,-39.14678555204869,15,6215,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,245,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99648280185783,-39.14678555204869,15,6216,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,255,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99648280185783,-39.14678555204869,15,6414,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,235,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99648280185783,-39.14678555204869,15,6415,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,245,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99648280185783,-39.14678555204869,15,6416,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,255,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99646515833643,-39.1465988961693,15,5814,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,235,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99646515833643,-39.1465988961693,15,5815,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,245,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99646515833643,-39.1465988961693,15,5816,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,255,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99646515833643,-39.1465988961693,15,6014,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,235,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99646515833643,-39.1465988961693,15,6015,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,245,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99646515833643,-39.1465988961693,15,6016,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,255,3000,20.0,12,0.015,0.0,0.75,0.05,15,-6.289579347448537
-35.99545715443576,-39.148021331309835,15,6620,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,435,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99545715443576,-39.148021331309835,15,6621,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,445,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99545715443576,-39.148021331309835,15,6622,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,455,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99545715443576,-39.148021331309835,15,6820,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,435,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99545715443576,-39.148021331309835,15,6821,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,445,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99545715443576,-39.148021331309835,15,6822,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,455,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.995191579206946,-39.14678555204869,15,6220,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,435,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.995191579206946,-39.14678555204869,15,6221,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,445,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.995191579206946,-39.14678555204869,15,6222,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,455,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.995191579206946,-39.14678555204869,15,6420,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,435,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.995191579206946,-39.14678555204869,15,6421,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,445,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.995191579206946,-39.14678555204869,15,6422,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,455,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99517393568555,-39.1465988961693,15,5820,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,435,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99517393568555,-39.1465988961693,15,5821,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,445,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99517393568555,-39.1465988961693,15,5822,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,455,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99517393568555,-39.1465988961693,15,6020,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,435,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99517393568555,-39.1465988961693,15,6021,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,445,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99517393568555,-39.1465988961693,15,6022,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,455,3000,20.0,8,0.015,0.0,0.75,0.05,15,-6.287910028526755
-35.99493769967665,-39.148021331309835,15,6796,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,7322,3000,20.0,12,0.01,0.0,0.35,0.05,15,-6.3157428352411005
-35.99493769967665,-39.148021331309835,15,6996,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,7322,3000,20.0,12,0.01,0.0,0.35,0.05,15,-6.3157428352411005
-35.99488033461768,-39.148021331309835,15,6797,15,1601,12000,4.0,8,0.04,0.25,0.0,0.05,7422,3000,20.0,16,0.01,0.0,0.35,0.05,15,-6.3156883827064085
-35.99488033461768,-39.148021331309835,15,6997,15,1602,12000,4.0,8,0.04,0.25,0.0,0.05,7422,3000,20.0,16,0.01,0.0,0.35,0.05,15,-6.3156883827064085
-35.99467212444783,-39.14678555204869,15,6396,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,7322,3000,20.0,12,0.01,0.0,0.35,0.05,15,-6.3157428352411005
-35.99467212444783,-39.14678555204869,15,6596,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,7322,3000,20.0,12,0.01,0.0,0.35,0.05,15,-6.3157428352411005
-35.994654480926435,-39.1465988961693,15,5996,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,7322,3000,20.0,12,0.01,0.0,0.35,0.05,15,-6.3157428352411005
-35.994654480926435,-39.1465988961693,15,6196,15,1402,12000,4.0,16,0.04,0.25,0.0,0.05,7322,3000,20.0,12,0.01,0.0,0.35,0.05,15,-6.3157428352411005
-35.99461475938886,-39.14678555204869,15,6397,15,1501,12000,4.0,12,0.04,0.25,0.0,0.05,7422,3000,20.0,16,0.01,0.0,0.35,0.05,15,-6.3156883827064085
-35.99461475938886,-39.14678555204869,15,6597,15,1502,12000,4.0,12,0.04,0.25,0.0,0.05,7422,3000,20.0,16,0.01,0.0,0.35,0.05,15,-6.3156883827064085
-35.994597115867464,-39.1465988961693,15,5997,15,1401,12000,4.0,16,0.04,0.25,0.0,0.05,7422,3000,20.0,16,0.01,0.0,0.35,0.05,15,-6.3156883827064085
