step,baseline_pred_loss,optimized_pred_loss
98004,3.063387673303146,3.1428929073860736
98305,3.0633528066140285,3.1427396952581814
98605,3.0633182152618046,3.142587717409596
98906,3.0632836654782802,3.142435955134126
99206,3.063249383781515,3.1422854116973435
99507,3.063215138657803,3.1421350780360298
99808,3.063181041746075,3.1419854519432215
100108,3.0631472028028823,3.141837021864996
100409,3.063113393524119,3.141688792896835
100710,3.0630797243071504,3.141541256048771
101010,3.063046303765617,3.141394892795811
101311,3.0630129066138383,3.1412487223781187
101611,3.0629797523590154,3.1411037111440208
101912,3.0629466176293008,3.140958887129211
102213,3.0629136108734984,3.1408147301611025
102513,3.062880838904032,3.1406717108040385
102814,3.0628480810870444,3.1405288707769157
103115,3.0628154447688414,3.1403866832439515
103415,3.062783035738783,3.1402456122719267
103716,3.062750635952309,3.140104713003377
104016,3.062718458767182,3.139964916802651
104317,3.0626862877878427,3.139825287051914
104618,3.062654228625389,3.139686286401575
104918,3.0626223854534054,3.1395483685615813
105219,3.0625905442452805,3.13941060997246
105520,3.062558809627427,3.1392734667089197
105820,3.0625272848535445,3.1391373868637737
106121,3.062495758148008,3.139001459138844
106421,3.0624644374270447,3.1388665818466435
106722,3.0624331123540167,3.138731851982006
107023,3.062401886000932,3.138597715637337
107323,3.062370860165098,3.1384646111546797
107624,3.0623398265845467,3.138331647370922
107925,3.0623088874465445,3.1381992641153538
108225,3.0622781437171396,3.1380678947778855
108526,3.0622473891138737,3.1379366592697338
108826,3.0622168266986316,3.1378064253465587
109127,3.0621862514585643,3.137676321298686
109428,3.062155764180157,3.1375467774097263
109728,3.0621254645100158,3.1374182179907932
110029,3.062095149271504,3.137289781893043
110330,3.0620649184514503,3.1371618943413346
110630,3.062034870941421,3.137034974361872
110931,3.0620048053231064,3.1369081710735216
111231,3.0619749202954996,3.136782324000013
111532,3.0619450155713053,3.1366565902982058
111833,3.0619151898676598,3.136531386085553
112133,3.061885540874612,3.136407121983431
112434,3.061855869945154,3.1362829647704844
112735,3.061826275069548,3.1361593267349015
113035,3.061796853248543,3.136036612451527
113336,3.0617674074108665,3.135913999426462
113636,3.0617381323074238,3.1357923001761705
113937,3.061708831883106,3.135670698450929
114238,3.061679602970894,3.1355495982024935
114538,3.0616505414719284,3.135429395973388
114839,3.061621452808447,3.135309285695325
115140,3.0615924331491327,3.135189667327514
115440,3.0615635777627532,3.1350709306706044
115741,3.061534693494792,3.1349522818391944
116041,3.0615059715009525,3.1348345063241134
116342,3.0614772195466493,3.1347168136339176
116643,3.061448532740196,3.1345995965289912
116943,3.061420005339178,3.134483236498536
117244,3.0613914464493877,3.1343669556916542
117545,3.0613629505689355,3.1342511404590354
117845,3.0613346113725375,3.1341361668979077
118146,3.0613062392605768,3.1340212692341924
118446,3.061278022095978,3.13390720465731
118747,3.061249771117619,3.1337932107201762
119048,3.061221579847231,3.1336796670558607
119348,3.0611935410254234,3.1335669403988646
119649,3.061165467115218,3.133454282028326
119950,3.0611374510751475,3.133342061015826
120250,3.0611095851062027,3.1332306459097667
120551,3.061081682856449,3.1331192942516584
120851,3.061053929156982,3.133008734220782
121152,3.0610261384248383,3.132898234980823
121453,3.0609984027153496,3.1327881564230657
121753,3.0609708133628857,3.132678859464227
122054,3.0609431859091347,3.1325696188408787
122355,3.0609156118872933,3.1324607811581417
122655,3.060888182130062,3.1323527183273048
122956,3.0608607132701358,3.13224469707797
123256,3.060833387333382,3.1321374306130956
123557,3.060806021661633,3.132030213481377
123858,3.0607787069489594,3.131923371617949
124158,3.0607515332208037,3.131817282483858
124459,3.060724318857832,3.13171121900794
124760,3.060697154068024,3.1316055254120325
125060,3.060670128408611,3.1315005748189626
125361,3.060643061269925,3.1313956028921046
125661,3.0606161320705536,3.1312913581885606
125962,3.060589160858107,3.1311871097396127
126263,3.060562237057827,3.131083177768428
126563,3.0605354494721237,3.130979966994892
126864,3.0605086191128947,3.130876635390478
127165,3.0604818349510854,3.13077364755286
127465,3.0604551853505164,3.1306712580149947
127766,3.060428492261921,3.130568682709905
128066,3.0604019326704766,3.1304667974493716
128367,3.0603753291389406,3.13036438771681
128668,3.060348769905371,3.1302621855984385
128968,3.0603223426252937,3.1301601311491773
129269,3.0602958707605823,3.1300568838030203
129570,3.0602694421231673,3.1299538768418773
129870,3.0602431439563245,3.1298460749538894
130171,3.0602168005986976,3.129736333790052
130471,3.060190586755567,3.129604233594392
130772,3.0601643273378754,3.129409833021623
131073,3.0601381094689333,3.1292097503922394
131373,3.0601120197251728,3.1266209914736707
131674,3.0600858838593346,3.1230111998044
131975,3.0600597885936742,3.1193566689104752
132275,3.0600338201158843,3.1159137129209125
132576,3.060007805000777,3.1124531457801603
132876,3.05998191580994,3.1090656690873417
133177,3.059955979655413,3.1056963584136446
133478,3.05993008261031,3.102357016526156
133778,3.059904310232557,3.0991546850345455
134079,3.0598784904253087,3.09595443894261
134380,3.0598527088830285,3.092852764667172
134680,3.0598270507959713,3.0898228858678496
134981,3.059801344840903,3.086815381847173
135281,3.059775761557111,3.083945762447244
135582,3.059750130127464,3.081085649811862
135883,3.059724535632635,3.078322100583687
136183,3.0596990626663985,3.0756397688248214
136484,3.0596735411576987,3.0729788795254076
136785,3.059648055828653,3.070450384212602
137085,3.0596226909243214,3.067953386919692
137386,3.0595972771041087,3.0655390773183746
137686,3.059571982993656,3.0632126183432544
137987,3.0595466397307223,3.0609058532595044
138288,3.059521331455405,3.058732283163737
138588,3.059496141846282,3.0565926123540557
138889,3.0594709027469635,3.054532738516137
139190,3.059445697957094,3.0525622895707856
139490,3.0594206108236435,3.0506229114459558
139791,3.0593954738820877,3.048796710377039
140091,3.059370453942072,3.047005248139391
140392,3.05934538399257,3.045308289682883
140693,3.0593203472798702,3.043733685024915
140993,3.0592954266115853,3.042187451990135
141294,3.0592704556464643,3.0406350543060165
141595,3.059245517306699,3.039093811690727
141895,3.059220694083793,3.0377982113501583
142196,3.0591958202936897,3.036865877387874
142496,3.0591710610181324,3.035993432533992
142797,3.0591462510042073,3.0356671478422697
143098,3.059121472646697,3.0354912832282372
143398,3.059096807922356,3.0353570284172173
143699,3.059072092215555,3.0352445821278615
144000,3.0590474076118146,3.035146681847505
