max_kappa,mean_delta_pct,mean_kappa,subset_mode,test_curve,test_label,tests,train_curve,train_label,wins
0.02179207462910145,-9.275320548042709,0.016700095854850498,even,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.020537017231627916,-2.5638869497702035,0.01733890438070179,even,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020537017231627916,-14.03675830511292,0.01733890438070179,even,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020537017231627916,-11.522644711221297,0.01733890438070179,even,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020537017231627916,-26.64007384369441,0.01733890438070179,even,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020537017231627916,-10.528611862751903,0.01733890438070179,even,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020537017231627916,-11.112309198382254,0.01733890438070179,even,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
2.304327029311062e-05,-0.0010636841037229654,7.68109009770354e-06,first_half,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,1
2.304327029311062e-05,-0.005103005496846317,7.68109009770354e-06,first_half,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,1
2.304327029311062e-05,-0.004473561936309729,7.68109009770354e-06,first_half,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,1
2.304327029311062e-05,-0.013897451877657266,7.68109009770354e-06,first_half,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,1
2.304327029311062e-05,-0.004375347112917094,7.68109009770354e-06,first_half,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,1
2.304327029311062e-05,-0.004505519222767577,7.68109009770354e-06,first_half,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,1
0.0,0.0,0.0,first_half,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,first_half,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,first_half,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,first_half,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,first_half,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,first_half,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,first_half,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,first_half,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,first_half,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,first_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,first_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,first_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,0
0.023992372280016536,-2.0580262644840253,0.014396609463162418,first_half,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.023992372280016536,-10.740030256876087,0.014396609463162418,first_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.023992372280016536,-9.09417881954692,0.014396609463162418,first_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.023992372280016536,-22.763666503604696,0.014396609463162418,first_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.023992372280016536,-7.311260472162888,0.014396609463162418,first_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.023992372280016536,-7.292474208632708,0.014396609463162418,first_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.02078436358869073,-1.8029059903348912,0.012591333105706703,first_half,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02078436358869073,-9.463422952862118,0.012591333105706703,first_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02078436358869073,-7.9801569897470594,0.012591333105706703,first_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02078436358869073,-22.172625753992232,0.012591333105706703,first_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02078436358869073,-7.892132668737591,0.012591333105706703,first_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02078436358869073,-6.946093206059793,0.012591333105706703,first_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.020037340162012272,-2.182200748759733,0.015038497675532453,first_half,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020037340162012272,-11.754929269760368,0.015038497675532453,first_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020037340162012272,-9.760151097363183,0.015038497675532453,first_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020037340162012272,-27.517577406246602,0.015038497675532453,first_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020037340162012272,-11.905115110428616,0.015038497675532453,first_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.020037340162012272,-9.097744890589839,0.015038497675532453,first_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.008872855850635438,-0.7675856711656048,0.004957778311912262,full,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
0.008872855850635438,-4.272656284804155,0.004957778311912262,full,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
0.008872855850635438,-3.4594314458736437,0.004957778311912262,full,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
0.008872855850635438,-11.641849481008604,0.004957778311912262,full,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
0.008872855850635438,-5.288351950940054,0.004957778311912262,full,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
0.008872855850635438,-4.480096193303784,0.004957778311912262,full,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
0.03,-3.5712376490685744,0.024554182647382166,full,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-19.166822392509125,0.024554182647382166,full,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-15.97326855862923,0.024554182647382166,full,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-30.867042420011003,0.024554182647382166,full,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-11.225863798031526,0.024554182647382166,full,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-9.494528282932077,0.024554182647382166,full,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-3.8815243645990685,0.026566230297904017,full,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
0.03,-20.92966475906778,0.026566230297904017,full,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
0.03,-17.386681407637838,0.026566230297904017,full,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
0.03,-28.57868368643582,0.026566230297904017,full,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.03,-8.648649654923801,0.026566230297904017,full,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,2
0.03,-9.301895544003957,0.026566230297904017,full,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.026355400498795593,-2.7249185632545228,0.01887889514573138,full,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.026355400498795593,-14.56307939175384,0.01887889514573138,full,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.026355400498795593,-12.168856214879199,0.01887889514573138,full,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.026355400498795593,-30.56781356821323,0.01887889514573138,full,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.026355400498795593,-11.987424952272528,0.01887889514573138,full,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.026355400498795593,-9.649937879202353,0.01887889514573138,full,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.03,-2.973849923628587,0.020710256009776978,full,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.03,-15.907041112523409,0.020710256009776978,full,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.03,-13.308405419362566,0.020710256009776978,full,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.03,-31.787799590340224,0.020710256009776978,full,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.03,-12.299892810963073,0.020710256009776978,full,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.03,-10.00628553540224,0.020710256009776978,full,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.027876019715167843,-3.2223456790624216,0.022228445457164996,full,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.027876019715167843,-17.51001173130619,0.022228445457164996,full,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.027876019715167843,-14.500155008033039,0.022228445457164996,full,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.027876019715167843,-29.54331748852456,0.022228445457164996,full,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.027876019715167843,-9.959964174900398,0.022228445457164996,full,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.027876019715167843,-12.146967095607742,0.022228445457164996,full,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
1.4087490629674904e-05,-0.0014676294783318629,9.966594121162888e-06,middle_half,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,3
1.4087490629674904e-05,-0.007631489645498757,9.966594121162888e-06,middle_half,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,3
1.4087490629674904e-05,-0.006402704208748518,9.966594121162888e-06,middle_half,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,3
1.4087490629674904e-05,-0.02187950079271343,9.966594121162888e-06,middle_half,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,3
1.4087490629674904e-05,-0.008292778124444991,9.966594121162888e-06,middle_half,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,3
1.4087490629674904e-05,-0.008149179114354718,9.966594121162888e-06,middle_half,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,3
0.0,0.0,0.0,middle_half,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,middle_half,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,middle_half,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,middle_half,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,middle_half,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,middle_half,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,0
0.0,0.0,0.0,middle_half,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,middle_half,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,middle_half,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,middle_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,middle_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,0
0.0,0.0,0.0,middle_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,0
0.019877910717587394,-2.030601345780188,0.014025791399723214,middle_half,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.019877910717587394,-10.801204271986066,0.014025791399723214,middle_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.019877910717587394,-9.029674062792962,0.014025791399723214,middle_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.019877910717587394,-25.63549405085212,0.014025791399723214,middle_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.019877910717587394,-9.923077756408548,0.014025791399723214,middle_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.019877910717587394,-8.239616005543832,0.014025791399723214,middle_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.02377017850126288,-2.230270741993371,0.015521649503573945,middle_half,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02377017850126288,-11.816783416305654,0.015521649503573945,middle_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02377017850126288,-9.918076087834235,0.015521649503573945,middle_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02377017850126288,-26.917682922043678,0.015521649503573945,middle_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02377017850126288,-9.99905461541701,0.015521649503573945,middle_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.02377017850126288,-8.509242792394415,0.015521649503573945,middle_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.024375771524050148,-2.6466718377973835,0.018276155585407888,middle_half,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.024375771524050148,-14.258448459121224,0.018276155585407888,middle_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.024375771524050148,-11.85209585166883,0.018276155585407888,middle_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.024375771524050148,-30.31146135387536,0.018276155585407888,middle_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.024375771524050148,-12.73773842194028,0.018276155585407888,middle_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.024375771524050148,-10.41348277881841,0.018276155585407888,middle_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.0,0.0,0.0,second_half,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,0
0.0,0.0,0.0,second_half,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,0
0.0,0.0,0.0,second_half,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,0
0.0,0.0,0.0,second_half,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,0
0.0,0.0,0.0,second_half,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,0
0.0,0.0,0.0,second_half,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,0
0.025442859333650352,-2.2585291312145372,0.01579811592787091,second_half,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
0.025442859333650352,-11.921468188121333,0.01579811592787091,second_half,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
0.025442859333650352,-10.03897029724258,0.01579811592787091,second_half,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
0.025442859333650352,-26.449643519238432,0.01579811592787091,second_half,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.025442859333650352,-9.415955199852618,0.01579811592787091,second_half,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.025442859333650352,-8.28480722522069,0.01579811592787091,second_half,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.012723807086472042,-1.142882318657923,0.00792890083368177,second_half,cosine_72000.csv,Cosine,3,wsdld_20000_24000.csv,WSD linear,3
0.012723807086472042,-6.0251510282241325,0.00792890083368177,second_half,wsd_20000_24000.csv,WSD sharp,3,wsdld_20000_24000.csv,WSD linear,3
0.012723807086472042,-5.0529467233285255,0.00792890083368177,second_half,wsdld_20000_24000.csv,WSD linear,3,wsdld_20000_24000.csv,WSD linear,3
0.012723807086472042,-15.953394803051317,0.00792890083368177,second_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.012723807086472042,-6.056689354925389,0.00792890083368177,second_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.012723807086472042,-4.78920366177293,0.00792890083368177,second_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,3
0.0016856665681627794,-0.202540981085364,0.0013680547612466157,second_half,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
0.0016856665681627794,-1.07003369808224,0.0013680547612466157,second_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
0.0016856665681627794,-0.8904239131947859,0.0013680547612466157,second_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
0.0016856665681627794,-3.140580481291996,0.0013680547612466157,second_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.0016856665681627794,-1.2448268839573025,0.0013680547612466157,second_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.0016856665681627794,-1.1294851863560755,0.0013680547612466157,second_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
0.007450163896705427,-0.7342401025177728,0.005035449125696447,second_half,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
0.007450163896705427,-3.839389945764219,0.005035449125696447,second_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
0.007450163896705427,-3.223898882502548,0.005035449125696447,second_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
0.007450163896705427,-10.200696632669251,0.005035449125696447,second_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.007450163896705427,-3.7629504026695333,0.005035449125696447,second_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.007450163896705427,-3.4142012650449143,0.005035449125696447,second_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
0.015450210299785546,-1.5000712507152627,0.010360514517567396,second_half,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
0.015450210299785546,-7.905960385225349,0.010360514517567396,second_half,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
0.015450210299785546,-6.633253685384012,0.010360514517567396,second_half,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
0.015450210299785546,-19.56849748132411,0.010360514517567396,second_half,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.015450210299785546,-7.359718315933752,0.010360514517567396,second_half,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.015450210299785546,-6.227117248762126,0.010360514517567396,second_half,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.006868697760247236,-0.6168353644436871,0.004000384703079867,sparse_quarter,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
0.006868697760247236,-3.506826868465758,0.004000384703079867,sparse_quarter,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
0.006868697760247236,-2.8107973139243065,0.004000384703079867,sparse_quarter,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
0.006868697760247236,-10.706231836330787,0.004000384703079867,sparse_quarter,wsdcon_3.csv,WSD-con 3e-5,3,cosine_72000.csv,Cosine,2
0.006868697760247236,-5.139637407899448,0.004000384703079867,sparse_quarter,wsdcon_9.csv,WSD-con 9e-5,3,cosine_72000.csv,Cosine,2
0.006868697760247236,-3.685695550369583,0.004000384703079867,sparse_quarter,wsdcon_18.csv,WSD-con 18e-5,3,cosine_72000.csv,Cosine,2
0.03,-3.4047830097962417,0.02347348573724592,sparse_quarter,cosine_72000.csv,Cosine,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-18.215174944043664,0.02347348573724592,sparse_quarter,wsd_20000_24000.csv,WSD sharp,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-15.212532992806944,0.02347348573724592,sparse_quarter,wsdld_20000_24000.csv,WSD linear,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-31.08921056648062,0.02347348573724592,sparse_quarter,wsdcon_3.csv,WSD-con 3e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-11.277644773305374,0.02347348573724592,sparse_quarter,wsdcon_9.csv,WSD-con 9e-5,3,wsd_20000_24000.csv,WSD sharp,3
0.03,-9.482638394507992,0.02347348573724592,sparse_quarter,wsdcon_18.csv,WSD-con 18e-5,3,wsd_20000_24000.csv,WSD sharp,3
