cosine_to_wsd,max_cosine_kappa,mean_offdiag,mean_subset_frac,median_offdiag,subset_mode,worst_offdiag,wsdcon9_to_wsd
-4.272656284804155,0.008872855850635438,-12.380937891269303,1.0,-10.616074666716884,full,-2.7249185632545228,-15.907041112523409
-0.005103005496846317,2.304327029311062e-05,-4.9337834477634575,0.496943982450179,-0.9084017211062743,first_half,0.0,-9.463422952862118
0.0,0.0,-5.311082171638583,0.5030560175498209,-3.319050073773731,second_half,0.0,-3.839389945764219
-0.007631489645498757,1.4087490629674904e-05,-5.7091666993123935,0.49999791357428564,-1.0262404232864506,middle_half,0.0,-11.816783416305654
-3.9833388463887878,0.0071620819044142595,-11.672885920363548,0.5030560175498209,-10.5580614852402,even,-2.3760333029945406,-12.991756609279692
-3.506826868465758,0.006868697760247236,-12.753905537338989,0.2535364833009241,-11.12161270691847,sparse_quarter,-2.8107973139243065,-17.144556679727543
