all_mean_delta_pct,all_mean_factor,all_non_harm_cells,all_tests,all_wins,all_worst_delta_pct,extra_holdout_mean_delta_pct,extra_holdout_mean_factor,extra_holdout_non_harm_cells,extra_holdout_tests,extra_holdout_wins,extra_holdout_worst_delta_pct,main_matrix_mean_delta_pct,main_matrix_mean_factor,main_matrix_non_harm_cells,main_matrix_tests,main_matrix_wins,main_matrix_worst_delta_pct,threshold
-0.6057829694321699,0.07258064516129033,1116,1116,81,0.0,0.0,0.0,558,558,0,0.0,-1.2115659388643398,0.14516129032258066,558,558,81,0.0,0.69056123252
-0.47672019115898545,0.056451612903225805,1116,1116,63,0.0,0.0,0.0,558,558,0,0.0,-0.9534403823179709,0.11290322580645161,558,558,63,0.0,0.69056123452
-0.47672019115898545,0.056451612903225805,1116,1116,63,0.0,0.0,0.0,558,558,0,0.0,-0.9534403823179709,0.11290322580645161,558,558,63,0.0,0.696660693616
-0.4691601351367257,0.05555555555555555,1116,1116,62,0.0,0.0,0.0,558,558,0,0.0,-0.9383202702734514,0.1111111111111111,558,558,62,0.0,0.696660695616
-0.4691601351367257,0.05555555555555555,1116,1116,62,0.0,0.0,0.0,558,558,0,0.0,-0.9383202702734514,0.1111111111111111,558,558,62,0.0,0.709338511055
-0.42355571273793735,0.05017921146953405,1116,1116,56,0.0,0.0,0.0,558,558,0,0.0,-0.8471114254758747,0.1003584229390681,558,558,56,0.0,0.709338513055
-0.42355571273793735,0.05017921146953405,1116,1116,56,0.0,0.0,0.0,558,558,0,0.0,-0.8471114254758747,0.1003584229390681,558,558,56,0.0,0.713916990239
-0.37690425732670507,0.044802867383512544,1116,1116,50,0.0,0.0,0.0,558,558,0,0.0,-0.75380851465341,0.08960573476702509,558,558,50,0.0,0.713916992239
-0.37690425732670507,0.044802867383512544,1116,1116,50,0.0,0.0,0.0,558,558,0,0.0,-0.75380851465341,0.08960573476702509,558,558,50,0.0,0.719633202878
-0.27845071040214725,0.034050179211469536,1116,1116,38,0.0,0.0,0.0,558,558,0,0.0,-0.5569014208042945,0.06810035842293907,558,558,38,0.0,0.719633204878
-0.27845071040214725,0.034050179211469536,1116,1116,38,0.0,0.0,0.0,558,558,0,0.0,-0.5569014208042945,0.06810035842293907,558,558,38,0.0,0.729547043513
-0.26199820033997256,0.03225806451612903,1116,1116,36,0.0,0.0,0.0,558,558,0,0.0,-0.5239964006799451,0.06451612903225806,558,558,36,0.0,0.729547045513
-0.26199820033997256,0.03225806451612903,1116,1116,36,0.0,0.0,0.0,558,558,0,0.0,-0.5239964006799451,0.06451612903225806,558,558,36,0.0,0.741332940495
-0.1752505617561217,0.021505376344086023,1116,1116,24,0.0,0.0,0.0,558,558,0,0.0,-0.3505011235122434,0.043010752688172046,558,558,24,0.0,0.741332942495
-0.1752505617561217,0.021505376344086023,1116,1116,24,0.0,0.0,0.0,558,558,0,0.0,-0.3505011235122434,0.043010752688172046,558,558,24,0.0,0.750869376946
0.0,0.0,1116,1116,0,0.0,0.0,0.0,558,558,0,0.0,0.0,0.0,558,558,0,0.0,0.750869378946
