group,max_retention,median_retention,min_retention,raw_harm_cells,raw_mean_delta_pct,raw_worst_delta_pct,test_curve,test_label,tests
extra_holdout,0.0,0.0,0.0,0,0.0,0.0,constant_24000.csv,Constant 24k,186
extra_holdout,0.0,0.0,0.0,0,0.0,0.0,constant_72000.csv,Constant 72k,186
extra_holdout,0.005721165724107469,0.005721165724107469,0.004180222201860215,186,6.745304446480551,22.53638404133347,cosine_24000.csv,Cosine 24k,186
main_matrix,0.02041082894551263,0.020300776578737835,0.01479727140302661,0,-2.2939523242873276,-1.0263101049168721,cosine_72000.csv,Cosine,93
main_matrix,0.2113313150504757,0.19560070632069068,0.12738706633086555,0,-11.84006363173608,-6.148089041587501,wsd_20000_24000.csv,WSD sharp,93
main_matrix,0.7508693779462927,0.7196332038775343,0.6548847744699282,0,-8.097298042287576,-2.8390851126907646,wsdcon_18.csv,WSD-con 18e-5,93
main_matrix,0.2722633307262611,0.25429312303039464,0.1923321172560948,0,-28.552373320698354,-16.33314298053866,wsdcon_3.csv,WSD-con 3e-5,93
main_matrix,0.5712719041012998,0.5339819075831123,0.4534378279318949,0,-10.102918947408783,-1.3644864567528114,wsdcon_9.csv,WSD-con 9e-5,93
main_matrix,0.26445304000684167,0.2620594752766248,0.15949209390315588,0,-9.859809749085017,-4.808270648528978,wsdld_20000_24000.csv,WSD linear,93
