cap_saturation_rate,cosine_to_wsd,estimator,max_cosine_kappa,max_kappa,mean_offdiag,median_offdiag,worst_offdiag,wsdcon9_to_wsd
0.0,-0.0311438195844486,smooth_cap,4.508917255402245e-05,0.03,-10.096944896851548,-10.856849642925122,-0.02555928890361307,-15.431790755534943
0.0,-3.075769616322873,eb_q75,0.004452938456810804,0.03,-10.813808424571453,-10.856849642925122,-0.9772535589153737,-15.44005241312896
0.0,-4.272656284804155,final_no_cap,0.008872855850635438,0.05271901553143667,-12.078853252037236,-9.984551704002955,-2.7249185632545228,-15.977747413000229
0.0,-3.5511587553506843,final_spectral_G4_no_cap,0.007032435613721024,0.03094273284126916,-10.0034997126562,-9.021103690560018,-1.818302816908372,-11.03650018457657
0.16666666666666666,-4.272656284804155,final_cap_0p03,0.008872855850635438,0.03,-12.380937891269303,-10.616074666716884,-2.7249185632545228,-15.907041112523409
0.05555555555555555,-3.5511587553506843,final_spectral_G4_cap_0p03,0.007032435613721024,0.03,-9.98980660226687,-9.021103690560018,-1.818302816908372,-11.03650018457657
0.6111111111111112,-17.377593783834996,no_retention_cap_0p03,0.03,0.03,-12.167360958575212,-10.864181985935591,1.7537399756701284,-18.05153785042842
0.0,-24.02118920061733,numeric_oracle_deg1,0.03,0.03,-14.059142602111818,-13.604035903007004,-0.9772535589153737,-18.8379584730525
