config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_curvature,signed_curvature_coef,wins,worst_delta
203,7.0,neg_diff_drop,0.01,-33.36406244999076,-0.0005687246284494142,0.06914719615310459,-29.5084918638418,15,15,0,1,15,-13.197417971021942
137,7.0,signed_d2_lr,0.01,-33.36404181590818,-0.0005687246293417212,0.0691471961531048,-29.5084918638418,15,15,1,1,15,-13.197222849718127
139,7.0,signed_d2_lr,0.01,-33.36404181590818,-0.0005687246293417212,0.0691471961531048,-29.5084918638418,15,15,0,1,15,-13.197222849718127
296,10.0,diff_drop,0.01,-33.3610673822239,0.00042448460644898243,0.06914720442620828,-29.5084918638418,15,15,1,0,15,-13.18710228512031
298,10.0,diff_drop,0.01,-33.3610673822239,0.00042448460644898243,0.06914720442620828,-29.5084918638418,15,15,0,0,15,-13.18710228512031
297,10.0,diff_drop,0.01,-33.3610673822239,0.00042448460644898243,0.06914720442620828,-29.5084918638418,15,15,1,1,15,-13.18710228512031
329,10.0,neg_diff_drop,0.01,-33.3610673822239,-0.00042448460644898243,0.06914720442620828,-29.5084918638418,15,15,1,1,15,-13.18710228512031
299,10.0,diff_drop,0.01,-33.3610673822239,0.00042448460644898243,0.06914720442620828,-29.5084918638418,15,15,0,1,15,-13.18710228512031
331,10.0,neg_diff_drop,0.01,-33.3610673822239,-0.00042448460644898243,0.06914720442620828,-29.5084918638418,15,15,0,1,15,-13.18710228512031
265,10.0,signed_d2_lr,0.01,-33.361047783029434,-0.0004244846064491261,0.06914720442620828,-29.5084918638418,15,15,1,1,15,-13.186996071597024
267,10.0,signed_d2_lr,0.01,-33.361047783029434,-0.0004244846064491261,0.06914720442620828,-29.5084918638418,15,15,0,1,15,-13.186996071597024
365,10.0,abs_diff_drop,0.03,-33.359349761405504,-5.4068825389910036e-05,0.06914721325386708,-29.5084918638418,15,15,1,1,15,-13.123594789791259
367,10.0,abs_diff_drop,0.03,-33.359349761405504,-5.4068825389910036e-05,0.06914721325386708,-29.5084918638418,15,15,0,1,15,-13.123594789791259
424,14.0,diff_drop,0.01,-33.35882012879867,0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,1,0,15,-13.179353816263406
426,14.0,diff_drop,0.01,-33.35882012879867,0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,0,0,15,-13.179353816263406
425,14.0,diff_drop,0.01,-33.35882012879867,0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,1,1,15,-13.179353816263406
457,14.0,neg_diff_drop,0.01,-33.35882012879867,-0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,1,1,15,-13.179353816263406
427,14.0,diff_drop,0.01,-33.35882012879867,0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,0,1,15,-13.179353816263406
459,14.0,neg_diff_drop,0.01,-33.35882012879867,-0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,0,1,15,-13.179353816263406
393,14.0,signed_d2_lr,0.01,-33.35880462364557,-0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,1,1,15,-13.179294255174334
395,14.0,signed_d2_lr,0.01,-33.35880462364557,-0.0003162058454192163,0.06914720900461097,-29.5084918638418,15,15,0,1,15,-13.179294255174334
241,7.0,abs_diff_drop,0.05,-33.35784010946665,-2.630002777415775e-05,0.06914721368231871,-29.5084918638418,15,15,1,1,15,-13.134360044493732
243,7.0,abs_diff_drop,0.05,-33.35784010946665,-2.630002777415775e-05,0.06914721368231871,-29.5084918638418,15,15,0,1,15,-13.134360044493732
552,20.0,diff_drop,0.01,-33.356986965276555,0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,1,0,15,-13.173031087293651
554,20.0,diff_drop,0.01,-33.356986965276555,0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,0,0,15,-13.173031087293651
553,20.0,diff_drop,0.01,-33.356986965276555,0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,1,1,15,-13.173031087293651
585,20.0,neg_diff_drop,0.01,-33.356986965276555,-0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,1,1,15,-13.173031087293651
555,20.0,diff_drop,0.01,-33.356986965276555,0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,0,1,15,-13.173031087293651
587,20.0,neg_diff_drop,0.01,-33.356986965276555,-0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,0,1,15,-13.173031087293651
521,20.0,signed_d2_lr,0.01,-33.35697605021358,-0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,1,1,15,-13.172998700580008
523,20.0,signed_d2_lr,0.01,-33.35697605021358,-0.0002279479220478539,0.06914721170311253,-29.5084918638418,15,15,0,1,15,-13.172998700580008
117,4.0,abs_diff_drop,0.1,-33.35665772214636,-1.0105057589592999e-05,0.06914721402764053,-29.5084918638418,15,15,1,1,15,-13.143870991630969
119,4.0,abs_diff_drop,0.1,-33.35665772214636,-1.0105057589592999e-05,0.06914721402764053,-29.5084918638418,15,15,0,1,15,-13.143870991630969
493,14.0,abs_diff_drop,0.03,-33.35565758884116,-4.006376758696402e-05,0.06914721382989393,-29.5084918638418,15,15,1,1,15,-13.138955525144869
495,14.0,abs_diff_drop,0.03,-33.35565758884116,-4.006376758696402e-05,0.06914721382989393,-29.5084918638418,15,15,0,1,15,-13.138955525144869
