config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_curvature,signed_curvature_coef,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_rho,wins,worst_delta
12716,10.0,abs_diff_drop,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12717,10.0,abs_diff_drop,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12718,10.0,abs_diff_drop,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12719,10.0,abs_diff_drop,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12728,14.0,abs_diff_drop,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12729,14.0,abs_diff_drop,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12730,14.0,abs_diff_drop,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12731,14.0,abs_diff_drop,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12732,20.0,signed_d2_lr,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12733,20.0,signed_d2_lr,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12734,20.0,signed_d2_lr,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12735,20.0,signed_d2_lr,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
