base_mae,channel,config_id,corr_mae,curvature_coef,curvature_lambda,curvature_mode,curvature_tau,delta_pct,primary_coef,scale,shrink_curvature,signed_curvature_coef,smooth_fit_start_step,smooth_lambda,smooth_max_mode,smooth_nuisance_lambda,smooth_raw_primary,smooth_rho,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_primary_retention,step_rho,target_retention,test_curve,test_label,train_curve,win
0.0025579541942073844,step,11113,0.0022083293067646378,0.05695329561037267,10.0,signed_d2_lr,0.003,-13.668144966570928,0.06666391018494212,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.2,0.8084062923082747,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,11174,0.002028763507484023,0.0,4.0,signed_d2_lr,0.01,-40.477293275340145,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.2662406679882105,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,11174,0.0020975123081057234,0.0,4.0,signed_d2_lr,0.01,-33.11707850120887,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.3198517221283153,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,11174,0.0018384996225184302,0.0006845406870866253,4.0,signed_d2_lr,0.01,-59.027797161505816,0.027491480864457758,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.33759753823843036,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,11174,0.002294029486558565,0.0006845406870866253,4.0,signed_d2_lr,0.01,-21.611379052615977,0.027491480864457758,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6540377549281348,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,11174,0.002199166309681186,0.0006845406870866253,4.0,signed_d2_lr,0.01,-12.202584568882301,0.027491480864457758,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8061708923334336,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,11174,0.0015664111728033144,0.0,4.0,signed_d2_lr,0.01,-58.20753202008486,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.2686449951276333,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,11174,0.0016025684965202782,0.0,4.0,signed_d2_lr,0.01,-50.664602484115804,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.32237714656014427,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,11174,0.0030476184477335605,0.002495583554688537,4.0,signed_d2_lr,0.01,-46.24442461857058,0.03546317870448096,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.37209594869119794,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,11174,0.0044206828745645,0.002495583554688537,4.0,signed_d2_lr,0.01,-10.414989874212532,0.03546317870448096,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6865497553277395,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,11174,0.0012096660548145653,0.002495583554688537,4.0,signed_d2_lr,0.01,-12.447115396442232,0.03546317870448096,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8266142183482973,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,11174,0.0016880716653619192,0.0,4.0,signed_d2_lr,0.01,-64.09885037963525,0.05384132850099233,400,1,0,12000,4.0,8,0.05,0.21520148368160166,0.2,3000,20.0,8,0.01,,0.35,0.26545908515575306,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,11174,0.0017262912135956674,0.0,4.0,signed_d2_lr,0.01,-55.20264825444758,0.05384132850099233,400,1,0,12000,4.0,8,0.05,0.21520148368160166,0.2,3000,20.0,8,0.01,,0.35,0.31973859000646515,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,11174,0.002929028258958753,0.035908404445578114,4.0,signed_d2_lr,0.01,-64.1648009474131,0.05925245292593677,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.35496368690656793,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,11174,0.005526682322184563,0.035908404445578114,4.0,signed_d2_lr,0.01,-17.35562357705809,0.05925245292593677,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.65886483216206,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,11174,0.002264016928991604,0.035908404445578114,4.0,signed_d2_lr,0.01,-11.491107459289784,0.05925245292593677,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.7941659736785301,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,11175,0.002028763507484023,0.0,4.0,signed_d2_lr,0.03,-40.477293275340145,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.2662406679882105,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,11175,0.0020975123081057234,0.0,4.0,signed_d2_lr,0.03,-33.11707850120887,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.3198517221283153,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,11175,0.0018442658978655747,7.611088256761598e-05,4.0,signed_d2_lr,0.03,-58.89929183017363,0.027491551143025966,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.33949480887116457,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,11175,0.0022985128291235623,7.611088256761598e-05,4.0,signed_d2_lr,0.03,-21.458180044946694,0.027491551143025966,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6564585700645744,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,11175,0.0022017493611836644,7.611088256761598e-05,4.0,signed_d2_lr,0.03,-12.099461287643997,0.027491551143025966,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8081429648929107,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,11175,0.0015664111728033144,0.0,4.0,signed_d2_lr,0.03,-58.20753202008486,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.2686449951276333,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,11175,0.0016025684965202782,0.0,4.0,signed_d2_lr,0.03,-50.664602484115804,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.32237714656014427,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,11175,0.0030658886470946215,0.00027747228243941736,4.0,signed_d2_lr,0.03,-45.922164763595084,0.0354634349142905,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.37700375132116903,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,11175,0.0044348163562675505,0.00027747228243941736,4.0,signed_d2_lr,0.03,-10.128575277778696,0.0354634349142905,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6926018506583194,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,11175,0.0012177820963363982,0.00027747228243941736,4.0,signed_d2_lr,0.03,-11.859694724455494,0.0354634349142905,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8315554202017321,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,11175,0.0016880716653619192,0.0,4.0,signed_d2_lr,0.03,-64.09885037963525,0.05384132850099233,400,1,0,12000,4.0,8,0.05,0.21520148368160166,0.2,3000,20.0,8,0.01,,0.35,0.26545908515575306,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,11175,0.0017262912135956674,0.0,4.0,signed_d2_lr,0.03,-55.20264825444758,0.05384132850099233,400,1,0,12000,4.0,8,0.05,0.21520148368160166,0.2,3000,20.0,8,0.01,,0.35,0.31973859000646515,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,11175,0.00319311133804077,0.003992387595179758,4.0,signed_d2_lr,0.03,-60.93387626227936,0.0592560348167687,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.3723196911571467,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,11175,0.005731810434206015,0.003992387595179758,4.0,signed_d2_lr,0.03,-14.288198326871582,0.0592560348167687,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.6868335245480984,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,11175,0.002381745765829027,0.003992387595179758,4.0,signed_d2_lr,0.03,-6.888646746583271,0.0592560348167687,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.8268529214641672,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,11186,0.002028763507484023,0.0,7.0,signed_d2_lr,0.01,-40.477293275340145,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.2662406679882105,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,11186,0.0020975123081057234,0.0,7.0,signed_d2_lr,0.01,-33.11707850120887,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.3198517221283153,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,11186,0.0018449872239783378,0.0,7.0,signed_d2_lr,0.01,-58.88321659173309,0.02749155993444909,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.3397365282634689,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,11186,0.0022990736681175123,0.0,7.0,signed_d2_lr,0.01,-21.439015777195625,0.02749155993444909,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6567635062992939,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,11186,0.0022020724852780276,0.0,7.0,signed_d2_lr,0.01,-12.086561189900713,0.02749155993444909,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8083884653846113,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,11186,0.0015664111728033144,0.0,7.0,signed_d2_lr,0.01,-58.20753202008486,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.2686449951276333,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,11186,0.0016025684965202782,0.0,7.0,signed_d2_lr,0.01,-50.664602484115804,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.32237714656014427,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,11186,0.003057360838554911,0.0013095647310169402,7.0,signed_d2_lr,0.01,-46.072582954932564,0.03546344344720142,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.3746587084437119,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,11186,0.004428233826143556,0.0013095647310169402,7.0,signed_d2_lr,0.01,-10.261970059658287,0.03546344344720142,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6897531280925716,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,11186,0.0012139852438406795,0.0013095647310169402,7.0,signed_d2_lr,0.01,-12.134502293942385,0.03546344344720142,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8292685912861825,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.004701998914275349,smooth,11186,0.0016880716653619192,0.0,7.0,signed_d2_lr,0.01,-64.09885037963525,0.05384132850099233,400,1,0,12000,4.0,8,0.05,0.21520148368160166,0.2,3000,20.0,8,0.01,,0.35,0.26545908515575306,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,11186,0.0017262912135956674,0.0,7.0,signed_d2_lr,0.01,-55.20264825444758,0.05384132850099233,400,1,0,12000,4.0,8,0.05,0.21520148368160166,0.2,3000,20.0,8,0.01,,0.35,0.31973859000646515,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,11186,0.0031221363949777933,0.012567105199418234,7.0,signed_d2_lr,0.01,-61.80221927147653,0.05925627814638186,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.36293183957738323,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,11186,0.0056766499483956135,0.012567105199418234,7.0,signed_d2_lr,0.01,-15.113051952832334,0.05925627814638186,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.6741061359124249,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,11186,0.0023500748153072694,0.012567105199418234,7.0,signed_d2_lr,0.01,-8.126782698879765,0.05925627814638186,400,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02256683658042501,0.35,0.8152902276574028,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,11187,0.002028763507484023,0.0,7.0,signed_d2_lr,0.03,-40.477293275340145,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.2662406679882105,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,11187,0.0020975123081057234,0.0,7.0,signed_d2_lr,0.03,-33.11707850120887,0.026252974213881224,25,1,0,12000,4.0,8,0.05,0.10507485423708406,0.2,3000,20.0,8,0.01,,0.35,0.3198517221283153,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,11187,0.0018449872239783378,0.0,7.0,signed_d2_lr,0.03,-58.88321659173309,0.02749155993444909,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.3397365282634689,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,11187,0.0022990736681175123,0.0,7.0,signed_d2_lr,0.03,-21.439015777195625,0.02749155993444909,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6567635062992939,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,11187,0.0022020724852780276,0.0,7.0,signed_d2_lr,0.03,-12.086561189900713,0.02749155993444909,25,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8083884653846113,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,11187,0.0015664111728033144,0.0,7.0,signed_d2_lr,0.03,-58.20753202008486,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.2686449951276333,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,11187,0.0016025684965202782,0.0,7.0,signed_d2_lr,0.03,-50.664602484115804,0.041227466002667336,100,1,0,12000,4.0,8,0.05,0.16500873179177106,0.2,3000,20.0,8,0.01,,0.35,0.32237714656014427,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.0056693997340904675,step,11187,0.003066972547672089,0.00014552086812847327,7.0,signed_d2_lr,0.03,-45.9030463272825,0.03546346435129724,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.37731086932235663,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.004934623402238123,step,11187,0.004435656443882647,0.00014552086812847327,7.0,signed_d2_lr,0.03,-10.111550926645519,0.03546346435129724,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.6929692568413431,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0013816404339982303,step,11187,0.0012182626336958069,0.00014552086812847327,7.0,signed_d2_lr,0.03,-11.82491452060621,0.03546346435129724,100,1,0,12000,4.0,8,0.05,,0.2,3000,20.0,8,0.01,0.02246245799217717,0.35,0.8318460286538227,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
