gate_mode,gate_sign,gate_tau,mean_delta,median_delta,nonharm,rows,shrink_gate,source_tail_gate_coef,source_tail_mean_delta,source_tail_worst_delta,tail_config_id,threshold,wins,worst_delta
high_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,61,0.6,15,-10.801466736917275
high_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,64,0.6,15,-10.801466736917275
high_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,65,0.6,15,-10.801466736917275
high_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,68,0.6,15,-10.801466736917275
high_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,69,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,72,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,73,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,76,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,77,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,80,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,81,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,84,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,85,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,88,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.1,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,89,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,92,0.6,15,-10.801466736917275
one_minus_lr,nonpos,0.3,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,93,0.6,15,-10.801466736917275
late_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,96,0.6,15,-10.801466736917275
late_lr,nonpos,0.001,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,97,0.6,15,-10.801466736917275
late_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,100,0.6,15,-10.801466736917275
late_lr,nonpos,0.003,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,101,0.6,15,-10.801466736917275
late_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,104,0.6,15,-10.801466736917275
late_lr,nonpos,0.01,-37.530973471456385,-40.477293275340145,15,15,0,0.0,-37.530973471456385,-10.801466736917275,105,0.6,15,-10.801466736917275
late_lr,nonpos,0.03,-37.530973471456385,-40.477293275340145,15,15,1,0.0,-37.530973471456385,-10.801466736917275,108,0.6,15,-10.801466736917275
