base_mae,cap,corr_mae,delta_pct,estimator,kappa,scale,tau_multiplier,test_curve,test_label,train_curve,train_label,win
0.005612615040270773,,0.00538852189026117,-3.9926691640478573,tau_x_0p00_nocap,0.03032801313608387,400,0.0,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.004701998914275349,,0.0037546070283029503,-20.148704907100267,tau_x_0p00_nocap,0.03032801313608387,400,0.0,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0038535563963712593,,0.0031728869228410395,-17.663410198723938,tau_x_0p00_nocap,0.03032801313608387,400,0.0,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.008173606778800102,,0.005176409406101433,-36.669214140231276,tau_x_0p00_nocap,0.03032801313608387,400,0.0,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,,0.00613966183000291,-8.189308918381478,tau_x_0p00_nocap,0.03032801313608387,400,0.0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,,0.0023783376498892647,-7.0218827500848295,tau_x_0p00_nocap,0.03032801313608387,400,0.0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.00744534704076948,,0.007193468378098281,-3.383034548852515,tau_x_0p00_nocap,0.022169659470691796,25,0.0,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,,0.002717642463467333,-20.265997126467884,tau_x_0p00_nocap,0.022169659470691796,25,0.0,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0031360955249893426,,0.002639038728916516,-15.849542595629828,tau_x_0p00_nocap,0.022169659470691796,25,0.0,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.004487187642230267,,0.0030600352921661272,-31.805051712854215,tau_x_0p00_nocap,0.022169659470691796,25,0.0,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002926482771138891,,0.002454483880016491,-16.128538181645034,tau_x_0p00_nocap,0.022169659470691796,25,0.0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.002504818961791151,,0.0020512137217186797,-18.109302388389224,tau_x_0p00_nocap,0.022169659470691796,25,0.0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,,0.007074555625243913,-2.6231321641570715,tau_x_0p00_nocap,0.01677938983390589,100,0.0,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,,0.0032283298761449533,-13.866885451325551,tau_x_0p00_nocap,0.01677938983390589,100,0.0,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,,0.0028743099802274025,-11.513781928011468,tau_x_0p00_nocap,0.01677938983390589,100,0.0,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
