cap,estimator,max_kappa,mean_delta_pct,mean_kappa,tau_multiplier,test_curve,test_label,tests,train_curve,train_label,wins
,tau_x_0p25_nocap,0.05496346473109166,-5.564948155297462,0.035614554217193374,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdld_20000_24000.csv,WSD linear,2
,tau_x_0p25_nocap,0.02635829371339548,-2.7252123251194305,0.018880969632356644,0.25,cosine_72000.csv,Cosine,3,wsdcon_3.csv,WSD-con 3e-5,3
,tau_x_0p25_nocap,0.02635829371339548,-14.564679928003628,0.018880969632356644,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_3.csv,WSD-con 3e-5,3
,tau_x_0p25_nocap,0.02635829371339548,-12.170193518337292,0.018880969632356644,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_3.csv,WSD-con 3e-5,3
,tau_x_0p25_nocap,0.02635829371339548,-30.569398868167383,0.018880969632356644,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
,tau_x_0p25_nocap,0.02635829371339548,-11.987877587957337,0.018880969632356644,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
,tau_x_0p25_nocap,0.02635829371339548,-9.65041143457148,0.018880969632356644,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_3.csv,WSD-con 3e-5,3
,tau_x_0p25_nocap,0.03032746737354057,-2.9881166311824323,0.020822353980823317,0.25,cosine_72000.csv,Cosine,3,wsdcon_9.csv,WSD-con 9e-5,3
,tau_x_0p25_nocap,0.03032746737354057,-15.98210705328181,0.020822353980823317,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_9.csv,WSD-con 9e-5,3
,tau_x_0p25_nocap,0.03032746737354057,-13.37403591091036,0.020822353980823317,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_9.csv,WSD-con 9e-5,3
,tau_x_0p25_nocap,0.03032746737354057,-31.84387041810649,0.020822353980823317,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
,tau_x_0p25_nocap,0.03032746737354057,-12.299534186227675,0.020822353980823317,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
,tau_x_0p25_nocap,0.03032746737354057,-10.010200166552448,0.020822353980823317,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_9.csv,WSD-con 9e-5,3
,tau_x_0p25_nocap,0.02796843441764671,-3.23297434810255,0.022302906984179527,0.25,cosine_72000.csv,Cosine,3,wsdcon_18.csv,WSD-con 18e-5,3
,tau_x_0p25_nocap,0.02796843441764671,-17.568764594745733,0.022302906984179527,0.25,wsd_20000_24000.csv,WSD sharp,3,wsdcon_18.csv,WSD-con 18e-5,3
,tau_x_0p25_nocap,0.02796843441764671,-14.548776250596413,0.022302906984179527,0.25,wsdld_20000_24000.csv,WSD linear,3,wsdcon_18.csv,WSD-con 18e-5,3
,tau_x_0p25_nocap,0.02796843441764671,-29.506192327123774,0.022302906984179527,0.25,wsdcon_3.csv,WSD-con 3e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
,tau_x_0p25_nocap,0.02796843441764671,-9.901488025703523,0.022302906984179527,0.25,wsdcon_9.csv,WSD-con 9e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
,tau_x_0p25_nocap,0.02796843441764671,-12.170125273674914,0.022302906984179527,0.25,wsdcon_18.csv,WSD-con 18e-5,3,wsdcon_18.csv,WSD-con 18e-5,3
0.03,tau_x_0p50_cap_0p03,0.010895838383384053,-0.942592729918279,0.006088135785883863,0.5,cosine_72000.csv,Cosine,3,cosine_72000.csv,Cosine,2
0.03,tau_x_0p50_cap_0p03,0.010895838383384053,-5.246808145050907,0.006088135785883863,0.5,wsd_20000_24000.csv,WSD sharp,3,cosine_72000.csv,Cosine,2
0.03,tau_x_0p50_cap_0p03,0.010895838383384053,-4.248170664232723,0.006088135785883863,0.5,wsdld_20000_24000.csv,WSD linear,3,cosine_72000.csv,Cosine,2
