base_tau,cap,cap_saturated,estimator,kappa,orth_feature_retention,scale,tau,tau_multiplier,train_curve,train_label
0.02145866287055983,0.03,0,tau_x_2p00_cap_0p03,0.026346146478762652,0.3617608660639815,400,0.04291732574111966,2.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_2p00_cap_0p03,0.014087578975110288,0.6456084819189877,25,0.04291732574111966,2.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,0,tau_x_2p00_cap_0p03,0.018014976690611886,0.6716357435070672,100,0.04291732574111966,2.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,1,tau_x_2p00_cap_0p03,0.03,0.6716357435070672,400,0.04291732574111966,2.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,0.03,0,tau_x_2p00_cap_0p03,0.021850764783958202,0.801642156408999,25,0.07120283456054548,2.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_2p00_cap_0p03,0.0165453068508684,0.8269250945987962,100,0.07120283456054548,2.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_2p00_cap_0p03,0.027584353782374827,0.8269250945987962,400,0.07120283456054548,2.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,,0,tau_x_4p00_nocap,0.0012730917679570591,0.030521552634579834,25,0.12359279514119845,4.0,cosine_72000.csv,Cosine
0.030898198785299612,,0,tau_x_4p00_nocap,0.001882509643231732,0.030521552634579834,100,0.12359279514119845,4.0,cosine_72000.csv,Cosine
0.030898198785299612,,0,tau_x_4p00_nocap,0.0,0.03064561373023567,400,0.12359279514119845,4.0,cosine_72000.csv,Cosine
0.07351091520805572,,0,tau_x_4p00_nocap,0.011700435885781652,0.18600000963731753,25,0.2940436608322229,4.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,,0,tau_x_4p00_nocap,0.018699186804587223,0.19446912064096752,100,0.2940436608322229,4.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,,0,tau_x_4p00_nocap,0.033711738190755854,0.19103269631809874,400,0.2940436608322229,4.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,,0,tau_x_4p00_nocap,0.012071271224954645,0.20518042801494696,25,0.3002499965127655,4.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,,0,tau_x_4p00_nocap,0.017640546548519705,0.21295494892368566,100,0.3002499965127655,4.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,,0,tau_x_4p00_nocap,0.031885896555545655,0.21001940528935797,400,0.3002499965127655,4.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,,0,tau_x_4p00_nocap,0.01314095667406821,0.3658893468630305,25,0.08583465148223932,4.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_4p00_nocap,0.017087143774556036,0.3617608660639815,100,0.08583465148223932,4.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_4p00_nocap,0.026309195293701425,0.3617608660639815,400,0.08583465148223932,4.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_4p00_nocap,0.014037182692347397,0.6456084819189877,25,0.08583465148223932,4.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_4p00_nocap,0.017953017410392125,0.6716357435070672,100,0.08583465148223932,4.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_4p00_nocap,0.030188936122798108,0.6716357435070672,400,0.08583465148223932,4.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,,0,tau_x_4p00_nocap,0.020946848505793213,0.801642156408999,25,0.14240566912109096,4.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_4p00_nocap,0.015880670972448777,0.8269250945987962,100,0.14240566912109096,4.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_4p00_nocap,0.02647627211474326,0.8269250945987962,400,0.14240566912109096,4.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,0.03,0,tau_x_4p00_cap_0p03,0.0012730917679570591,0.030521552634579834,25,0.12359279514119845,4.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_4p00_cap_0p03,0.001882509643231732,0.030521552634579834,100,0.12359279514119845,4.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_4p00_cap_0p03,0.0,0.03064561373023567,400,0.12359279514119845,4.0,cosine_72000.csv,Cosine
0.07351091520805572,0.03,0,tau_x_4p00_cap_0p03,0.011700435885781652,0.18600000963731753,25,0.2940436608322229,4.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,0,tau_x_4p00_cap_0p03,0.018699186804587223,0.19446912064096752,100,0.2940436608322229,4.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,1,tau_x_4p00_cap_0p03,0.03,0.19103269631809874,400,0.2940436608322229,4.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,0.03,0,tau_x_4p00_cap_0p03,0.012071271224954645,0.20518042801494696,25,0.3002499965127655,4.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,0,tau_x_4p00_cap_0p03,0.017640546548519705,0.21295494892368566,100,0.3002499965127655,4.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,1,tau_x_4p00_cap_0p03,0.03,0.21001940528935797,400,0.3002499965127655,4.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,0.03,0,tau_x_4p00_cap_0p03,0.01314095667406821,0.3658893468630305,25,0.08583465148223932,4.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_4p00_cap_0p03,0.017087143774556036,0.3617608660639815,100,0.08583465148223932,4.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_4p00_cap_0p03,0.026309195293701425,0.3617608660639815,400,0.08583465148223932,4.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_4p00_cap_0p03,0.014037182692347397,0.6456084819189877,25,0.08583465148223932,4.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,0,tau_x_4p00_cap_0p03,0.017953017410392125,0.6716357435070672,100,0.08583465148223932,4.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,1,tau_x_4p00_cap_0p03,0.03,0.6716357435070672,400,0.08583465148223932,4.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,0.03,0,tau_x_4p00_cap_0p03,0.020946848505793213,0.801642156408999,25,0.14240566912109096,4.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_4p00_cap_0p03,0.015880670972448777,0.8269250945987962,100,0.14240566912109096,4.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_4p00_cap_0p03,0.02647627211474326,0.8269250945987962,400,0.14240566912109096,4.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,,0,tau_x_8p00_nocap,0.00036156369186657035,0.030521552634579834,25,0.2471855902823969,8.0,cosine_72000.csv,Cosine
0.030898198785299612,,0,tau_x_8p00_nocap,0.0005346410633646036,0.030521552634579834,100,0.2471855902823969,8.0,cosine_72000.csv,Cosine
0.030898198785299612,,0,tau_x_8p00_nocap,0.0,0.03064561373023567,400,0.2471855902823969,8.0,cosine_72000.csv,Cosine
0.07351091520805572,,0,tau_x_8p00_nocap,0.005879713502503339,0.18600000963731753,25,0.5880873216644458,8.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,,0,tau_x_8p00_nocap,0.009537191526064302,0.19446912064096752,100,0.5880873216644458,8.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,,0,tau_x_8p00_nocap,0.017147069170271968,0.19103269631809874,400,0.5880873216644458,8.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,,0,tau_x_8p00_nocap,0.005241418332534922,0.20518042801494696,25,0.600499993025531,8.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,,0,tau_x_8p00_nocap,0.007751660672262773,0.21295494892368566,100,0.600499993025531,8.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,,0,tau_x_8p00_nocap,0.014080438317098985,0.21001940528935797,400,0.600499993025531,8.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,,0,tau_x_8p00_nocap,0.013067340674298534,0.3658893468630305,25,0.17166930296447863,8.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_8p00_nocap,0.016991817832938322,0.3617608660639815,100,0.17166930296447863,8.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_8p00_nocap,0.02616242127180134,0.3617608660639815,400,0.17166930296447863,8.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_8p00_nocap,0.013839152402289263,0.6456084819189877,25,0.17166930296447863,8.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_8p00_nocap,0.017709384408818005,0.6716357435070672,100,0.17166930296447863,8.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_8p00_nocap,0.029779254510298298,0.6716357435070672,400,0.17166930296447863,8.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,,0,tau_x_8p00_nocap,0.017972863158415283,0.801642156408999,25,0.2848113382421819,8.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_8p00_nocap,0.01368218191920094,0.8269250945987962,100,0.2848113382421819,8.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_8p00_nocap,0.022810948746728257,0.8269250945987962,400,0.2848113382421819,8.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,0.03,0,tau_x_8p00_cap_0p03,0.00036156369186657035,0.030521552634579834,25,0.2471855902823969,8.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_8p00_cap_0p03,0.0005346410633646036,0.030521552634579834,100,0.2471855902823969,8.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_8p00_cap_0p03,0.0,0.03064561373023567,400,0.2471855902823969,8.0,cosine_72000.csv,Cosine
0.07351091520805572,0.03,0,tau_x_8p00_cap_0p03,0.005879713502503339,0.18600000963731753,25,0.5880873216644458,8.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,0,tau_x_8p00_cap_0p03,0.009537191526064302,0.19446912064096752,100,0.5880873216644458,8.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,0,tau_x_8p00_cap_0p03,0.017147069170271968,0.19103269631809874,400,0.5880873216644458,8.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,0.03,0,tau_x_8p00_cap_0p03,0.005241418332534922,0.20518042801494696,25,0.600499993025531,8.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,0,tau_x_8p00_cap_0p03,0.007751660672262773,0.21295494892368566,100,0.600499993025531,8.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,0,tau_x_8p00_cap_0p03,0.014080438317098985,0.21001940528935797,400,0.600499993025531,8.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,0.03,0,tau_x_8p00_cap_0p03,0.013067340674298534,0.3658893468630305,25,0.17166930296447863,8.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_8p00_cap_0p03,0.016991817832938322,0.3617608660639815,100,0.17166930296447863,8.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_8p00_cap_0p03,0.02616242127180134,0.3617608660639815,400,0.17166930296447863,8.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_8p00_cap_0p03,0.013839152402289263,0.6456084819189877,25,0.17166930296447863,8.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,0,tau_x_8p00_cap_0p03,0.017709384408818005,0.6716357435070672,100,0.17166930296447863,8.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,0,tau_x_8p00_cap_0p03,0.029779254510298298,0.6716357435070672,400,0.17166930296447863,8.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,0.03,0,tau_x_8p00_cap_0p03,0.017972863158415283,0.801642156408999,25,0.2848113382421819,8.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_8p00_cap_0p03,0.01368218191920094,0.8269250945987962,100,0.2848113382421819,8.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_8p00_cap_0p03,0.022810948746728257,0.8269250945987962,400,0.2848113382421819,8.0,wsdcon_18.csv,WSD-con 18e-5
