base_tau,cap,cap_saturated,estimator,kappa,orth_feature_retention,scale,tau,tau_multiplier,train_curve,train_label
0.02145866287055983,,0,tau_x_1p00_nocap,0.026355400498795593,0.3617608660639815,400,0.02145866287055983,1.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_1p00_nocap,0.014100234638063053,0.6456084819189877,25,0.02145866287055983,1.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_1p00_nocap,0.01803053339126788,0.6716357435070672,100,0.02145866287055983,1.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_1p00_nocap,0.030319283291837206,0.6716357435070672,400,0.02145866287055983,1.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,,0,tau_x_1p00_nocap,0.022089066343158444,0.801642156408999,25,0.03560141728027274,1.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_1p00_nocap,0.016720250313168705,0.8269250945987962,100,0.03560141728027274,1.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_1p00_nocap,0.027876019715167843,0.8269250945987962,400,0.03560141728027274,1.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,0.03,0,tau_x_1p00_cap_0p03,0.0060004790851013465,0.030521552634579834,25,0.030898198785299612,1.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_1p00_cap_0p03,0.008872855850635438,0.030521552634579834,100,0.030898198785299612,1.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_1p00_cap_0p03,0.0,0.03064561373023567,400,0.030898198785299612,1.0,cosine_72000.csv,Cosine
0.07351091520805572,0.03,0,tau_x_1p00_cap_0p03,0.016941554704404626,0.18600000963731753,25,0.07351091520805572,1.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,0,tau_x_1p00_cap_0p03,0.02672099323774187,0.19446912064096752,100,0.07351091520805572,1.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,1,tau_x_1p00_cap_0p03,0.03,0.19103269631809874,400,0.07351091520805572,1.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,0.03,0,tau_x_1p00_cap_0p03,0.020363296999888605,0.20518042801494696,25,0.07506249912819138,1.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,0,tau_x_1p00_cap_0p03,0.02933539389382345,0.21295494892368566,100,0.07506249912819138,1.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,1,tau_x_1p00_cap_0p03,0.03,0.21001940528935797,400,0.07506249912819138,1.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,0.03,0,tau_x_1p00_cap_0p03,0.013164132074861909,0.3658893468630305,25,0.02145866287055983,1.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_1p00_cap_0p03,0.017117152863536645,0.3617608660639815,100,0.02145866287055983,1.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_1p00_cap_0p03,0.026355400498795593,0.3617608660639815,400,0.02145866287055983,1.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_1p00_cap_0p03,0.014100234638063053,0.6456084819189877,25,0.02145866287055983,1.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,0,tau_x_1p00_cap_0p03,0.01803053339126788,0.6716357435070672,100,0.02145866287055983,1.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,0.03,1,tau_x_1p00_cap_0p03,0.03,0.6716357435070672,400,0.02145866287055983,1.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,0.03,0,tau_x_1p00_cap_0p03,0.022089066343158444,0.801642156408999,25,0.03560141728027274,1.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_1p00_cap_0p03,0.016720250313168705,0.8269250945987962,100,0.03560141728027274,1.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,0.03,0,tau_x_1p00_cap_0p03,0.027876019715167843,0.8269250945987962,400,0.03560141728027274,1.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,,0,tau_x_2p00_nocap,0.0034432824628460776,0.030521552634579834,25,0.061796397570599224,2.0,cosine_72000.csv,Cosine
0.030898198785299612,,0,tau_x_2p00_nocap,0.005091551609889198,0.030521552634579834,100,0.061796397570599224,2.0,cosine_72000.csv,Cosine
0.030898198785299612,,0,tau_x_2p00_nocap,0.0,0.03064561373023567,400,0.061796397570599224,2.0,cosine_72000.csv,Cosine
0.07351091520805572,,0,tau_x_2p00_nocap,0.01554858158222351,0.18600000963731753,25,0.14702183041611144,2.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,,0,tau_x_2p00_nocap,0.024609533363913094,0.19446912064096752,100,0.14702183041611144,2.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,,0,tau_x_2p00_nocap,0.044445783950868636,0.19103269631809874,400,0.14702183041611144,2.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,,0,tau_x_2p00_nocap,0.01790361799634851,0.20518042801494696,25,0.15012499825638276,2.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,,0,tau_x_2p00_nocap,0.025901147007154696,0.21295494892368566,100,0.15012499825638276,2.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,,0,tau_x_2p00_nocap,0.04662622916214077,0.21001940528935797,400,0.15012499825638276,2.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,,0,tau_x_2p00_nocap,0.013159490457464382,0.3658893468630305,25,0.04291732574111966,2.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_2p00_nocap,0.01711114261620562,0.3617608660639815,100,0.04291732574111966,2.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_2p00_nocap,0.026346146478762652,0.3617608660639815,400,0.04291732574111966,2.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,,0,tau_x_2p00_nocap,0.014087578975110288,0.6456084819189877,25,0.04291732574111966,2.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_2p00_nocap,0.018014976690611886,0.6716357435070672,100,0.04291732574111966,2.0,wsdcon_9.csv,WSD-con 9e-5
0.02145866287055983,,0,tau_x_2p00_nocap,0.030293123887451315,0.6716357435070672,400,0.04291732574111966,2.0,wsdcon_9.csv,WSD-con 9e-5
0.03560141728027274,,0,tau_x_2p00_nocap,0.021850764783958202,0.801642156408999,25,0.07120283456054548,2.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_2p00_nocap,0.0165453068508684,0.8269250945987962,100,0.07120283456054548,2.0,wsdcon_18.csv,WSD-con 18e-5
0.03560141728027274,,0,tau_x_2p00_nocap,0.027584353782374827,0.8269250945987962,400,0.07120283456054548,2.0,wsdcon_18.csv,WSD-con 18e-5
0.030898198785299612,0.03,0,tau_x_2p00_cap_0p03,0.0034432824628460776,0.030521552634579834,25,0.061796397570599224,2.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_2p00_cap_0p03,0.005091551609889198,0.030521552634579834,100,0.061796397570599224,2.0,cosine_72000.csv,Cosine
0.030898198785299612,0.03,0,tau_x_2p00_cap_0p03,0.0,0.03064561373023567,400,0.061796397570599224,2.0,cosine_72000.csv,Cosine
0.07351091520805572,0.03,0,tau_x_2p00_cap_0p03,0.01554858158222351,0.18600000963731753,25,0.14702183041611144,2.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,0,tau_x_2p00_cap_0p03,0.024609533363913094,0.19446912064096752,100,0.14702183041611144,2.0,wsd_20000_24000.csv,WSD sharp
0.07351091520805572,0.03,1,tau_x_2p00_cap_0p03,0.03,0.19103269631809874,400,0.14702183041611144,2.0,wsd_20000_24000.csv,WSD sharp
0.07506249912819138,0.03,0,tau_x_2p00_cap_0p03,0.01790361799634851,0.20518042801494696,25,0.15012499825638276,2.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,0,tau_x_2p00_cap_0p03,0.025901147007154696,0.21295494892368566,100,0.15012499825638276,2.0,wsdld_20000_24000.csv,WSD linear
0.07506249912819138,0.03,1,tau_x_2p00_cap_0p03,0.03,0.21001940528935797,400,0.15012499825638276,2.0,wsdld_20000_24000.csv,WSD linear
0.02145866287055983,0.03,0,tau_x_2p00_cap_0p03,0.013159490457464382,0.3658893468630305,25,0.04291732574111966,2.0,wsdcon_3.csv,WSD-con 3e-5
0.02145866287055983,0.03,0,tau_x_2p00_cap_0p03,0.01711114261620562,0.3617608660639815,100,0.04291732574111966,2.0,wsdcon_3.csv,WSD-con 3e-5
