base_config_id,config_id,fit_start_step,max_mode,mean_delta,mean_kappa,mean_source_retention,mean_target_retention,median_delta,nonharm,nuisance_lambda,retention_power,rho_smooth,rho_step,ridge_tau,rows,smooth_lambda,step_lambda,wins,worst_delta
1228,2425,8000,8,-34.497787638770475,0.03710123806081287,0.023504689760579664,0.5431959145327,-41.7289739802861,15,0.05,0.25,0.35,0.75,0.05,15,4.0,20.0,15,-5.38067105025063
172,3825,8000,8,-34.497787638770475,0.03710123806081287,0.023504689760579664,0.5431959145327,-41.7289739802861,15,0.05,0.25,0.35,0.75,0.05,15,4.0,20.0,15,-5.38067105025063
1308,812,8000,16,-34.483584528227034,0.0383662160828554,0.02206846009054953,0.5258091386717108,-41.743425232416996,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-5.732887119303887
116,6012,8000,16,-34.483584528227034,0.0383662160828554,0.02206846009054953,0.5258091386717108,-41.743425232416996,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-5.732887119303887
1316,912,8000,12,-34.48353089137718,0.03836621026976164,0.022068791535611042,0.5258623854471114,-41.743297046131836,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-5.732917279888827
108,6112,8000,12,-34.48353089137718,0.03836621026976164,0.022068791535611042,0.5258623854471114,-41.743297046131836,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-5.732917279888827
1300,1012,8000,8,-34.48286535603035,0.03836776014816199,0.02207427302616203,0.5261887482191262,-41.74300361900652,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-5.733127466776211
100,6212,8000,8,-34.48286535603035,0.03836776014816199,0.02207427302616203,0.5261887482191262,-41.74300361900652,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-5.733127466776211
1581,3443,12000,12,-34.47168091547314,0.04774273845594929,0.018520596854298355,0.4746148908293079,-41.017070800498615,15,0.02,0.0,0.6,0.5,0.05,15,7.0,20.0,15,-5.173080662730989
1565,3543,12000,8,-34.47058264219625,0.04774347461905009,0.018530687724008846,0.475275719197431,-41.01536218086304,15,0.02,0.0,0.6,0.5,0.05,15,7.0,20.0,15,-5.171517847652762
1277,2712,12000,8,-34.452598451638394,0.03820281471469101,0.02042536865637655,0.5471152382567782,-38.08476419410588,15,0.05,0.25,0.2,0.35,0.05,15,2.0,20.0,15,-5.525889670235474
1285,2612,12000,12,-34.45219255270168,0.03820232619753215,0.02042212554354259,0.5468581394829484,-38.0838471790954,15,0.05,0.25,0.2,0.35,0.05,15,2.0,20.0,15,-5.5267298019221585
1293,2512,12000,16,-34.45217194802002,0.03820229966747419,0.02042193032904349,0.546816278389047,-38.083774782555444,15,0.05,0.25,0.2,0.35,0.05,15,2.0,20.0,15,-5.526786700487363
434,435,3000,8,-34.44055500208019,0.04901097083976403,0.020304402054112755,0.456343264080668,-36.219838533886026,15,0.015,0.0,0.5,0.75,0.05,15,7.0,20.0,15,-6.287910028526755
1580,35,8000,12,-34.43706812191075,0.05061984527625214,0.02015016796119049,0.4746148908293079,-33.70105672077124,15,0.02,0.0,0.5,0.75,0.05,15,7.0,20.0,15,-6.081117679037651
99,5313,5000,8,-34.4361602189174,0.037996866502568546,0.02298983680508745,0.5261887482191262,-40.731165010376934,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639315949643819
1299,6813,5000,8,-34.4361602189174,0.037996866502568546,0.02298983680508745,0.5261887482191262,-40.731165010376934,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639315949643819
107,5213,5000,12,-34.436041734961606,0.037995304076260845,0.02298351707228866,0.5258623854471114,-40.72935038158458,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639133541631547
1315,6713,5000,12,-34.436041734961606,0.037995304076260845,0.02298351707228866,0.5258623854471114,-40.72935038158458,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639133541631547
35,7913,5000,12,-34.436041734961606,0.037995304076260845,0.02298351707228866,0.5258623854471114,-40.72935038158458,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639133541631547
115,5113,5000,16,-34.436000089556565,0.03799519462336416,0.022983134844941477,0.5258091386717108,-40.72901279803346,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639100221259186
1307,6613,5000,16,-34.436000089556565,0.03799519462336416,0.022983134844941477,0.5258091386717108,-40.72901279803346,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639100221259186
43,7813,5000,16,-34.436000089556565,0.03799519462336416,0.022983134844941477,0.5258091386717108,-40.72901279803346,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-5.639100221259186
1564,135,8000,8,-34.43494091081151,0.0506227661693027,0.02016252651380646,0.475275719197431,-33.70406245891151,15,0.02,0.0,0.5,0.75,0.05,15,7.0,20.0,15,-6.0812286163267615
466,235,3000,12,-34.43382862594154,0.04901451940270181,0.020283589530997237,0.45546476997885227,-36.21069344710497,15,0.015,0.0,0.5,0.75,0.05,15,7.0,20.0,15,-6.289579347448537
474,335,3000,16,-34.433461959818985,0.04901390177080177,0.020282320088245032,0.45531874975747144,-36.20994392016684,15,0.015,0.0,0.5,0.75,0.05,15,7.0,20.0,15,-6.289566272098146
171,7116,5000,8,-34.42676096754599,0.03894719459487033,0.024361911031878094,0.5431959145327,-34.361311429567955,15,0.05,0.25,0.2,0.9,0.05,15,4.0,20.0,15,-5.356334258493378
179,7016,5000,12,-34.425970672681544,0.03894650379964306,0.024356850742001453,0.5429345910734116,-34.35921790291688,15,0.05,0.25,0.2,0.9,0.05,15,4.0,20.0,15,-5.356226895127403
187,6916,5000,16,-34.42592476209401,0.03894645384849262,0.024356544896885636,0.5428919853183819,-34.358895557407564,15,0.05,0.25,0.2,0.9,0.05,15,4.0,20.0,15,-5.356206307857791
1301,1602,12000,8,-34.423031446403904,0.0375937134969437,0.020758536241926775,0.5261887482191262,-39.148021331309835,15,0.04,0.25,0.0,0.35,0.05,15,4.0,20.0,15,-5.173965702084993
1317,1502,12000,12,-34.42228058577813,0.03759304864111212,0.020754062733478327,0.5258623854471114,-39.14678555204869,15,0.04,0.25,0.0,0.35,0.05,15,4.0,20.0,15,-5.173708873938931
1309,1402,12000,16,-34.42224289731442,0.037593015902787935,0.020753791683534643,0.5258091386717108,-39.1465988961693,15,0.04,0.25,0.0,0.35,0.05,15,4.0,20.0,15,-5.1736901235168276
1277,2713,12000,8,-34.421358171948185,0.035660052352888286,0.02042536865637655,0.5471152382567782,-38.08476419410588,15,0.05,0.25,0.2,0.5,0.05,15,2.0,20.0,15,-5.549358365230772
1285,2613,12000,12,-34.42061063687102,0.035659656870020366,0.02042212554354259,0.5468581394829484,-38.0838471790954,15,0.05,0.25,0.2,0.5,0.05,15,2.0,20.0,15,-5.549178968387968
1293,2513,12000,16,-34.42057460742546,0.03565963542839419,0.02042193032904349,0.546816278389047,-38.083774782555444,15,0.05,0.25,0.2,0.5,0.05,15,2.0,20.0,15,-5.549165797224487
1466,7222,3000,8,-34.40759625983951,0.04581202209456572,0.017750098736540935,0.43072106212537187,-38.939373624302,15,0.01,0.0,0.35,0.35,0.05,15,7.0,20.0,15,-6.3129230545310495
1498,7322,3000,12,-34.40185428140103,0.04581113863130997,0.01771906306195668,0.4294110839162329,-38.89992299393267,15,0.01,0.0,0.35,0.35,0.05,15,7.0,20.0,15,-6.3157428352411005
1506,7422,3000,16,-34.4011972045043,0.04580950978650154,0.01771716151917178,0.4291923386503998,-38.89558409871928,15,0.01,0.0,0.35,0.35,0.05,15,7.0,20.0,15,-6.3156883827064085
171,7126,5000,8,-34.36978629839769,0.03704627593740446,0.024361911031878094,0.5431959145327,-40.00033742418082,15,0.05,0.25,0.35,0.9,0.05,15,4.0,20.0,15,-5.356334258493378
179,7026,5000,12,-34.36968429458044,0.03704552985426078,0.024356850742001453,0.5429345910734116,-39.99855648708521,15,0.05,0.25,0.35,0.9,0.05,15,4.0,20.0,15,-5.356226895127403
187,6926,5000,16,-34.36966298780185,0.037045476346065004,0.024356544896885636,0.5428919853183819,-39.99828227176799,15,0.05,0.25,0.35,0.9,0.05,15,4.0,20.0,15,-5.356206307857791
1277,2724,12000,8,-34.36719811346822,0.03281028284696718,0.02042536865637655,0.5471152382567782,-39.75575979630691,15,0.05,0.25,0.35,0.6,0.05,15,2.0,20.0,15,-5.266189893491379
1293,2524,12000,16,-34.367157814279246,0.03280986931872566,0.02042193032904349,0.546816278389047,-39.75586674032342,15,0.05,0.25,0.35,0.6,0.05,15,2.0,20.0,15,-5.266009360984869
1285,2624,12000,12,-34.36715373868396,0.032809890604137845,0.02042212554354259,0.5468581394829484,-39.75585891508943,15,0.05,0.25,0.35,0.6,0.05,15,2.0,20.0,15,-5.266021708951474
475,5623,5000,16,-34.36395681427641,0.050674756702339015,0.019484544766245438,0.45531874975747144,-33.233163634022276,15,0.015,0.0,0.35,0.5,0.05,15,7.0,20.0,15,-6.312586069130111
467,5523,5000,12,-34.36395288126487,0.05067541353019044,0.019485698276700818,0.45546476997885227,-33.23377006383266,15,0.015,0.0,0.35,0.5,0.05,15,7.0,20.0,15,-6.312742428452777
435,5423,5000,8,-34.36131097004961,0.05068337375485046,0.019504633129724665,0.456343264080668,-33.235941649372315,15,0.015,0.0,0.35,0.5,0.05,15,7.0,20.0,15,-6.31286974320957
435,5425,5000,8,-34.33811510385302,0.04693678444482762,0.019504633129724665,0.456343264080668,-33.235941649372315,15,0.015,0.0,0.35,0.75,0.05,15,7.0,20.0,15,-5.55655446809411
467,5525,5000,12,-34.33286705966177,0.046929887800523894,0.019485698276700818,0.45546476997885227,-33.23377006383266,15,0.015,0.0,0.35,0.75,0.05,15,7.0,20.0,15,-5.5564453411594545
475,5625,5000,16,-34.33261428638222,0.04692931142245768,0.019484544766245438,0.45531874975747144,-33.233163634022276,15,0.015,0.0,0.35,0.75,0.05,15,7.0,20.0,15,-5.556311318883189
1276,3315,8000,8,-34.32548538028458,0.03475413174036716,0.02158468977505172,0.5471152382567782,-36.60058390474512,15,0.05,0.25,0.2,0.75,0.05,15,2.0,20.0,15,-5.38067105025063
1284,3215,8000,12,-34.32473605006939,0.03475338183256236,0.021580711339535066,0.5468581394829484,-36.59954074942381,15,0.05,0.25,0.2,0.75,0.05,15,2.0,20.0,15,-5.380548156269393
1292,3115,8000,16,-34.324680098701656,0.034753397373400344,0.0215804724524408,0.546816278389047,-36.59923665752235,15,0.05,0.25,0.2,0.75,0.05,15,2.0,20.0,15,-5.380529937039402
1581,3445,12000,12,-34.322389745637835,0.04403082122710043,0.018520596854298355,0.4746148908293079,-41.017070800498615,15,0.02,0.0,0.6,0.75,0.05,15,7.0,20.0,15,-5.449623484573085
1565,3545,12000,8,-34.322359971246215,0.04403123686226828,0.018530687724008846,0.475275719197431,-41.016435989528766,15,0.02,0.0,0.6,0.75,0.05,15,7.0,20.0,15,-5.450077043551705
466,255,3000,12,-34.30639404758015,0.045565384415119155,0.020283589530997237,0.45546476997885227,-39.08730979339875,15,0.015,0.0,0.75,0.75,0.05,15,7.0,20.0,15,-6.289579347448537
474,355,3000,16,-34.30624323607237,0.0455647846559589,0.020282320088245032,0.45531874975747144,-39.08550350246402,15,0.015,0.0,0.75,0.75,0.05,15,7.0,20.0,15,-6.289566272098146
434,455,3000,8,-34.305139791471326,0.04556252586633987,0.020304402054112755,0.456343264080668,-39.10192809121881,15,0.015,0.0,0.75,0.75,0.05,15,7.0,20.0,15,-6.287910028526755
115,5112,5000,16,-34.30099820682462,0.040576455980639366,0.022983134844941477,0.5258091386717108,-40.72901279803346,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-6.100262541776691
1307,6612,5000,16,-34.30099820682462,0.040576455980639366,0.022983134844941477,0.5258091386717108,-40.72901279803346,15,0.04,0.25,0.2,0.35,0.05,15,4.0,20.0,15,-6.100262541776691
