base_config_id,config_id,fit_start_step,max_mode,mean_delta,mean_kappa,mean_source_retention,mean_target_retention,median_delta,nonharm,nuisance_lambda,retention_power,rho_smooth,rho_step,ridge_tau,rows,smooth_lambda,step_lambda,wins,worst_delta
1581,3434,12000,12,-35.11330869490045,0.047569395858595064,0.018520596854298355,0.4746148908293079,-39.71209007895311,15,0.02,0.0,0.5,0.6,0.05,15,7.0,20.0,15,-5.865026047119493
1244,2314,8000,12,-35.10953565202774,0.04104869850513444,0.02350030066247175,0.5429345910734116,-36.90439795407029,15,0.05,0.25,0.2,0.6,0.05,15,4.0,20.0,15,-5.789474906788216
180,3714,8000,12,-35.10953565202774,0.04104869850513444,0.02350030066247175,0.5429345910734116,-36.90439795407029,15,0.05,0.25,0.2,0.6,0.05,15,4.0,20.0,15,-5.789474906788216
1236,2214,8000,16,-35.109490635706244,0.04104872306697528,0.023500035451621826,0.5428919853183819,-36.90399478520072,15,0.05,0.25,0.2,0.6,0.05,15,4.0,20.0,15,-5.789454979506581
188,3614,8000,16,-35.109490635706244,0.04104872306697528,0.023500035451621826,0.5428919853183819,-36.90399478520072,15,0.05,0.25,0.2,0.6,0.05,15,4.0,20.0,15,-5.789454979506581
1228,2414,8000,8,-35.10940249943225,0.04104949109475268,0.023504689760579664,0.5431959145327,-36.9057466218947,15,0.05,0.25,0.2,0.6,0.05,15,4.0,20.0,15,-5.789609322080991
172,3814,8000,8,-35.10940249943225,0.04104949109475268,0.023504689760579664,0.5431959145327,-36.9057466218947,15,0.05,0.25,0.2,0.6,0.05,15,4.0,20.0,15,-5.789609322080991
42,4513,3000,16,-35.069693779517294,0.040441475965464505,0.023584230145408874,0.5258091386717108,-40.38145737504774,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-6.118518438851817
114,4813,3000,16,-35.069693779517294,0.040441475965464505,0.023584230145408874,0.5258091386717108,-40.38145737504774,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-6.118518438851817
34,4613,3000,12,-35.06968860140687,0.04044161364396217,0.023584650902780318,0.5258623854471114,-40.3816649850422,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-6.118532673373345
106,4913,3000,12,-35.06968860140687,0.04044161364396217,0.023584650902780318,0.5258623854471114,-40.3816649850422,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-6.118532673373345
26,4713,3000,8,-35.069474572612265,0.040441902164282006,0.023591600332567006,0.5261887482191262,-40.38406578060007,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-6.118433147556946
98,5013,3000,8,-35.069474572612265,0.040441902164282006,0.023591600332567006,0.5261887482191262,-40.38406578060007,15,0.04,0.25,0.2,0.5,0.05,15,4.0,20.0,15,-6.118433147556946
1564,146,8000,8,-35.04020712793059,0.047040293592433814,0.02016252651380646,0.475275719197431,-36.94572341279607,15,0.02,0.0,0.6,0.9,0.05,15,7.0,20.0,15,-5.6815523690428416
