mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-52.101819397787175,-53.704521547037274,3,3,wsd_20000_24000.csv,WSD sharp,3,-40.38145737504774
-44.06903690432561,-42.9340916311287,3,3,wsdld_20000_24000.csv,WSD linear,3,-33.14380626113571
-55.5290973804492,-58.784565836779855,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-48.16167488240205
-14.18314301266444,-13.881559431461653,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-7.602712174598292
-9.465372202360088,-10.098473595254465,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-6.118518438851817
