base_config_id,base_mae,channel,config_id,corr_mae,delta_pct,fit_start_step,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,rho_smooth,rho_step,ridge_tau,scale,shrink,smooth_lambda,source_corr,source_dot,source_full_l2,source_l2,source_retention,step_lambda,target_factor,target_retention,test_curve,test_label,train_curve,win
1580,0.003408385839825258,smooth,35,0.0022597237946830125,-33.70105672077124,8000,0.04327112483028024,12,0.02,0.06490668724542037,7.0,0.0,0.5,0.5,0.75,0.05,25,0.6666666666666666,7.0,0.3642571032286049,0.00031362531219198824,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.17518561557655415,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
1580,0.0031360955249893426,smooth,35,0.002082399789172785,-33.598968125186126,8000,0.04327112483028024,12,0.02,0.06490668724542037,7.0,0.0,0.5,0.5,0.75,0.05,25,0.6666666666666666,7.0,0.3642571032286049,0.00031362531219198824,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.22005000471832278,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
1580,0.004487187642230267,step,35,0.001829628843166137,-59.22548845635623,8000,0.02907941470691537,12,0.02,0.0508889757371019,20.0,0.0,0.75,0.5,0.75,0.05,25,0.5714285714285714,7.0,0.36155874024516726,0.0001576612179730726,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.38740718093876747,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
1580,0.002926482771138891,step,35,0.002321423047141174,-20.67532158278339,8000,0.02907941470691537,12,0.02,0.0508889757371019,20.0,0.0,0.75,0.5,0.75,0.05,25,0.5714285714285714,7.0,0.36155874024516726,0.0001576612179730726,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.6966606946155736,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
1580,0.002504818961791151,step,35,0.0021973363077687704,-12.275643817487925,8000,0.02907941470691537,12,0.02,0.0508889757371019,20.0,0.0,0.75,0.5,0.75,0.05,25,0.5714285714285714,7.0,0.36155874024516726,0.0001576612179730726,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.8336059969555624,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
1580,0.0037480705220761528,smooth,35,0.0016512711208367704,-55.943435132536166,8000,0.06142274544751346,12,0.02,0.0921341181712702,7.0,0.0,0.5,0.5,0.75,0.05,100,0.6666666666666666,7.0,0.4097911551069149,0.0004451866641373989,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.17711808489103906,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
1580,0.003248313740665229,smooth,35,0.0015743193227474534,-51.53425905143494,8000,0.06142274544751346,12,0.02,0.0921341181712702,7.0,0.0,0.5,0.5,0.75,0.05,100,0.6666666666666666,7.0,0.4097911551069149,0.0004451866641373989,0.1947793544677751,0.002331941445511329,0.01197222083358497,20.0,1.0,0.2223430495187658,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
1580,0.0056693997340904675,step,35,0.0031484116141963724,-44.466579146558146,8000,0.041479269612335466,12,0.02,0.07258872182158707,20.0,0.0,0.75,0.5,0.75,0.05,100,0.5714285714285714,7.0,0.40874063493096985,0.00022489008921348992,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.4223534000775548,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
1580,0.004934623402238123,step,35,0.004624322716818394,-6.288234382364233,8000,0.041479269612335466,12,0.02,0.07258872182158707,20.0,0.0,0.75,0.5,0.75,0.05,100,0.5714285714285714,7.0,0.40874063493096985,0.00022489008921348992,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.7295470445133029,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
1580,0.0013816404339982303,step,35,0.0012550351640086652,-9.163402204667037,8000,0.041479269612335466,12,0.02,0.07258872182158707,20.0,0.0,0.75,0.5,0.75,0.05,100,0.5714285714285714,7.0,0.40874063493096985,0.00022489008921348992,0.023413441262264873,0.0005981409173485418,0.02554690319327631,20.0,1.0,0.8538245542947901,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
