mean_delta,median_delta,nonharm,rows,test_curve,test_label,wins,worst_delta
-54.26122522502009,-58.20753202008486,3,3,wsd_20000_24000.csv,WSD sharp,3,-40.477293275340145
-46.32810974659075,-50.664602484115804,3,3,wsdld_20000_24000.csv,WSD linear,3,-33.11707850120887
-57.5421291856118,-59.500896897125564,3,3,wsdcon_3.csv,WSD-con 3e-5,3,-47.28647656102096
-16.836185610768865,-18.773132985298556,3,3,wsdcon_9.csv,WSD-con 9e-5,3,-10.465076527569018
-12.968967919059272,-13.14449427523201,3,3,wsdcon_18.csv,WSD-con 18e-5,3,-12.107010944990492
