step,lr,train_loss,eval_loss
3000,0.0004,1.038596749305725,1.044548714160919
3004,0.0004,1.0374934196472168,1.040377426147461
3008,0.0004,1.0406438279151917,1.0331595063209533
3012,0.0004,1.0409495503902435,1.0295193672180176
3016,0.0004,1.0392197434186936,1.028245222568512
3020,0.0004,1.0380755720210075,1.0273728847503663
3024,0.0004,1.0368540457789899,1.0203390836715698
3028,0.0004,1.0369735990677595,1.0207390248775483
3032,0.0004,1.0347713978333164,1.0207103729248046
3036,0.0004,1.0353837684908112,1.0162600100040435
3040,0.0004,1.0342604526387393,1.0151391863822936
3044,0.0004,1.0318980999445981,1.0171693205833434
3048,0.0004,1.032445608465916,1.0132605254650116
3052,0.0004,1.0310195614895636,1.0185486435890199
3056,0.0004,1.0316898879410101,1.0153575837612152
3060,0.0004,1.0303848555983253,1.0114334106445313
3064,0.0004,1.028441176232798,1.0206379413604736
3068,0.0004,1.0255153764043181,1.0138090550899506
3072,0.0004,1.0267753531414803,1.016585999727249
3076,0.0004,1.0233871814499977,1.0088131844997406
3080,0.0004,1.0235337743363395,1.0081739723682404
3084,0.0004,1.0234074529291644,1.0124844551086425
3088,0.0004,1.0236244740737785,1.009976190328598
3092,0.0004,1.0205488988149145,1.0113779842853545
3096,0.0004,1.018339036857007,1.013177716732025
3100,0.0004,1.016072278280483,1.0047785103321076
3104,0.0004,1.0148550674850578,1.0122092962265015
3108,0.0004,1.0143087988079937,1.0079389810562134
3112,0.0004,1.0145458118600863,1.010413157939911
3116,0.0004,1.015260315223028,1.006232488155365
3120,0.0004,1.0157155420930593,1.0095936715602876
3124,0.0004,1.0169511163131661,1.0030450522899628
3128,0.0004,1.0154499820378065,1.0074092745780945
3132,0.0004,1.0155646394050097,1.0077085673809052
3136,0.0004,1.0147435179671027,1.0046780407428741
3140,0.0004,1.0141972700941901,1.0085955679416656
3144,0.0004,1.0164363861252375,1.009077650308609
3148,0.0004,1.0132111561449921,1.0042261123657226
3152,0.0004,1.0107762621777554,1.0061444699764253
3156,0.0004,1.0126472658160894,0.996903270483017
3160,0.0004,1.0120713901141498,1.0020216882228852
3164,0.0004,1.0109988979952824,1.0012441635131837
3168,0.0004,1.0098864018133842,1.0066518425941466
3172,0.0004,1.0093649905215112,1.003611147403717
3176,0.0004,1.0099624050817257,1.0021979212760925
3180,0.0004,1.0096739935721188,1.0037135899066925
3184,0.0004,1.0068863935332206,1.0045152187347413
3188,0.0004,1.004616347586576,0.9970349967479706
3192,0.0004,1.0056465336401437,1.005488681793213
3196,0.0004,1.00395072716944,1.0041802942752838
3200,0.0004,1.0041101922256284,1.000532066822052
3204,0.0004,1.0023284628685594,1.0018332302570343
3208,0.0004,1.0009036726978076,1.0050667941570282
3212,0.0004,1.0003934801125514,1.0008974254131318
3216,0.0004,1.0012126177999963,1.0036478817462922
3220,0.0004,1.0018816540050737,1.0027402460575103
3224,0.0004,1.0044204726286141,0.9979103326797485
3228,0.0004,1.0047186196864315,0.9988991558551789
3232,0.0004,1.0038197679240108,0.9956017732620239
3236,0.0004,1.004391978047961,1.0042579412460326
3240,0.0004,1.0027642219030923,0.9970270395278931
3244,0.0004,1.003443417140609,1.0054358780384063
3248,0.0004,1.004080728163212,0.9988138556480408
3252,0.0004,1.0032268364458288,1.0028023719787598
3256,0.0004,1.0036666034962838,0.9973419845104218
3260,0.0004,1.0022221183156466,0.9967793107032776
3264,0.0004,1.0016790606417205,1.002094554901123
3268,0.0004,1.0008886853907657,0.995370876789093
3272,0.0004,1.0004837989855546,0.9970580637454987
3276,0.0004,0.9997113001390164,0.9978129267692566
3280,0.0004,0.9965542839804767,1.0094920814037323
3284,0.0004,0.9961777168666851,0.9930068254470825
3288,0.0004,0.9968234096308528,1.0002258658409118
3292,0.0004,0.9960034782594424,0.9981626570224762
3296,0.0004,0.9973482812857015,1.001678502559662
3300,0.0004,0.9984669916703149,0.9935231983661652
3304,0.0004,0.9984258561915617,1.0019811809062957
3308,0.0004,0.9984427526223475,1.0024927377700805
3312,0.0004,0.998695787903173,1.0017704963684082
3316,0.0004,0.9972028110472887,0.9998689413070678
3320,0.0004,0.9981833136721131,0.997773540019989
3324,0.0004,0.9984462949613044,1.0042862832546233
3328,0.0004,0.9971025311630348,0.9990743935108185
3332,0.0004,0.9982454708529753,1.0002531468868257
3336,0.0004,0.9970650909525075,0.9989813804626465
3340,0.0004,0.997415325479083,0.994533222913742
